pdf_hash;unit_id;host_unit;host_age;host_age_method;host_age_reliability;target_name;target_role;evidence_pages
2EBE2D61;10;AND;HUNK;UNK;N/A;LS deposit;MAIN;54
2EBE2D61;11;DAC;HUNK;UNK;N/A;LS deposit;MAIN;54
2ECED17E;1;LAR;HNEO;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;2;LAR;HPGE;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;3;LAR;HNEO;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;4;LAR;HPGE;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;5;CLY;HNEO;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;6;CLY;HPGE;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;7;SAP;HNEO;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;8;SAP;HPGE;UNK;STA;Sapucaia;MAIN;38|40
2ECED17E;9;SND;HUNK;UNK;N/A;Sapucaia;MAIN;38|44
2ECED17E;10;SHA;HUNK;UNK;N/A;Sapucaia;MAIN;38|44
2ECED17E;11;MUD;HUNK;UNK;N/A;Sapucaia;MAIN;38|44
2EDACF4F;1;MGB;HNEA;UNK;INF;Selkirk;MAIN;66|69
2EDACF4F;2;MGB;HUNK;UNK;N/A;Selkirk;MAIN;66
2EDACF4F;3;MGB;HUNK;UNK;N/A;Selkirk;MAIN;66
2EDACF4F;4;QDI;HUNK;UNK;N/A;Selkirk;MAIN;66|75
2EDACF4F;5;AND;HUNK;UNK;N/A;Selkirk;MAIN;66
2EDACF4F;6;BAS;HUNK;UNK;N/A;Selkirk;MAIN;66
2EDACF4F;7;KOM;HUNK;UNK;N/A;Selkirk;MAIN;66
2EE40D04;1;DOL;HDEV;UNK;STA;Leduc-Cooking Lake Aquifer;MAIN;24|28
2EE40D04;2;LST;HDEV;UNK;STA;Leduc-Cooking Lake Aquifer;MAIN;24|28
2EE81EC4;1;SCH;HTON;RINF;STA;Vohitsara;MAIN;28|29
2EE81EC4;2;GNS;HTON;RINF;STA;Vohitsara;MAIN;28|29
2EE81EC4;3;SAP;HTON;RINF;STA;Vohitsara;MAIN;28|29|32
2EE81EC4;4;QZT;HTON;RINF;STA;Vohitsara;MAIN;28|29
2F2D64F4;1;VCL;HNEO;UNK;STA;McDermitt Lithium East;MAIN;23|25|26|27
2F64AA5B;1;CSS;HPER;UNK;STA;MEGA tungsten deposit;MAIN;33|34
2F64AA5B;2;SKR;HPER;UNK;STA;MEGA tungsten deposit;MAIN;33|34|39
2F64AA5B;3;QMO;HCRE;KAR;INF;MEGA tungsten deposit;MAIN;33|35|36|42
2F64AA5B;4;GRD;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36
2F64AA5B;5;GDP;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36
2F64AA5B;6;GRA;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36|37
2F64AA5B;7;GRA;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36|37
2F64AA5B;8;APL;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36|37
2F64AA5B;9;TON;HCRE;UNK;STA;MEGA tungsten deposit;MAIN;36|37
2FBFC0A9;1;SRP;HUNK;UNK;N/A;Kilometre 26 Nickel;MAIN;14|15
2FBFC0A9;2;UMF;HUNK;UNK;N/A;Kilometre 26 Nickel;MAIN;14|15
2FC95BCE;1;UMF;HORO;UNK;STA;Namew Lake Property;MAIN;36|31|35
2FC95BCE;2;AMP;HORO;UNK;STA;Namew Lake Property;MAIN;36|31|35
2FAC6171;1;AND;HPER;UNK;STA;Kuriskova;MAIN;28|29|30
2FAC6171;2;TUF;HPER;UNK;STA;Kuriskova;MAIN;28|29|30
2FAC6171;3;VCL;HPER;UNK;STA;Kuriskova;MAIN;30
2FAC6171;4;SLA;HPER;UNK;STA;Kuriskova;MAIN;28|29
2FAC6171;5;SND;HPER;UNK;STA;Kuriskova;MAIN;28|29
2FAC6171;6;QZT;HPER;UNK;STA;Kuriskova;MAIN;29
2FD73279;1;LST;HUNK;UNK;N/A;Porvenir;MAIN;25
2FCB5B15;1;ANO;HNEA;UNK;INF;VTM Deposit;MAIN;129|130|132|143
2FCB5B15;2;PXN;HNEA;UNK;INF;VTM Deposit;MAIN;129|130|132|137|143
2FCB5B15;3;GAB;HNEA;UNK;INF;VTM Deposit;MAIN;129|130|138|143
2FCB5B15;4;GAB;HNEA;UNK;INF;VTM Deposit;MAIN;129|132|137|138
2FCB5B15;5;GAB;HNEA;UNK;INF;VTM Deposit;MAIN;129|132|137|143
2FCB5B15;6;BIF;HNEA;UNK;INF;VTM Deposit;MAIN;129|143
2FCB5B15;7;DIO;HNEA;UNK;INF;VTM Deposit;MAIN;132
2FCB5B15;8;ANO;HNEA;UNK;INF;VTM Deposit;MAIN;129|132|143
2FEB72F8;1;UMF;HMEA;UNK;STA;Norton Zone;MAIN;86|90|94
2FEB72F8;2;GAB;HMEA;UNK;STA;Norton Zone;MAIN;86|90
2FEB72F8;3;GAB;HMEA;UNK;STA;Norton Zone;MAIN;86|90
2FEB72F8;4;BAS;HMEA;UNK;STA;Norton Zone;MAIN;86|87|94
2FEB72F8;5;QZT;HMEA;UNK;STA;Norton Zone;MAIN;86|94
2FEB72F8;6;AMP;HMEA;UNK;STA;Norton Zone;MAIN;86|94
2FEB72F8;7;STC;HMEA;UNK;STA;Norton Zone;MAIN;86|90|94
3053811D;1;RHY;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|72
3053811D;2;VBX;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|73
3053811D;3;TUF;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|73
3053811D;4;LPT;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|73
3053811D;5;PDK;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66
3053811D;6;MUD;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|72
3053811D;7;GAB;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|67|73
3053811D;8;SCH;HDEV;UPBZ;INF;ABM deposit;MAIN;60|64|65|66|72|73
30631A07;1;MBL;HECT;UNK;INF;Empire State Mines;MAIN;55|57|60
30631A07;2;DOL;HECT;UNK;INF;Empire State Mines;MAIN;55|57|60
30631A07;3;CSL;HECT;UNK;INF;Empire State Mines;MAIN;55|57|60
30631A07;4;SCH;HECT;UNK;INF;Empire State Mines;MAIN;55|57
30631A07;5;EVP;HECT;UNK;INF;Empire State Mines;MAIN;55|57|60
30631A07;6;QZT;HECT;UNK;INF;Empire State Mines;MAIN;55|60
30631A07;7;MBL;HECT;UNK;INF;Empire State Mines;MAIN;55|60
3079E15C;1;LST;HDEV;UNK;STA;Tami-Mosi;MAIN;19|23
3079E15C;2;SHA;HCAR;UNK;STA;Tami-Mosi;MAIN;19|23
3079E15C;3;LST;HCAR;UNK;STA;Tami-Mosi;MAIN;19|23
3079E15C;4;RHY;HUNK;UNK;N/A;Tami-Mosi;MAIN;19|23
3079E15C;5;QMP;HCRE;UNK;INF;Tami-Mosi;MAIN;19
3079E15C;6;CON;HPGE;UNK;STA;Tami-Mosi;MAIN;23
3079E15C;7;LST;HPGE;UNK;STA;Tami-Mosi;MAIN;23
3079E15C;8;PDK;HUNK;UNK;N/A;Tami-Mosi;MAIN;23
3079E15C;9;HBX;HUNK;UNK;N/A;Tami-Mosi;MAIN;23
3079E15C;10;DOL;HDEV;UNK;STA;Tami-Mosi;MAIN;23|24
30821A1B;1;SCH;HEDI;DZIRC;STA;Xuxa;MAIN;74|78
30821A1B;2;HRN;HEDI;UNK;STA;Xuxa;MAIN;78
30821A1B;3;PEG;HCAM;UNK;INF;Xuxa;MAIN;73|78
308DF9AC;1;RHY;HCRE;UNK;INF;Cerro Lindo;MAIN;66|72|75|82
308DF9AC;2;DAC;HCRE;UNK;INF;Cerro Lindo;MAIN;66|72|75|82
308DF9AC;3;VBX;HCRE;UNK;INF;Cerro Lindo;MAIN;66|82
308DF9AC;4;AND;HCRE;UNK;INF;Cerro Lindo;MAIN;69|72|82
308DF9AC;5;TUF;HCRE;UNK;INF;Cerro Lindo;MAIN;75|82
3095DFB2;1;SND;HCRE;UNK;STA;Palisades Coal;MAIN;22
3095DFB2;2;SLT;HCRE;UNK;STA;Palisades Coal;MAIN;22
3095DFB2;3;MUD;HCRE;UNK;STA;Palisades Coal;MAIN;22
3095DFB2;4;COA;HCRE;UNK;STA;Palisades Coal;MAIN;22
30A36480;1;GNS;HPAA;UPBZ;INF;Lola Graphite;MAIN;56|62
30A36480;2;GNS;ARC;UNK;ERA;Lola Graphite;MAIN;53|56
30A36480;3;MIG;ARC;UNK;ERA;Lola Graphite;MAIN;56
30A36480;4;LAR;HQUA;UNK;STA;Lola Graphite;MAIN;56|66
30EE3BD9;1;EVP;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|102
30EE3BD9;2;ALV;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|102
30EE3BD9;3;CLV;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|102
30EE3BD9;4;GRV;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|101|102
30EE3BD9;5;SND;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|101|102
30EE3BD9;6;SLT;HQUA;UNK;STA;Salar de Tolillar;MAIN;101|102
30EE3BD9;7;CLY;HQUA;UNK;STA;Salar de Tolillar;MAIN;99|101|102
310AA0EF;1;LST;HDEV;UNK;STA;Alberta Lithium Brine;MAIN;51|52|54|57
310AA0EF;2;DOL;HDEV;UNK;STA;Alberta Lithium Brine;MAIN;51|52
310AA0EF;3;SHA;HDEV;UNK;STA;Alberta Lithium Brine;MAIN;51
310AA0EF;4;EVP;HDEV;UNK;STA;Alberta Lithium Brine;MAIN;50|52
310BAF5F;1;EVP;HCRE;UNK;STA;Mengo;MAIN;40
310BAF5F;2;EVP;HCRE;UNK;STA;Mengo;MAIN;40
310BAF5F;3;DOL;HCRE;UNK;STA;Mengo;MAIN;40
310BAF5F;4;LST;HCRE;UNK;STA;Mengo;MAIN;40
310BAF5F;5;SND;HCRE;UNK;STA;Mengo;MAIN;40
310BAF5F;6;CLY;HCRE;UNK;STA;Mengo;MAIN;40|41
31127FBF;1;UMF;HCRE;UNK;STA;Moa Project;MAIN;56|57|59|68
31127FBF;2;SRP;HCRE;UNK;STA;Moa Project;MAIN;56|57|58
31127FBF;3;GAB;HCRE;UNK;STA;Moa Project;MAIN;56|57|60
31127FBF;4;LAR;HNEO;BIO;STA;Moa Project;MAIN;58
31127FBF;5;SAP;HNEO;BIO;STA;Moa Project;MAIN;58
3122220F;1;SND;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17
3122220F;2;CON;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17
3122220F;3;SHA;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17|18
3122220F;4;CBS;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17|18
3122220F;5;LST;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17|18
3122220F;6;DOL;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17|18
3122220F;7;MUD;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;17|18
3122220F;8;SLT;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;18
3122220F;9;PHO;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;18
3122220F;10;CHT;HEDI;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;18
3122220F;11;SHA;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
3122220F;12;CBS;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
3122220F;13;CHT;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
3122220F;14;LST;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
3122220F;15;SND;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
3122220F;16;DOL;HCAM;UNK;STA;Tanjiachang Phosphorite Mine;MAIN;19
311A3FFE;1;NOR;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115|117
311A3FFE;2;NOR;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115|117
311A3FFE;3;PXN;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115|117|118
311A3FFE;4;PRD;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115|117|118
311A3FFE;5;GAB;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115|117|118
311A3FFE;6;ANO;HRHY;UNK;INF;Waterberg Project;MAIN;105|111|112|115
311A3FFE;7;GAB;HRHY;UNK;INF;Waterberg Project;MAIN;105|112|115
311A3FFE;8;DUN;HRHY;UNK;INF;Waterberg Project;MAIN;105|112
311A3FFE;9;GNS;HPAA;UNK;INF;Waterberg Project;MAIN;105|106|111
311A3FFE;10;QZT;HPAA;UNK;INF;Waterberg Project;MAIN;105|106|111
311A3FFE;11;PEL;HPAA;UNK;INF;Waterberg Project;MAIN;105|106|111
311A3FFE;12;SRP;HPAA;UNK;INF;Waterberg Project;MAIN;105|106|111
311A3FFE;13;MSD;HPAA;UNK;INF;Waterberg Project;MAIN;105|106|111
312E4E0E;1;CLY;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;60|68
312E4E0E;2;SND;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;60|68
312E4E0E;3;SLT;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;60|68
312E4E0E;4;EVP;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;60|68
312E4E0E;5;GRV;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;68
312E4E0E;6;BRX;HQUA;UNK;STA;Salar de Pastos Grandes;MAIN;68
3171D502;1;SND;HJUR;UNK;STA;Crownpoint;MAIN;28|29|30|31
3171D502;2;SND;HCRE;UNK;STA;Crownpoint;MAIN;29|30
3171D502;3;SLT;HCRE;UNK;STA;Crownpoint;MAIN;30
3171D502;4;SHA;HCRE;UNK;STA;Crownpoint;MAIN;30
318CC003;1;SND;HCAM;UNK;STA;Sumner;MAIN;39
318CC003;2;SND;HCAM;UNK;STA;Sumner;MAIN;38
318CC003;3;SHA;HCAM;UNK;STA;Sumner;MAIN;38
318CC003;4;SLT;HCAM;UNK;STA;Sumner;MAIN;39
3185DE87;1;GRV;HUNK;UNK;N/A;Kearl channel;MAIN;20|27
3185DE87;2;SND;HUNK;UNK;N/A;Kearl channel;MAIN;20|27
3185DE87;3;CLY;HUNK;UNK;N/A;Kearl channel;MAIN;20
3185DE87;4;SND;HUNK;UNK;N/A;Kearl channel;MAIN;20|27
319CCE32;1;UMF;HCRE;UNK;INF;La Delta;MAIN;26|27
319CCE32;2;GAB;HCRE;UNK;INF;La Delta;MAIN;26|27
319CCE32;3;SRP;HCRE;UNK;INF;La Delta;MAIN;26
31D9B2EC;1;GAB;HUNK;UNK;N/A;Nico 1;MAIN;22|23|24
31D9B2EC;2;NOR;HUNK;UNK;N/A;Nico 1;MAIN;22|23
31D9B2EC;3;DIO;HUNK;UNK;N/A;Nico 1;MAIN;22
31D9B2EC;4;PXN;HUNK;UNK;N/A;Nico 1;MAIN;22|33
31D9B2EC;5;BAS;HNEA;UNK;INF;Nico 1;MAIN;20
31D9B2EC;6;AND;HNEA;UNK;INF;Nico 1;MAIN;20
31D9B2EC;7;SCH;HNEA;UNK;INF;Nico 1;MAIN;20
31D9B2EC;8;DAC;HNEA;UNK;INF;Nico 1;MAIN;20
31D9B2EC;9;DAC;HNEA;UNK;INF;Nico 1;MAIN;20
31D9B2EC;10;VBX;HNEA;UNK;INF;Nico 1;MAIN;20|23
31D9B2EC;11;MSD;HNEA;UNK;INF;Nico 1;MAIN;23
31D9B2EC;12;BIF;HNEA;UNK;INF;Nico 1;MAIN;20|23
31E78B27;1;MSD;HCAL;UNK;STA;JR and RJ Properties;MAIN;15|17|18|30
31E78B27;2;ARGL;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|20|30
31E78B27;3;SLT;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|20|30
31E78B27;4;TRB;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|20|30
31E78B27;5;QZT;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|20|30
31E78B27;6;SND;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|30
31E78B27;7;GAB;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|20|30
31E78B27;8;DIO;HCAL;UNK;STA;JR and RJ Properties;MAIN;17|18|30
3208B01A;1;GAB;HCRE;UNK;STA;Goondicum;MAIN;29|30
3208B01A;2;SAP;HQUA;UNK;STA;Goondicum;MAIN;31|33
3208B01A;4;CLV;HQUA;UNK;STA;Goondicum;MAIN;31|33
3220D650;1;DUN;HJUR;UNK;INF;Turnagain deposit;MAIN;63|65|66|67|68
3220D650;2;PRD;HJUR;UNK;INF;Turnagain deposit;MAIN;63|65|66|67|68
3220D650;3;PXN;HJUR;UNK;INF;Turnagain deposit;MAIN;63|65|68
3220D650;4;PXN;HJUR;UNK;INF;Turnagain deposit;MAIN;63|65|68
3220D650;5;SRP;HJUR;UNK;INF;Turnagain deposit;MAIN;63|67|68
3274057B;1;ALV;HQUA;UNK;STA;Kibby Basin;MAIN;14|17
3274057B;2;CLV;HQUA;UNK;STA;Kibby Basin;MAIN;14|17
3274057B;3;SND;HQUA;UNK;STA;Kibby Basin;MAIN;14
3274057B;4;GRV;HQUA;UNK;STA;Kibby Basin;MAIN;14
3274057B;5;CLY;HQUA;UNK;STA;Kibby Basin;MAIN;14
326E25DC;1;GRW;HORD;UNK;STA;Point Leamington;MAIN;36|41
326E25DC;2;ARGL;HORD;UNK;STA;Point Leamington;MAIN;36|41
326E25DC;3;CON;HORD;UNK;STA;Point Leamington;MAIN;36|41
326E25DC;4;TUF;HORD;UNK;STA;Point Leamington;MAIN;36|41|42
326E25DC;5;AND;HORD;UNK;STA;Point Leamington;MAIN;36|41
326E25DC;6;DAC;HORD;UNK;STA;Point Leamington;MAIN;36|41
326E25DC;7;LPT;HORD;UNK;STA;Point Leamington;MAIN;36|42
326E25DC;8;VCL;HORD;UNK;STA;Point Leamington;MAIN;36|42
326E25DC;9;BAS;HORD;UNK;STA;Point Leamington;MAIN;36|42|44
326E25DC;10;RHY;HORD;UNK;STA;Point Leamington;MAIN;36|42|44
326E25DC;11;CHT;HORD;UNK;STA;Point Leamington;MAIN;36|42
326E25DC;12;RHY;HORD;UNK;STA;Point Leamington;MAIN;36|42|44
326E25DC;13;DIO;HORD;UNK;STA;Point Leamington;MAIN;36|44
326E25DC;14;UMF;HORD;UNK;STA;Point Leamington;MAIN;36|44
326E25DC;16;FLS;HORD;UNK;STA;Point Leamington;MAIN;36|45
329E438F;1;SND;HCAR;UNK;STA;Marianne-Marilyn;MAIN;151|156|172
329E438F;2;ARGL;HCAR;UNK;STA;Marianne-Marilyn;MAIN;151|156|172
329E438F;3;SLT;HCAR;UNK;STA;Marianne-Marilyn;MAIN;151|156
329E438F;4;MUD;HCAR;UNK;STA;Marianne-Marilyn;MAIN;151|156
32EEF6EF;1;GAB;HRHY;UPBZ;INF;Shakespeare deposit;MAIN;64|65
32EEF6EF;2;GAB;HRHY;UPBZ;INF;Shakespeare deposit;MAIN;64|65|69
32EEF6EF;3;GAB;HRHY;UPBZ;INF;Shakespeare deposit;MAIN;64|65|69
32EEF6EF;4;GAB;HRHY;UPBZ;INF;Shakespeare deposit;MAIN;64|65|69
32EEF6EF;5;QZT;PPT;UNK;ERA;Shakespeare deposit;MAIN;63|64|65
32EEF6EF;6;PXN;HRHY;UPBZ;INF;Shakespeare deposit;MAIN;64|65|69
32BE1748;1;PRD;HRHY;UNK;INF;Platreef Project;MAIN;146|157
32BE1748;2;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|157
32BE1748;3;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|157|178
32BE1748;4;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|157|178
32BE1748;6;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|177|178
32BE1748;7;NOR;HRHY;UNK;INF;Platreef Project;MAIN;146|177|178
32BE1748;8;UMF;HRHY;UNK;INF;Platreef Project;MAIN;146|178
32BE1748;9;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|177
32BE1748;10;PXN;HRHY;UNK;INF;Platreef Project;MAIN;146|178
32BE1748;11;PRD;HRHY;UNK;INF;Platreef Project;MAIN;146|178
32BE1748;12;SKR;HRHY;UNK;INF;Platreef Project;MAIN;146|165
32BE1748;13;HRN;HRHY;UNK;INF;Platreef Project;MAIN;146|165|177
332B63BB;1;GNS;HNEA;UNK;STA;James Bay;MAIN;89|91|92
332B63BB;2;FPO;ARC;UNK;ERA;James Bay;MAIN;92
332B63BB;3;GAB;ARC;UNK;ERA;James Bay;MAIN;92
332B63BB;4;GAB;ARC;UNK;ERA;James Bay;MAIN;92
331F1BD4;1;BAS;ARC;UNK;ERA;Estrades;MAIN;52
331F1BD4;2;SND;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;3;SLT;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;4;GRW;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;5;ARGL;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;6;BIF;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;7;BAS;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;8;TUF;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;9;LPT;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;10;AND;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;11;FLS;HNEA;UNK;INF;Estrades;MAIN;41|51
331F1BD4;12;RHY;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;13;TUF;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;14;LPT;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;15;SCH;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;16;BAS;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;17;AND;HNEA;UNK;INF;Estrades;MAIN;41|49
331F1BD4;18;TUF;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;19;LPT;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;20;SLT;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;21;ARGL;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;22;GRW;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;23;AND;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;24;BAS;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;25;VBX;HNEA;UNK;INF;Estrades;MAIN;41|46
331F1BD4;26;DIA;PPT;UNK;ERA;Estrades;MAIN;41|46
3333FF10;1;PXN;HSTE;UNK;INF;Eagle East;MAIN;69|71|74
3333FF10;2;SLT;PPT;UNK;ERA;Eagle East;MAIN;68|71|72
3333FF10;3;GRW;PPT;UNK;ERA;Eagle East;MAIN;68|71|72
3333FF10;4;SND;PPT;UNK;ERA;Eagle East;MAIN;71|73
3333FF10;5;SLA;PPT;UNK;ERA;Eagle East;MAIN;68|71|72
3333FF10;6;SHA;PPT;UNK;ERA;Eagle East;MAIN;68|71|72
3333FF10;7;HRN;PPT;UNK;ERA;Eagle East;MAIN;71|76
339B9FC6;1;HBX;PRT;MAPREL;ERA;Albany graphite deposit;MAIN;53|55|56
339B9FC6;2;SYE;PRT;MAPREL;ERA;Albany graphite deposit;MAIN;50|56
339B9FC6;3;GRA;PRT;MAPREL;ERA;Albany graphite deposit;MAIN;50|56
339B9FC6;4;DIO;PRT;MAPREL;ERA;Albany graphite deposit;MAIN;50|56
339B9FC6;5;MON;PRT;MAPREL;ERA;Albany graphite deposit;MAIN;50|56
3355F00C;1;PHL;PRT;UNK;ERA;Matthews Ridge;MAIN;75|76|78|79
3355F00C;2;CHT;PRT;UNK;ERA;Matthews Ridge;MAIN;75|78|83
3355F00C;3;DIO;PRT;UNK;ERA;Matthews Ridge;MAIN;75|78|84
3355F00C;4;QDI;PRT;UNK;ERA;Matthews Ridge;MAIN;75|85
3355F00C;5;SLA;PRT;UNK;ERA;Matthews Ridge;MAIN;75|89
3355F00C;6;HRN;PRT;UNK;ERA;Matthews Ridge;MAIN;75|89
3355F00C;7;SAP;HPGE;UNK;INF;Matthews Ridge;MAIN;99|105
3355F00C;8;CLV;HPGE;UNK;STA;Matthews Ridge;MAIN;102|105
33AE9218;1;MSD;HORD;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;7|8
33AE9218;2;LST;HORD;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;7|8
33AE9218;3;ALV;HQUA;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;9|18|19|23|27
33AE9218;4;CLY;HQUA;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;9|18|19|23|25|26|27
33AE9218;5;DMT;HQUA;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;9|19|27
33AE9218;6;SND;HQUA;UNK;STA;Charlevoix Hydrocarbon Project;MAIN;18|19
33A5CC98;1;EVP;HQUA;UNK;STA;Mariana Project;MAIN;32|33|37
33A5CC98;2;EVP;HNEO;UNK;STA;Mariana Project;MAIN;32|33
33A5CC98;3;SND;HQUA;UNK;STA;Mariana Project;MAIN;33|35|37
33A5CC98;4;SND;HNEO;UNK;STA;Mariana Project;MAIN;33|35|37
33A5CC98;5;GRV;HQUA;UNK;STA;Mariana Project;MAIN;35|37
33A5CC98;6;GRV;HNEO;UNK;STA;Mariana Project;MAIN;35|37
33A5CC98;8;TUF;HQUA;UNK;STA;Mariana Project;MAIN;32|33|38
33A5CC98;9;TUF;HNEO;UNK;STA;Mariana Project;MAIN;32|33|38
33A5CC98;10;IGN;HQUA;UNK;STA;Mariana Project;MAIN;32|33
33A5CC98;11;AND;HNEO;UNK;STA;Mariana Project;MAIN;32|33|37
33A5CC98;12;BAS;HNEO;UNK;STA;Mariana Project;MAIN;32|38
33A5CC98;13;ALV;HQUA;UNK;STA;Mariana Project;MAIN;32
33A5CC98;14;CLV;HQUA;UNK;STA;Mariana Project;MAIN;32
33A5CC98;15;CLY;HQUA;UNK;STA;Mariana Project;MAIN;37|38
33A5CC98;16;CLY;HNEO;UNK;STA;Mariana Project;MAIN;37|38
33A6250B;1;UMF;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21|22|23
33A6250B;2;PRD;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21|23
33A6250B;3;DUN;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21|23
33A6250B;4;GRN;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;5;RHY;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;6;VCL;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;7;SCH;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;8;GAB;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;9;BIF;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33A6250B;10;GRW;HNEA;UNK;STA;Koper Lake Chromite Zone;MAIN;20|21
33C702AA;1;RHY;HNEA;UNK;STA;Scott Lake;MAIN;47|48|53|56|57|58|60|61
