pdf_hash;mineralization_id;mineralization_style;mineralization_texture;continuity;control_type;ore_minerals;gangue_minerals;target_name;target_role;evidence_pages
55202EC2;2;REP;BRE;NRP;COM;SPH|GAL|PYR|CPY;QTZ|CAC|DLM|MUS|CLO|ILL|GRP;Toral;MAIN;34|36|38|43
55202EC2;3;BXH;VUG;NRP;COM;SPH|GAL|PYR|CPY;QTZ|CAC|DLM|MUS|CLO|ILL|GRP;Toral;MAIN;34|36|38|43
55202EC2;4;VEN;N/A;NRP;COM;SPH|GAL|PYR|CPY;QTZ|CAC|DLM|MUS|CLO|ILL|GRP;Toral;MAIN;34|36|38|43
552B1677;1;STK;N/A;NRP;STR;PYR|MOL|CPY|CHC|COV|DIG|MLC;QTZ|MAG|HEM|GOE|JAR;Chita Porphyry;MAIN;52|53|82
552B1677;2;DIS;N/A;NRP;STR;PYR|MOL|CPY;N/A;Chita Porphyry;MAIN;52
552B1677;3;VEN;N/A;NRP;STR;NAU|NAG;QTZ;Chita Porphyry;MAIN;82
552BF875;1;STR;OOL;CNT;STG;N/A;DLM|QTZ|CLY;DM Project Ore Zone;MAIN;36|38|41|46
552DE2C6;1;STR;N/A;CNT;STG;N/A;N/A;S2 Seam;MAIN;39|40|44
5535A11B;1;N/A;N/A;CNT;COM;SME;QTZ|CAC;Basin East;MAIN;56|57|58|62|68|70
5541B604;1;DIS;FLB;NRP;COM;MAG|HEM;KSP|QTZ|ALB|BIO|APA|SCP|PYX;Snaefell;MAIN;38|39|40|41
554201A6;1;N/A;CUM;POD;CHM;MAG|CPY|PYR|POH|SPH|GAL|ILM|PEN|PGM;GAR|BIO|PYX|ALB|HBL|OLV|SPN|APA;Gulçari A (Campbell Pit);MAIN;103|105|110|118|119
556DA28B;1;MSV;N/A;NRP;COM;POH|PEN|CPY|PYR;N/A;Grasset Ni-Cu-PGE deposit;MAIN;43|46
556DA28B;2;DIS;N/A;NRP;COM;POH|PYR|PEN|CPY;N/A;Grasset Ni-Cu-PGE deposit;MAIN;46
55A7313D;1;STK;SYM;NRP;COM;CPY|BOR|CHC|MOL|DIG|COV|TET|GAL|SPH|NAU;QTZ|MAG|PYR;Kingking;MAIN;78|80|81
55A7313D;2;VEN;SYM;NRP;COM;CPY|BOR|CHC|MOL|DIG|COV|TET|GAL|SPH|NAU;QTZ|MAG|PYR;Kingking;MAIN;76|80|81
55A7313D;3;DIS;SYM;NRP;COM;CPY|BOR|CHC|MOL|DIG|COV|TET|GAL|SPH|NAU;QTZ|MAG|PYR;Kingking;MAIN;80|81
55A7313D;4;N/A;N/A;NRP;N/A;NAU|MLC|CSC;QTZ|MAG;Kingking;MAIN;80|81
55D19442;1;STR;N/A;CNT;STG;QTZ;CAC|LIM|CLY;Preston Property;MAIN;40|45|50|51|53
55F725BF;1;DIS;N/A;NRP;COM;GRP;PYX|SCP|TIT|WOL;Asbury;MAIN;38|40|41
55F725BF;2;POD;N/A;NRP;COM;GRP;PYX|SCP|TIT|WOL;Asbury;MAIN;38|40|41
55F725BF;3;VEN;N/A;NRP;COM;GRP;PYX|SCP|TIT|WOL;Asbury;MAIN;38|40|41
55F725BF;4;BND;FLB;NRP;COM;GRP;N/A;Asbury;MAIN;40|41
56385312;1;POD;N/A;POD;COM;SCE|PYR|ASP|LOE|POH|CPY|WLF|SPH|NBM|BIS|MRC;PYX|ALB|MAG|AMPH|APA;Los Santos;MAIN;23|25|27
560E2333;1;DIS;N/A;NRP;STR;N/A;GYP|HAL|BRT;Salar de Rio Grande;MAIN;13|67|69|76|77
5651E69E;1;DIS;N/A;NRP;COM;LIT;BRT;Salar de Río Grande;MAIN;66|74|75|76
56599EE7;1;N/A;N/A;NRP;COM;USM;N/A;Rea Property;MAIN;52
568125EC;1;VEN;PSM;PLG;STR;PYR|MRC|TEN|ENG|LUZ|CPY|FAM|SPH|GAL|NAU|TELL|NSV|ELC|TET|BOR;QTZ|BAR|KAO|CLO|ANK|GYP;Chelopech;MAIN;62|63|65|67
568125EC;2;BXH;PSM;PLG;STR;PYR|MRC|TEN|ENG|LUZ|CPY|FAM|SPH|GAL|NAU|TELL|NSV|ELC|TET|BOR;QTZ|BAR|KAO|CLO|ANK|GYP;Chelopech;MAIN;62|63|65|67
568125EC;3;MSV;PSM;PLG;STR;PYR|MRC|TEN|ENG|LUZ|CPY|FAM|SPH|GAL|NAU|TELL|NSV|ELC|TET|BOR;QTZ|BAR|KAO|CLO|ANK|GYP;Chelopech;MAIN;62|63|65|66|67
568125EC;4;DIS;PSM;PLG;STR;PYR|MRC|TEN|ENG|LUZ|CPY|FAM|SPH|GAL|NAU|TELL|NSV|ELC|TET|BOR;QTZ|BAR|KAO|CLO|ANK|GYP;Chelopech;MAIN;62|63|65|66|67
568125EC;5;STK;PSM;PLG;STR;PYR|MRC|TEN|ENG|LUZ|CPY|FAM|SPH|GAL|NAU|TELL|NSV|ELC|TET|BOR;QTZ|BAR|KAO|CLO|ANK|GYP;Chelopech;MAIN;62|63|66|67
56BB3052;1;SHM;PSM;NRP;STR;CPY|BOR|SPH|GAL|TEN|ENG|CHC|COV|NAU|PYR;QTZ|ANH|APA|BAR;Beruang Kanan Main Zone;MAIN;28|30|31
56D18025;1;MSV;N/A;NRP;LIT;SPH|GAL|MRC|PYR|CPY;CAC|DLM|FLU|BAR|GYP;Gays River Deposit;MAIN;64
56D18025;2;DIS;N/A;NRP;LIT;SPH|GAL|MRC|PYR|CPY;CAC|DLM|FLU|BAR|GYP;Gays River Deposit;MAIN;64
56D18025;3;REP;PSM;NRP;LIT;N/A;N/A;Gays River Deposit;MAIN;65
56D18025;4;N/A;OBS;NRP;LIT;N/A;N/A;Gays River Deposit;MAIN;65
56D77F1B;1;VEN;SYM;POD;COM;SPO|AMB|LEP|COE|TPH;QTZ|KSP|ALB|MUS|GAR|BIO|BER|TUR|FSPU|APA;San Domingo;MAIN;38|39|40
56DFD031;1;BXH;N/A;NRP;STR;PYR|POH|SPH|CPY;CAC|QTZ;GC-12-01 VMS;MAIN;15
56DA9C1B;1;REP;N/A;SIN;COM;SCE|POH|CPY|SPH;PYX|GAR|QTZ;Cantung;MAIN;35|38|39|40
56DA9C1B;2;DIS;N/A;SIN;COM;SCE;N/A;Cantung;MAIN;39
56DA9C1B;3;MSV;N/A;SIN;COM;SCE|POH;N/A;Cantung;MAIN;39
56DA9C1B;4;STK;N/A;SIN;COM;SCE;QTZ;Cantung;MAIN;39
56E8007B;1;PLC;N/A;NRP;N/A;CRM|NAU|PGM|POH|PEN|CPY|PYR;PYX|ALB;Zandfontein TSF;MAIN;44|47
573B8BC0;1;MSV;N/A;NRP;COM;PYR|SPH|CPY|GAL|TET|ASP;QTZ|MUS|BAR;Marg;MAIN;30
573524EB;1;STK;UST;NRP;COM;CPY|PYR|MAG|MOL;QTZ|SER|CAC|ANH;Cortadera;MAIN;103|104|107|116
573524EB;2;DIS;UST;NRP;COM;CPY;N/A;Cortadera;MAIN;103|104|107|116
573524EB;3;N/A;N/A;NRP;STR;CHC|TNR;LIM|CLY;Cortadera;MAIN;108
578B523C;1;N/A;N/A;NRP;COM;N/A;HAL|GYP|ULE;Pastos Grandes;MAIN;32|34|36|40
57D9270A;1;STR;N/A;CNT;STG;SYLV|CARN;HAL|CLY|ANH;Muskowekwan Potash Project;MAIN;52|54|57|71
57D2AA73;1;DIS;N/A;NRP;COM;PYR|CPY|MOL|SPH;QTZ;Hannah;MAIN;31|36
57D2AA73;2;STK;N/A;NRP;COM;PYR|MOL|CPY;QTZ;Hannah;MAIN;31|36
57D2AA73;3;SHM;N/A;NRP;STR;PYR|CPY|MOL|NBM|NAU|ASP|GAL|SPH|TDY;QTZ|CAC;Hannah;MAIN;32|37
57D2AA73;4;VEN;N/A;NRP;STR;PYR|CPY|MOL|NBM|NAU|ASP|GAL|SPH|TDY;QTZ|CAC;Hannah;MAIN;32|37
57E4E282;1;DIS;N/A;NRP;LIT;PYR|POH|ROS;GRP;Huzyk Creek;MAIN;21|22|27|28
57F6A5CE;1;STR;N/A;CNT;STG;CARN|SYLV;ANH|CLY|HAL|FEO;Disley Project;MAIN;82|87|92
5811C9CC;1;N/A;N/A;CNT;COM;LITH;N/A;Tetra;MAIN;51|58|59|60|61
5850C947;1;MSV;N/A;SIN;COM;SPH|PYR|GAL|POH|MAG|CPY;N/A;Albere Zone;MAIN;30|32
5850C947;2;POD;N/A;SIN;COM;SPH|PYR|GAL|POH|MAG|CPY;N/A;Albere Zone;MAIN;30|32
5850C947;3;VEN;N/A;SIN;COM;SPH|PYR|GAL|POH|MAG|CPY;N/A;Albere Zone;MAIN;30|32
5848CB6D;1;MSV;N/A;CNT;COM;PYR|SPH|CPY|NAU|GAL|ACN|COV|TET|TEN|POH;QTZ|MAG;Lookout zone;MAIN;44|45|46|49|50|51
5848CB6D;2;REP;N/A;CNT;COM;PYR|SPH|CPY|NAU|GAL|ACN|COV|TET|TEN|POH;QTZ|MAG;Lookout zone;MAIN;44|45|46|49|50|51
5848CB6D;3;DIS;N/A;CNT;COM;PYR|SPH|CPY|NAU|GAL|ACN|COV|TET|TEN|POH;QTZ|MAG;Lookout zone;MAIN;44|45|46|49|50|51
5848CB6D;4;STK;N/A;CNT;COM;PYR|SPH|CPY|NAU|GAL|ACN|COV|TET|TEN|POH;QTZ|MAG;Lookout zone;MAIN;40|44|45|46|49|50|51
58930D33;1;MSV;FLB;NRP;STG;SPH|POH|CPY|PYR;QTZ;Pick Lake deposit;MAIN;71|72
58810EDD;1;DIS;N/A;NRP;COM;PYR|POH|CPY|MOL;QTZ|EPD|CLO|CAC;Lang Lake Prospect;MAIN;34|38|39
58810EDD;2;STK;N/A;NRP;COM;PYR|POH|CPY|MOL;QTZ|EPD|CLO|CAC;Lang Lake Prospect;MAIN;34|38|39
588F96C7;1;REP;PSM;NRP;COM;SPH|POH|ASP|CPY|GAL|PYR|MRC|BOR|HES|MAC|MOL;GAR|CAC|QTZ|DPS|EPD|CLO|VES|ORT|ZOI;Santander Pipe;MAIN;101|102
588F96C7;2;BXH;PSM;NRP;COM;SPH|POH|ASP|CPY|GAL|PYR|MRC|BOR|HES|MAC|MOL;GAR|CAC|QTZ|DPS|EPD|CLO|VES|ORT|ZOI;Santander Pipe;MAIN;101|102
588F96C7;3;MSV;PSM;NRP;COM;SPH|POH|ASP|CPY|GAL|PYR|MRC|BOR|HES|MAC|MOL;GAR|CAC|QTZ|DPS|EPD|CLO|VES|ORT|ZOI;Santander Pipe;MAIN;101|102
588F96C7;4;STK;N/A;NRP;COM;MOL|PYR;QTZ;Santander Pipe;MAIN;106
58998203;1;STK;N/A;NRP;STR;PYR|CPY|MLC|MOL;N/A;Fortuna Concessions Property;MAIN;48
58998203;2;DIS;N/A;NRP;LIT;N/A;N/A;Fortuna Concessions Property;MAIN;51
58998203;3;BXH;N/A;NRP;STR;N/A;N/A;Fortuna Concessions Property;MAIN;51
58998203;4;VEN;N/A;NRP;STR;N/A;N/A;Fortuna Concessions Property;MAIN;51
58998203;5;VEN;VUG;NRP;N/A;N/A;N/A;Fortuna Concessions Property;MAIN;55
58998203;6;VEN;COL;NRP;N/A;N/A;N/A;Fortuna Concessions Property;MAIN;55
58A906CD;1;N/A;N/A;SIN;STG;SYLV|CARN;HAL|CLY|ANH;Wynyard;MAIN;42|44|48|55|72
58A311FD;1;REP;N/A;NRP;COM;GAL|SPH|CPY|PYR;WOL|DPS|RDN|GAR;Taylor Deposit;MAIN;56|57|66
58A311FD;2;VEN;OBS;NRP;STR;PYR|GAL|SPH;QTZ;Taylor Deposit;MAIN;66
58A311FD;3;DIS;N/A;NRP;COM;GAL|SPH|CPY|PYR;GAR;Taylor Deposit;MAIN;66
58A311FD;4;POD;N/A;NRP;COM;GAL|SPH|CPY|PYR;GAR;Taylor Deposit;MAIN;66
58B2F720;1;N/A;N/A;NRP;COM;N/A;DLM|ANH|GYP|HAL;Rainbow Lake Property;MAIN;50|51
58E55270;1;DIS;NET;NRP;LIT;MIL|HEA|CPY;N/A;Gemini North;MAIN;74|76
58CF9AF6;1;REP;OBS;NRP;COM;SPH|GAL|PYR;DLM|CAC|QTZ;Cristal-Charlita;MAIN;40|41|42|43|48|52
58CF9AF6;2;DIS;N/A;NRP;COM;SPH|GAL|PYR;DLM|CAC|QTZ;Cristal-Charlita;MAIN;41|48|52
58CF9AF6;3;VEN;N/A;NRP;COM;SPH|GAL|PYR;DLM|CAC|QTZ;Cristal-Charlita;MAIN;48|52
58CF9AF6;4;N/A;BND;NRP;COM;N/A;N/A;Cristal-Charlita;MAIN;41|51
58CF9AF6;5;N/A;COL;NRP;COM;N/A;N/A;Cristal-Charlita;MAIN;54
5900E020;1;MSV;N/A;NRP;COM;SPH|GAL|MRC|PYR;QTZ|ANK|SID|DLM;Drazhnje;MAIN;45|48|49|50
5900E020;2;BXH;N/A;NRP;COM;SPH|GAL|MRC|PYR;N/A;Drazhnje;MAIN;49
5900E020;3;STK;N/A;NRP;COM;SPH|GAL|MRC|PYR;QTZ|ANK|SID|DLM;Drazhnje;MAIN;49|50
5900E020;4;REP;N/A;NRP;COM;SPH|GAL|MRC|PYR;N/A;Drazhnje;MAIN;49
590745BE;1;DIS;N/A;NRP;STG;N/A;ILL|SME|KAO|GYP|CAC;Zeus;MAIN;15|18|19
5903608D;1;MSV;BRE;NRP;STG;PYR|CPY|TET|TEN|ASP|BOR|CHC|CAL|PET|KRE|TELL;QTZ|SER|CAC;Bend;MAIN;42|46
5903608D;2;STK;N/A;NRP;STG;PYR|CPY|CAL|PET|KRE|TELL;CLO|QTZ;Bend;MAIN;39|46
5915A358;1;VEN;N/A;NRP;COM;MAG|PYR|CPY|POH|BOR|SPH;QTZ|APA;Cairn Hill;MAIN;57|58
593AC42B;1;LAT;N/A;CNT;COM;GOE|SRP|MNO|GARN|SPN;QTZ|KAO|SME|HEM|MAG|CLO|TAL|MGN|DLM|CAC;RNO nickel laterite deposits;MAIN;35|38|40|41|47
594883D8;1;DIS;N/A;NRP;COM;CPY|MOL|PYR|MAG;QTZ|ANH|GYP;Panantza;MAIN;62
594883D8;2;STK;N/A;NRP;COM;CPY|MOL|PYR|MAG;QTZ|ANH|GYP;Panantza;MAIN;62
594883D8;3;VEN;N/A;NRP;COM;CPY|MOL|PYR|MAG;QTZ|ANH|GYP;Panantza;MAIN;62
594883D8;4;DIS;N/A;NRP;N/A;MLC|CSC|CPR|CHC;LIM|MNO;Panantza;MAIN;62
594883D8;5;VEN;N/A;NRP;N/A;MLC|CSC;N/A;Panantza;MAIN;62
595C019C;1;DIS;N/A;NRP;STG;HAL|GLB;GYP|CAC;Sevier Playa;MAIN;70|72|76|79
5957517C;1;LAT;N/A;NRP;COM;SER|CLO|GOE|SME;QTZ|CHD|SPN;Vermelho;MAIN;30|31|33
59846E27;1;DIS;N/A;CNT;STG;SPH|GAL|CPY|PYR|ASP|TET|TEN|COV|STN|BIS|MRC|POH|ELC;CLO|TAL|MICU|QTZ|CAC|MAG|BAR;Tailings Dams;MAIN;60|61|62
5983246C;1;N/A;GRB;CNT;COM;HEM|MAG;QTZ|SID|TAL|ANK|DLM|CAC|PYR|GRL|STL|CLO;Elizabeth Taconite;MAIN;22|26|27|28|29|30
5991478A;1;SHV;N/A;NRP;STR;SPO|TPH;QTZ|KSP|ALB|MUS|LEP|TUR|BER|APA|FEO|ILM;James Bay Pegmatites;MAIN;88|89|91|92
5991478A;2;N/A;FLB;NRP;STR;SPO;N/A;James Bay Pegmatites;MAIN;91
5995CF9F;1;DIS;N/A;NRP;COM;CPY|PYR|PEN|POH;N/A;Waterberg Project;MAIN;67|68
5995CF9F;2;N/A;NET;NRP;COM;CPY|PYR|PEN|POH;N/A;Waterberg Project;MAIN;67|68
5996D23B;1;VEN;N/A;NRP;COM;COF;CAC|DLM|MGN|SID|CHD|SER|ILL|CLO|TUR;Whitford Lake;MAIN;22|24
5996D23B;2;BXH;N/A;NRP;COM;COF;CAC|DLM|MGN|SID|CHD|SER|ILL|CLO|TUR;Whitford Lake;MAIN;22|24
5996D23B;3;DIS;N/A;NRP;COM;COF;CAC|DLM|MGN|SID|CHD|SER|ILL|CLO|TUR;Whitford Lake;MAIN;22|24
59AD85CE;1;STR;N/A;CNT;STG;MAG|HEM;QTZ|ANK|SID|TAL|CLO|GRL|STL|KUT;Minorca;MAIN;46|49|58|59|61
59AD85CE;2;REP;N/A;NRP;STR;MAG|HEM;QTZ|ANK|SID|TAL|CLO|GRL|STL|KUT;Minorca;MAIN;49|61
59CA082B;1;MSV;PSM;POD;COM;SPH|CPY|GAL|PYR|ASP|BOR|TEN|CHC|GRM|BTT|MOL;DLM|QTZ|CAC;Kipushi;MAIN;58|66|67|68|69|70|73|74|76|79|80
59CA082B;2;REP;PSM;POD;COM;SPH|CPY|GAL|PYR|ASP|BOR|TEN|CHC|GRM|BTT|MOL;DLM|QTZ|CAC;Kipushi;MAIN;58|67|68|69|73|74|76|79|80
59CA082B;3;VEN;FLB;POD;COM;CPY|BOR|MOL;QTZ|CAC|DLM;Kipushi;MAIN;58|66|68|74
59CA082B;4;DIS;FLB;POD;COM;CPY|BOR;N/A;Kipushi;MAIN;58|66|74
59CA082B;5;BXH;N/A;POD;COM;N/A;N/A;Kipushi;MAIN;58|79
59CA082B;6;STK;N/A;POD;COM;N/A;N/A;Kipushi;MAIN;58|79
59D8ACD9;1;BXH;N/A;NRP;COM;MON|BST|PER;PYX|ALB|MAG|OLV|AMPH|KSP|NEP|BIO|APA|CAC|ZEO;Target IV;MAIN;44|47
59D8ACD9;2;LAT;N/A;NRP;COM;N/A;N/A;Target IV;MAIN;47|48|49
59DC6460;1;DIS;N/A;NRP;STG;SPH|PYR|POH|CPY|GAL|SPN;QTZ|FSPU|BIO|AMPH|GAR|ASI|GRP|MUS|MAG;Mattagami River Zinc Project;MAIN;22
59DC6460;2;MSV;N/A;NRP;STG;SPH|PYR|POH|CPY|GAL|SPN;QTZ|FSPU|BIO|AMPH|GAR|ASI|GRP|MUS|MAG;Mattagami River Zinc Project;MAIN;22
5A077173;1;DIS;NET;NRP;CTN;POH|PEN|CPY|PYR|CUB|VIO;OLV|PYX|ALB;Current Lake Deposit;MAIN;34|35|39|40
5A077173;2;NET;N/A;NRP;CTN;N/A;N/A;Current Lake Deposit;MAIN;35
5A077173;3;MSV;N/A;NRP;CTN;N/A;N/A;Current Lake Deposit;MAIN;35
5A0A6BC2;1;MSV;BND;NRP;STG;PYR|SPH|CPY|GAL|TET|BOR;ANH|GYP|BAR;Blue Moon;MAIN;20|27|28|29
5A0A6BC2;2;MSV;N/A;NRP;STG;PYR|SPH|CPY|GAL|TET|BOR;ANH|GYP|BAR;Blue Moon;MAIN;20|27|28|29
5A19F28F;1;LAT;COL;NRP;N/A;MNO;GOE|QTZ;Manganese Clast Deposits;MAIN;21|22|24
5A10189C;1;VEN;N/A;SIN;STR;CPY|BOR;SER|CLO|MICU|PYR;Alwin;MAIN;48|49|51
5A10189C;2;DIS;N/A;SIN;STR;CPY|BOR;SER|CLO|MICU|PYR;Alwin;MAIN;49|51
5A23F144;1;VEN;OBS;NRP;COM;CPY|BOR|GAL|SPH|CHC|AZU|MLC|CPR;QTZ|FSPU|PYR|CLY;Dikulushi;MAIN;50|52
5A23F144;2;MSV;OBS;NRP;COM;CPY|BOR|GAL|SPH|CHC|AZU|MLC|CPR;QTZ|FSPU|PYR|CLY;Dikulushi;MAIN;50|52
5A23F144;3;DIS;OBS;NRP;COM;CPY|BOR|GAL|SPH|CHC|AZU|MLC|CPR;QTZ|FSPU|PYR|CLY;Dikulushi;MAIN;50|52
5A23F144;4;STK;OBS;NRP;COM;CPY|BOR|GAL|SPH|CHC|AZU|MLC|CPR;QTZ|FSPU|PYR|CLY;Dikulushi;MAIN;50|52
5A23F144;5;BXH;BRE;NRP;COM;CPY|BOR|GAL|SPH|CHC|AZU|MLC|CPR;QTZ|FSPU|PYR|CLY;Dikulushi;MAIN;52
5A2F9D8E;1;MSV;N/A;NRP;COM;POH|CPY|PEN|PYR|MAG|VIO|PGM;N/A;Trill mineralized lens;MAIN;70
5A2F9D8E;2;VEN;N/A;NRP;COM;POH|CPY|PEN|PYR|MAG|VIO|PGM;N/A;Trill mineralized lens;MAIN;70
5A2F9D8E;3;DIS;N/A;NRP;COM;POH|CPY|PEN|PYR|MAG|VIO|PGM;N/A;Trill mineralized lens;MAIN;70
5A311C3B;1;VEN;N/A;NRP;COM;URN;N/A;Hurricane zone;MAIN;39|41
5A311C3B;2;DIS;N/A;NRP;COM;URN;N/A;Hurricane zone;MAIN;39|41
5A311C3B;3;N/A;N/A;NRP;COM;URN;N/A;Hurricane zone;MAIN;39|41
5A35443A;1;STK;N/A;NRP;STR;MOL|PYR|CPY|SCE;QTZ|MAG|BIO;CuMo;MAIN;55|57|58|59
5A35443A;2;VEN;N/A;NRP;STR;MOL|PYR|CPY|SCE;QTZ|MAG|BIO;CuMo;MAIN;55|57
5A35443A;3;DIS;N/A;NRP;STR;MOL;N/A;CuMo;MAIN;55|58
5A631FEE;1;N/A;N/A;CNT;STG;SYLV|CARN;HAL|CLY;Vanscoy;MAIN;15|17|18|19
5A74CF83;1;N/A;N/A;CNT;STG;SYLV|CARN;HAL|CLY;Allan;MAIN;16|18|19|20
5AA99061;1;DIS;N/A;NRP;CTN;PYR|CPY|CHC|MOL|GOE|JAR|MNO|COV;QTZ|SER|CLO|EPD|CAC|BIO|MAG|KSP;Ricardo Herrera;MAIN;32|34
5AA99061;2;VEN;N/A;NRP;CTN;PYR|CPY|CHC|MOL|GOE|JAR|MNO|COV;QTZ|SER|CLO|EPD|CAC|BIO|MAG|KSP;Ricardo Herrera;MAIN;32|34
5A93A27D;1;BXH;N/A;NRP;COM;CHC|BOR|CPY|NAU|NSV;EPD|CLO|CAC|QTZ|PMP|HEM|KSP|ZEO;543S;MAIN;41|42|49|52|56|61
5A93A27D;2;DIS;N/A;NRP;COM;CHC|BOR|CPY|NAU|NSV;EPD|CLO|CAC|QTZ|PMP|HEM|KSP|ZEO;543S;MAIN;41|42|49|52|56|58|61
5A93A27D;3;VEN;N/A;NRP;COM;CHC|BOR|CPY|NAU|NSV;EPD|CLO|CAC|QTZ|PMP|HEM|KSP|ZEO;543S;MAIN;41|42|49|52|58|61
5A93A27D;4;STK;N/A;NRP;COM;CHC|BOR|CPY|NAU|NSV;EPD|CLO|CAC|QTZ|PMP|HEM|KSP|ZEO;543S;MAIN;41|42|49|52|58|61
5AE95B60;1;STR;N/A;CNT;STG;COLE|ULE|HBO|HOW|JRD|BRX;CEE;Piskanja;MAIN;34|38|39|40|42
5AF15FB5;1;VEN;N/A;NRP;STR;SPO|LEP|BER;N/A;Rose;MAIN;66|69
5B2E3F7B;1;N/A;N/A;CNT;COM;SME;ILL|CAC|KAO|CLO|ZEO;Clayton Valley;MAIN;35|37|39|41
5B2D74BC;1;DIS;N/A;NRP;STG;CBT|CPY|PYR|POH|ASP|LINN|LOE|SKU|ENG|MRC|MAG|MON|EPD;TUR|ANK|SID|QTZ|BAR|MUS|BIO|CLO|GAR;Ram;MAIN;64|67|69|70|72
5B2D74BC;2;MSV;N/A;NRP;STG;CBT|CPY|PYR|POH|ASP|LINN|LOE|SKU|ENG|MRC|MAG|MON|EPD;TUR|ANK|SID|QTZ|BAR|MUS|BIO|CLO|GAR;Ram;MAIN;69|70|72
5B5604F8;1;N/A;N/A;NRP;COM;N/A;CAC|QTZ;Lisbon Valley;MAIN;26
5B3D2A7C;1;REP;BRE;NRP;COM;MAG|PYR|CPY|POH|SPH|MOL|ASP|NAU|CBT|CUB;QTZ|APA|CAC|EPD|CLO|SER;Alacran;MAIN;60|68|69|70|74
5B3D2A7C;2;BXH;BRE;NRP;COM;MAG|PYR|CPY|POH|SPH|MOL|ASP|NAU|CBT|CUB;QTZ|APA|CAC|EPD|CLO|SER;Alacran;MAIN;60|68|69|70|74
5B3D2A7C;3;VEN;BRE;POD;COM;MAG|PYR|CPY|POH|SPH|MOL|ASP|NAU|CBT|CUB;QTZ|APA|CAC|EPD|CLO|SER;Alacran;MAIN;60|68|69|70|74|112
5B3D2A7C;4;DIS;BRE;NRP;COM;MAG|PYR|CPY|POH|SPH|MOL|ASP|NAU|CBT|CUB;QTZ|APA|CAC|EPD|CLO|SER;Alacran;MAIN;60|68|69|70|74
5B3D2A7C;5;MSV;BRE;NRP;COM;MAG|PYR|CPY|POH|SPH|MOL|ASP|NAU|CBT|CUB;QTZ|APA|CAC|EPD|CLO|SER;Alacran;MAIN;60|68|69|70|74
5B58F653;1;STK;N/A;NRP;COM;CPY;QTZ|MAG|ACT|GAR;Cajon Grande;MAIN;69|85
5B58F653;2;SHV;N/A;NRP;COM;CPY;QTZ|MAG|ACT|GAR;Cajon Grande;MAIN;69
5B58F653;3;REP;N/A;NRP;COM;CPY;GAR|ACT|MAG;Cajon Grande;MAIN;69|85
5B58F653;4;VEN;N/A;NRP;COM;GAL|SPH|CPY|SSLT|ASP;SID|BAR|QTZ;Cajon Grande;MAIN;70|85
5B58F653;5;BXH;N/A;NRP;COM;CPY;MAG|ACT;Cajon Grande;MAIN;69|70|85
5BA8D17A;1;DIS;N/A;NRP;STR;CPY|BOR|MLC|AZU|TET|CHC|PYR|NAU;QTZ|RHO|ORT|CAC;Lynx Target Area;MAIN;35|37|38
5BA8D17A;2;VEN;N/A;NRP;STR;CPY|BOR|TET|CHC|MLC|AZU|PYR|NAU;QTZ;Lynx Target Area;MAIN;35|37|38
5BA8D17A;3;BXH;N/A;NRP;STR;PYR|NAU;QTZ|CAC;Lynx Target Area;MAIN;35|38
5BD26E9B;1;DIS;N/A;SIN;COM;N/A;HAL|GYP|BRT|CLY|QTZ;Hombre Muerto Project;MAIN;37
5BB2F1FA;1;MSV;N/A;NRP;COM;PYR|CPY|SPH|POH|GAL|BOR|COV|CHC;BAR|QTZ;Cerro Lindo;MAIN;51|56|60|61|62
5BB2F1FA;2;STK;N/A;NRP;COM;PYR|CPY|SPH|POH|GAL|BOR|COV|CHC;BAR|QTZ;Cerro Lindo;MAIN;51|56|61|62
5BB2F1FA;3;DIS;N/A;NRP;COM;PYR;N/A;Cerro Lindo;MAIN;51|56|62
5BB2F1FA;4;VEN;N/A;NRP;COM;PYR|POH|CPY;N/A;Cerro Lindo;MAIN;51|60|62
5BCA0AF1;1;REP;N/A;NRP;COM;CPY|PYR|POH|SPH|MOL|ASP|ELC|NAU|CBT|CUB|PEN|ISS;MAG|QTZ|APA|CLO|CAC|EPD|SER|ILL|ACT|ROS;Alacran;MAIN;87|95|96|97|101|115
5BCA0AF1;2;BXH;N/A;NRP;COM;CPY|PYR|POH|SPH|MOL|ASP|ELC|NAU|CBT|CUB|PEN|ISS;MAG|QTZ|APA|CLO|CAC|EPD|SER|ILL|ACT|ROS;Alacran;MAIN;87|95|96|97|101|115
5BCA0AF1;3;VEN;N/A;NRP;COM;CPY|PYR|POH|SPH|MOL|ASP|ELC|NAU|CBT|CUB|PEN|ISS;MAG|QTZ|APA|CLO|CAC|EPD|SER|ILL|ACT|ROS;Alacran;MAIN;87|95|96|97|101|115
5BCA0AF1;4;DIS;N/A;NRP;COM;CPY|PYR|POH|SPH|MOL|ASP|ELC|NAU|CBT|CUB|PEN|ISS;MAG|QTZ|APA|CLO|CAC|EPD|SER|ILL|ACT|ROS;Alacran;MAIN;87|95|96|97|101|115
5BCA0AF1;5;MSV;N/A;NRP;COM;CPY|PYR|POH|SPH|MOL|ASP|ELC|NAU|CBT|CUB|PEN|ISS;MAG|QTZ|APA|CLO|CAC|EPD|SER|ILL|ACT|ROS;Alacran;MAIN;87|95|96|97|101|115
