pdf_hash;vein_id;vein_type;target_name;target_role;evidence_pages
51EBC0FB;1;AUR;Luanga;MAIN;93
520B92DC;1;SUV;Levack Mine;MAIN;52|55|78
5245F6DD;1;QSF;Cotabambas;MAIN;39|41
52545397;1;QSF;Northwest and Southeast Zones;MAIN;42|47
52545397;2;QCC;Northwest and Southeast Zones;MAIN;51
52841E2B;2;QSF;Haib;MAIN;42
52C4F563;1;QSF;Casino;MAIN;62|63|64
53320848;1;QCC;Rosa Maria;MAIN;32
53305A3C;1;QCC;Monster Property;MAIN;36|37|40|41
53305A3C;2;QSF;Monster Property;MAIN;36|39
53386372;1;AUR;Dean;MAIN;44
539F228F;1;QCC;Central Project;MAIN;58|64
539F228F;2;EXT;Central Project;MAIN;58|63|64
5390CB82;1;QCC;Ralleau Property;MAIN;28
53F2909B;1;QSF;Kemess North;MAIN;64
5461CBE6;1;AUR;Beruang Kanan Main Zone;MAIN;69
5461CBE6;2;SBV;Beruang Kanan Main Zone;MAIN;69
549B7F9B;1;QSF;York Harbour;MAIN;39|41
54D06D56;1;BOV;Piskanja;MAIN;29
54DF8DA9;1;SUV;Tamarack North Project;MAIN;78|88
54F1EC6C;1;QCC;Harper Creek;MAIN;78|111
55202EC2;1;QSF;Toral;MAIN;34|36
552B1677;1;QSF;Chita Porphyry;MAIN;53|82
552B1677;2;AUR;Chita Porphyry;MAIN;82
55A7313D;1;QSF;Kingking;MAIN;78|81
568125EC;1;QSF;Chelopech;MAIN;65|66
56BB3052;1;QSF;Beruang Kanan Main Zone;MAIN;31
56DA9C1B;1;AUR;Cantung;MAIN;34|39
573524EB;1;QSF;Cortadera;MAIN;104|107
57D2AA73;1;QSF;Hannah;MAIN;31|32
57D2AA73;2;QCC;Hannah;MAIN;32|37
57D2AA73;3;SHV;Hannah;MAIN;44|45
5848CB6D;1;QSF;Lookout zone;MAIN;41|50
58810EDD;1;QSF;Lang Lake Prospect;MAIN;38
588F96C7;1;QSF;Santander Pipe;MAIN;101
58998203;1;QSF;Fortuna Concessions Property;MAIN;48|51
58A311FD;1;QSF;Taylor Deposit;MAIN;66
58CF9AF6;1;QSF;Cristal-Charlita;MAIN;48
5900E020;1;QCC;Drazhnje;MAIN;50
5903608D;1;TLD;Bend;MAIN;52
5903608D;2;QCC;Bend;MAIN;52
5915A358;1;QSF;Cairn Hill;MAIN;58
594883D8;1;QSF;Panantza;MAIN;62
59AD85CE;1;QCC;Minorca;MAIN;57
59CA082B;1;QCC;Kipushi;MAIN;74
5A19F28F;1;MNV;Manganese Clast Deposits;MAIN;22
5A10189C;1;QSF;Alwin;MAIN;50
5A23F144;1;CAV;Dikulushi;MAIN;50
5A35443A;1;QSF;CuMo;MAIN;57
5A35443A;2;SKV;CuMo;MAIN;60
5AA99061;3;QSF;Ricardo Herrera;MAIN;27|30|61
5AE95B60;1;BOV;Piskanja;MAIN;34|37|40
5B2D74BC;1;QSF;Ram;MAIN;64|67|68
5B3D2A7C;1;QSF;Alacran;MAIN;70
5B3D2A7C;2;CAV;Alacran;MAIN;70
5B58F653;1;QSF;Cajon Grande;MAIN;69|70|85
5BA8D17A;1;QSF;Lynx Target Area;MAIN;38
5BA8D17A;2;QCC;Lynx Target Area;MAIN;37
5BB2F1FA;1;QSF;Cerro Lindo;MAIN;60
5BCA0AF1;1;PMV;Alacran;MAIN;97
5BCA0AF1;2;CAV;Alacran;MAIN;97
5BE399BE;1;QSF;Berta;MAIN;76|78|90
5C1A2B5D;1;QSF;Central Zone;MAIN;96
5C1A2B5D;2;QCC;Central Zone;MAIN;96
5C22FD3F;1;QSF;Copper Mountain;MAIN;52
5C22FD3F;2;QCC;Copper Mountain;MAIN;52
5C2FD0D9;2;MNV;Songwe Hill;MAIN;88|89
5C2FD0D9;4;CAV;Songwe Hill;MAIN;88
5C3AE63A;1;SUV;Nowa Sól;MAIN;95|99
5CB02049;1;QSF;Los Azules;MAIN;115|117|122
5D536714;1;AUR;Oropesa;MAIN;39
5D704D63;1;QSF;Kemess North;MAIN;28
5D704D63;2;SBV;Kemess North;MAIN;26|28
5D704D63;3;CAV;Kemess North;MAIN;27|28
5D704D63;4;MGV;Kemess North;MAIN;26|28
5DAA7A99;1;QSF;Kharmagtai;MAIN;36|40
5DAA7A99;2;SUV;Kharmagtai;MAIN;36|40
5DAA7A99;3;PMV;Kharmagtai;MAIN;41|44
5DDA4E86;1;QFV;Moss Lake deposit;MAIN;48
5DE3FC39;1;QSF;Kiseljak;MAIN;38|40
5DE3FC39;2;QCC;Kiseljak;MAIN;39|40
5E774B73;1;QSF;Kharmagtai;MAIN;46|47|54
5E774B73;2;SUV;Kharmagtai;MAIN;47|54
5E774B73;3;PMV;Kharmagtai;MAIN;49
5E7A54F5;1;QSF;Stockwork Hill;MAIN;109|117
5E7A54F5;2;QCC;Stockwork Hill;MAIN;113
5E7DC840;1;QCC;Kamoa;MAIN;101|120
5EAD903D;1;QSF;Mount Turner;MAIN;37|39
5EAEA8CA;2;QSF;Mitchell;MAIN;53
5EAEA8CA;3;SUV;Mitchell;MAIN;53
5EAEA8CA;4;QCC;Mitchell;MAIN;53
5EAEA8CA;5;CAV;Mitchell;MAIN;53
5EDC71C5;1;QCC;Kamoa-Kakula;MAIN;134|139|158
5EF3E966;2;CAV;Songwe Hill;MAIN;101
5EF3E966;3;MNV;Songwe Hill;MAIN;101
5F4BD4AA;1;QSF;Main Zone porphyry;MAIN;38
5F63B9C3;1;QCC;Noranda trend;MAIN;35
5F63B9C3;2;AUR;Noranda trend;MAIN;35
5F7EFC07;1;EXT;Elk Creek Carbonatite;MAIN;63
5F7EFC07;2;SHV;Elk Creek Carbonatite;MAIN;63
5F7EFC07;3;MGV;Elk Creek Carbonatite;MAIN;68
5FB13E93;1;SUV;M2 Deposit;MAIN;32
5FEAE59B;1;SUV;Frontier;MAIN;44
5FFF0FB6;1;AUR;Beruang Kanan Main Zone;MAIN;40
5FFF0FB6;2;SBV;Beruang Kanan Main Zone;MAIN;40
60B0A237;1;AUR;Driftwood Creek magnesite deposit;MAIN;27|28
60B3561E;1;AUR;Encanto Zone;MAIN;62|68
60B1F38F;1;QCC;Gunnison;MAIN;65|66
60CD33FA;1;CAV;Wicheeda Carbonatite;MAIN;37
60D8EE5D;1;CAV;Wicheeda Carbonatite;MAIN;62
60F134C7;1;QSF;Redonda;MAIN;39
61205525;1;QSF;Point Leamington deposit;MAIN;37|38
61205525;2;QCC;Point Leamington deposit;MAIN;38
616809BD;1;QSF;Golpu;MAIN;88|96
618E5023;1;MGV;La Granja;MAIN;45
618E5023;3;QSF;La Granja;MAIN;47
618E5023;4;ALS;La Granja;MAIN;48
61C4BDD1;1;AUR;Blue Jack;MAIN;8
62409C35;1;AUR;Holt Property;MAIN;41
62476046;1;QSF;Sinchao;MAIN;36
62497404;1;QSF;Sangdong;MAIN;49|53|54
62802DEE;1;AUR;Duddridge Lake;MAIN;25
627BB023;1;SUV;Hawk Ridge Deposits;MAIN;62|75
6292767F;1;ALS;AntaKori;MAIN;85|91
6292767F;2;QSF;AntaKori;MAIN;86|94
62B9A6A1;1;QSF;Nepisiguit A;MAIN;42
630833B8;1;ALS;Papomono;MAIN;94
630833B8;2;SUV;Papomono;MAIN;93|96|98
635F4B04;1;QCC;Hook Bay;MAIN;32|34
635F4B04;2;SKV;Hook Bay;MAIN;32
635F4B04;4;QSF;Hook Bay;MAIN;34
635F4B04;5;SHV;Hook Bay;MAIN;34
6372BEDE;1;SUV;Ntaka Hill;MAIN;64
646FC9B3;1;SUV;Maturi;MAIN;105
64A8E5A6;1;QSF;Josemaría;MAIN;99
64D25266;1;MGV;Chilling Project;MAIN;22
64E55CFA;1;QSF;Song Toh and Boh Yai;MAIN;68
64E55CFA;2;CAV;Song Toh and Boh Yai;MAIN;71
64ECA01A;1;QSF;La Verde;MAIN;47|49|53
64ECA01A;2;SHV;La Verde;MAIN;49|53
64ECA01A;3;QTU;La Verde;MAIN;51
64ECA01A;4;QCC;La Verde;MAIN;53
64F302FD;1;QCC;Cobalt Zone - McAra Project;MAIN;98|100
6547CF29;1;AUR;El Chato;MAIN;24|26
65347EFC;1;AUR;Ram;MAIN;60
658FE38B;1;QCC;Nash Creek Deposit;MAIN;39
656257D7;1;QSF;Kabba;MAIN;35|41|42|43|45
6595B2B6;1;SUV;Kaukua;MAIN;35
6595B2B6;2;QSF;Kaukua;MAIN;38
659A4EA7;1;QSF;Pasto Bueno;MAIN;37|38|39
65D52BE5;1;MNV;Los Pumas;MAIN;24
65E9EE1E;1;QCC;Topley Property;MAIN;28
65E35C17;1;MNV;241NC zone;MAIN;22|34
65E35C17;2;AUR;241NC zone;MAIN;23|24
66051765;1;CAV;Wicheeda Carbonatite;MAIN;59
661C48C8;1;QSF;Santa Cruz Deposit;MAIN;58
66322829;1;QSF;Nithi Mountain;MAIN;21|22
6775C27B;1;QSF;Čukaru Peki;MAIN;38
677A09E4;1;QSF;Central Zone;MAIN;139
677A09E4;2;QCC;Central Zone;MAIN;138|139|141
67BCDE90;1;QSF;Kaukua;MAIN;39
68058B9F;1;QCC;AGS Vein;MAIN;41
68058B9F;2;MUL;AGS Vein;MAIN;41
683A1FD9;1;QCC;Wolf;MAIN;31
68404F20;1;QSF;Back Forty Deposit;MAIN;94|106
6854627B;1;QSF;Oropesa;MAIN;55|63
6854627B;2;QCC;Oropesa;MAIN;60|63
6854627B;3;AUR;Oropesa;MAIN;44|63
688D99A1;1;QCC;Main Trenched Area;MAIN;21
688D99A1;2;QSF;Main Trenched Area;MAIN;29
6916662A;1;CAV;Bégin-Lamarche Phosphate Deposit;MAIN;78
691AB887;1;MUL;Adi Rassi;MAIN;32
69F2C1A5;1;QSF;Broken Hammer;MAIN;70
69F336B7;1;QSF;Taylor Deposit;MAIN;65
6A1921F6;1;MGV;Yath Project;MAIN;30
6A1921F6;2;QCC;Yath Project;MAIN;30|31
6A1921F6;3;CAV;Yath Project;MAIN;31
6A1921F6;4;EXT;Yath Project;MAIN;31
6A239756;2;QFV;Adriana Hill;MAIN;26
6A239756;3;QSF;Adriana Hill;MAIN;27
6A6CE8BA;1;QSF;American Eagle/Keel;MAIN;37
6A6CE6A5;1;QSF;Red Dog Zone;MAIN;26
6A854654;1;QSF;Jasperoide;MAIN;98
6A854654;2;QAD;Jasperoide;MAIN;91
6A854654;3;ALS;Jasperoide;MAIN;91
6A854654;4;CAV;Jasperoide;MAIN;91
6AC563EB;1;QSF;Bald Hill;MAIN;39|60
6B04057C;1;QSF;Broken Hammer Zone;MAIN;22
6B2796C0;1;SUV;Alexo-Dundonald Project;MAIN;56|57|62|64
6B4A3D20;1;QCC;Nickel Project;MAIN;28
6BC22AC7;1;QSF;Kopsa;MAIN;43
6BDC02DB;1;SKV;Bolívar;MAIN;38
6C479DE7;1;EXT;Elk Creek Carbonatite;MAIN;77|78
6C479DE7;2;SHV;Elk Creek Carbonatite;MAIN;77|78
6C8EF2FC;1;QSF;Main Zone;MAIN;51|56
6C8EF2FC;2;QCC;Main Zone;MAIN;51|56
6C958093;1;CAV;Bornite;MAIN;69
6CCAC3D6;1;SBV;REE Zone;MAIN;41|45
6CDA2B5F;1;QSF;Alpala;MAIN;84|88|89
6CEE450B;1;AUR;Abitibi Properties;MAIN;20
6D3768EC;1;CAV;Bégin-Lamarche;MAIN;80|83
6D5F4FE4;1;QSF;Jogran Porphyry;MAIN;67
6D60AD77;1;QSF;Middle Lake;MAIN;32
6DACF892;1;QCC;Valk Property;MAIN;34|40|50
6D9305F0;1;MGV;Dieter Lake;MAIN;17
6D9305F0;2;CAV;Dieter Lake;MAIN;18
6DB69E64;1;QSF;Eaglehead;MAIN;55|61|76
6DF35E04;1;QSF;ABM;MAIN;62|71
6DF35E04;2;QCC;ABM;MAIN;62
6E06C0C2;1;QCC;Coppercorp Mine;MAIN;43|45
6E06C0C2;2;QSF;Coppercorp Mine;MAIN;43|45
6E06C0C2;3;MUL;Coppercorp Mine;MAIN;49
6F0D104E;1;QSF;Hobbes Zone;MAIN;20|22
6F0D104E;2;QFV;Hobbes Zone;MAIN;22
6F56E2D6;1;QSF;CuMo;MAIN;57
6F9E8B78;1;QCC;Galaxy deposit;MAIN;19
6F9E8B78;2;QFV;Galaxy deposit;MAIN;21
7010C112;1;QCC;West Gore Deposit;MAIN;15
706D7B7B;1;MGV;Key Lake South;MAIN;26
708C65C4;1;PMV;Constancia;MAIN;83
70AAEFFF;1;QSF;Poplar Deposit;MAIN;39
7110A45C;1;QSF;Davidson deposit;MAIN;70|71
7110A45C;2;QCC;Davidson deposit;MAIN;71|72
7110A45C;3;CAV;Davidson deposit;MAIN;71|72
71663D15;1;QSF;Sunnyside Porphyry;MAIN;33
717A8CD2;1;MGV;Puddy-Chrome;MAIN;49
71C8B766;1;SUV;Tell Gossan Corridor;MAIN;16
71D9BEA3;1;QCC;Hibbing Taconite Deposit;MAIN;52|55
71DF8369;1;QCC;Kansanshi;MAIN;56
71FD9257;1;QTU;Mt Cattlin;MAIN;115
72782BB0;1;QSF;Lorna Stock;MAIN;33|34
72C11ED5;1;SUV;Samapleu and Grata;MAIN;77|78
72F81930;1;QSF;Huckleberry;MAIN;40
7330FD25;1;SUV;Serpentine Deposit;MAIN;52
7336FA0A;1;QSF;Davidson deposit;MAIN;40|41
7336FA0A;2;QCC;Davidson deposit;MAIN;40|41
735B5019;1;CAV;Grid Nickel Project;MAIN;24
735B5019;2;EXT;Grid Nickel Project;MAIN;24
735B5019;3;AUR;Grid Nickel Project;MAIN;28
73645790;1;CAV;Skarn Zone;MAIN;14|45|46
73645790;2;QSF;Skarn Zone;MAIN;47
73B08540;1;QCC;Porcupine Property;MAIN;15
73B08540;2;SBV;Porcupine Property;MAIN;16
73B08540;3;AUR;Porcupine Property;MAIN;15|16
73EB463E;1;PMV;Kharmagtai;MAIN;12
74B3AAF0;1;QSF;Yerington Deposit;MAIN;99|100
74B3AAF0;2;QCC;Yerington Deposit;MAIN;102
75188515;1;CAV;Kitumba;MAIN;58
75188515;2;MGV;Kitumba;MAIN;59|62
75188515;3;QSF;Kitumba;MAIN;69
75188515;4;SUV;Kitumba;MAIN;69
75314B31;1;QSF;Poplar Deposit;MAIN;40
75336171;1;QSF;Mabilo;MAIN;33
75336171;2;QFV;Mabilo;MAIN;32
753CA283;1;QSF;Yerington Copper Deposit;MAIN;94
75520CA6;2;QSF;Chirsposo Zone;MAIN;84
75A0E7AE;1;QCC;Elsiar Porphyry System;MAIN;18
75A0E7AE;2;QSF;Elsiar Porphyry System;MAIN;19|20
75A0E7AE;3;MUL;Elsiar Porphyry System;MAIN;20
75D9726B;1;QCC;Kamoa;MAIN;154|173
75E37186;1;QCC;Neil;MAIN;38|40
75DE50E1;1;QSF;Donje Nevlje;MAIN;16|18
75DE50E1;2;CAV;Donje Nevlje;MAIN;16
75DE50E1;3;SKV;Donje Nevlje;MAIN;18
7606CB22;1;QSF;Moland deposit;MAIN;31
7701D950;1;QSF;East Kemptville;MAIN;68|69
77A56F69;1;QCC;Ayawilca;MAIN;74
77A56F69;2;QSF;Ayawilca;MAIN;74
77F6F0D5;1;QSF;Plymouth deposit;MAIN;76
77F6F0D5;2;QCC;Plymouth deposit;MAIN;76
78108767;1;SHV;Ballard Lake Shear Zone;MAIN;42
78108767;2;QSF;Ballard Lake Shear Zone;MAIN;36|42|43
78590450;1;QSF;Cominco Zone;MAIN;64
785978AD;1;QSF;Alpala;MAIN;88|89|90|97
789CAA28;1;CAV;Grid Nickel Project;MAIN;24
789CAA28;2;EXT;Grid Nickel Project;MAIN;24
789CAA28;3;AUR;Grid Nickel Project;MAIN;28
7953C0A1;1;QCC;Sting Property VMS;MAIN;45
79F8225E;1;AUR;Florália BIFs;MAIN;20
79FB664C;1;AUR;BamaStar Graphite Deposit;MAIN;73
7A4C07BC;1;QSF;Aranzazu;MAIN;59|63
7B6633A6;1;QSF;Constancia;MAIN;106|107
7B6633A6;2;SBV;Constancia;MAIN;107
7B801024;1;QCC;ABM Deposit;MAIN;88
7B8CA394;1;QSF;Blue Cariboo Copper Zone;MAIN;35
7BAAABF0;1;QSF;Southern Spectrum Zone;MAIN;28|32
7BDFADC8;1;QSF;Aripuanã;MAIN;58|61|62
7C292B9D;2;MNV;Songwe Hill;MAIN;55
7C2A4B7B;1;QSF;Integration Zone;MAIN;120|121
7C2A4B7B;2;QAD;Integration Zone;MAIN;121
7C2BDEF7;1;SHV;Copper Creek;MAIN;62|68|70
7C2BDEF7;2;QSF;Copper Creek;MAIN;68|71
7C2BDEF7;3;PMV;Copper Creek;MAIN;68|75
7C31A917;1;BOV;Tincalayu;MAIN;39|40
7C3DA6DD;1;QSF;Panasqueira;MAIN;41|46|48
7C689C90;1;QSF;McIlvenna Bay;MAIN;115|121
7C71AA5A;1;QSF;Back Forty;MAIN;62|73|75
7CA9871C;1;QSF;Copper Creek;MAIN;36
7D0C5AF8;1;FLT;Luishia Sud;MAIN;31
7D467084;1;MGV;Chrome Puddy;MAIN;46
7D467084;3;AUR;Chrome Puddy;MAIN;54
7D85BADE;1;QSF;Connors;MAIN;74
7D85BADE;2;MUL;Connors;MAIN;74
7D800C90;1;QCC;Santo Domingo Sur;MAIN;132
7DD78235;1;QSF;Van Dyke;MAIN;81|83
7DF841E0;1;QCC;Ricardo;MAIN;20|27
7DF841E0;2;QSF;Ricardo;MAIN;26
7E02B69D;1;SUV;Alexo-Dundonald Deposits;MAIN;99|104
7E577BAE;1;AUR;Mineral Ridge;MAIN;101|122
7E5934BA;1;QSF;Chelopech;MAIN;58|59
7E68EE11;1;SHV;Placeton;MAIN;32|34
7E68EE11;3;QSF;Placeton;MAIN;32|34|35|37
7E83C46B;1;AUR;Luanga;MAIN;119
7EEDE017;1;QSF;Ilovitza;MAIN;22|24
7F2E8CF5;1;QSF;Kestane;MAIN;64|70
7F3D198B;1;MGV;New Afton;MAIN;65
802A3DB6;1;QSF;Bleikvassli;MAIN;13
8033B266;1;QSF;Southeast occurrence;MAIN;38
8033B266;2;QCC;Southeast occurrence;MAIN;38
80C5098E;1;MGV;Port Hope Simpson REE Project;MAIN;46
80E92208;1;QSF;Rio Grande;MAIN;38|39
81863108;1;QSF;Vizcachitas;MAIN;82|83
81863108;2;QCC;Vizcachitas;MAIN;83
81863108;3;QTU;Vizcachitas;MAIN;83
8247EDE1;1;QSF;Gilda Project;MAIN;15
82C1A145;1;AUR;Zafranal Main Zone;MAIN;31
82E13281;1;SBV;Central Mining Area;MAIN;84|91
82E58F56;1;QCC;Main Zone;MAIN;52
83201DA9;1;MGV;Mont Sorcier;MAIN;51|52|56
83974339;1;QCC;Kittson-Cobalt Property;MAIN;41|42|43
83974339;2;MUL;Kittson-Cobalt Property;MAIN;43
83EAC9B4;1;MGV;Taysan;MAIN;32
83EAC9B4;2;QFV;Taysan;MAIN;32|34
8424A688;1;AUR;Weese-Luella;MAIN;33
8458D005;1;SUV;Pea Ridge;MAIN;26
846600A9;1;SUV;A Zone;MAIN;28
8483B231;1;QCC;Thunderbird deposits;MAIN;50|52
8532523B;1;QSF;Cuprita;MAIN;44
85294548;1;SUV;Pants Lake Intrusions;MAIN;30
855F8B60;1;QSF;Schaft Creek;MAIN;64
856CEB39;1;QCC;Hopkins North;MAIN;54|55
85C74B3B;1;CAV;P Zone;MAIN;14|16
85BB1167;1;QSF;Santa Cruz deposit;MAIN;101
85D36D8D;1;PMV;Fox River Sill;MAIN;72|86
85F87323;1;QSF;Redonda;MAIN;34|41
8646BB2C;1;QSF;Ann Mason;MAIN;46|50
86240715;1;QSF;Mount Milligan;MAIN;60|62|63
86240715;2;QCC;Mount Milligan;MAIN;60|61|63
86E3991F;1;URV;Horseshoe;MAIN;74
86DE0042;1;QCC;La Verde;MAIN;33
86DE0042;2;QSF;La Verde;MAIN;33
86DE0042;3;SHV;La Verde;MAIN;37
86DE0042;4;QTU;La Verde;MAIN;39
86E67ED9;1;AUR;Nkout;MAIN;54
8726B4E2;1;QSF;Cerro de Pasco;MAIN;56|61
8726B4E2;2;ALS;Cerro de Pasco;MAIN;56|61
8732C72F;1;QSF;Trojárová;MAIN;35
8752C520;1;QCC;Mount Tacho Breccia Complex;MAIN;23
8752C520;2;QSF;Mount Tacho Breccia Complex;MAIN;22
874FF68A;1;QCC;Vulcan;MAIN;25
87693F39;1;QSF;Southern Spectrum;MAIN;38|39
87DA3FD7;1;QSF;Trek South;MAIN;46|57|59
87DA3FD7;2;SKV;Trek South;MAIN;46|56|64
87EA5AFA;1;QCC;Thierry Deposit;MAIN;87
87EA5AFA;2;EXT;Thierry Deposit;MAIN;89
87EA5AFA;3;QSF;Thierry Deposit;MAIN;89
88391FFD;1;QCC;Southwest and Armitage;MAIN;132
88709D29;2;SBV;Ashram Deposit;MAIN;46|47
887BBE5F;1;CAV;Getty deposit;MAIN;28
888C6906;1;QSF;Marcahui;MAIN;40|41|42
888C6906;3;QCC;Marcahui;MAIN;41
88B94784;1;MGV;Titan;MAIN;24
88B2DAE3;1;QSF;Cerro Lindo;MAIN;60
88ECED89;1;QCC;Santo Domingo - Iris Norte;MAIN;101
88ECED89;2;SKV;Santo Domingo - Iris Norte;MAIN;100
88ECED89;3;QFV;Santo Domingo - Iris Norte;MAIN;100
89099A3D;1;QSF;Atacocha;MAIN;64
89099A3D;2;QCC;Atacocha;MAIN;64
89099A3D;3;QAD;Atacocha;MAIN;64
89099A3D;4;AUR;Atacocha;MAIN;72
892625BE;1;QSF;Boyongan;MAIN;27|28|29
8913DD3D;1;SHV;Copper Creek;MAIN;34|35
8968268E;1;QSF;Shan South;MAIN;16
8968268E;2;SHV;Shan South;MAIN;17
89A8D288;1;QCC;South Mountain;MAIN;51
89B08996;2;SUV;Seagull Intrusion;MAIN;20
89EC9C9A;1;QSF;Zone III;MAIN;31|33
89EC9C9A;2;MUL;Zone III;MAIN;34
8A0C60BE;1;MUL;San Antonio-Gonzalez Zone;MAIN;34|35
8A28E1F6;1;QSF;Lillefjell;MAIN;22|23
8A7614B5;1;AUR;Carol Project Skarns;MAIN;23
8A701106;1;AUR;El Chato;MAIN;23|25
8A9BBA1E;1;QSF;Chu;MAIN;21|24
8AB962E8;1;QSF;Florence deposit;MAIN;67|68
8ABA96E7;1;AUR;Des Zone;MAIN;41|42
8AC1D209;1;QSF;Robinson;MAIN;41|47
8AC4FC46;1;QCC;Koocanusa Project;MAIN;32
8AC4FC46;2;AUR;Koocanusa Project;MAIN;29
8ACA8AB9;1;QCC;C-Zone;MAIN;151|152|153
8AD34E3D;1;QSF;Feitais;MAIN;35|37|44|45
8AE49F7F;2;MNV;Songwe Hill;MAIN;59
8AF38AFA;1;QSF;Mengapur;MAIN;30|31
8AF38AFA;2;PMV;Mengapur;MAIN;31
8B112876;1;QSF;CUMO;MAIN;54
8B112876;2;SKV;CUMO;MAIN;60
8B250894;1;QCC;Angie;MAIN;16
8B250894;2;QSF;Angie;MAIN;18
8B289B70;1;QCC;Kuriskova;MAIN;31|32|39
8B289B70;2;QSF;Kuriskova;MAIN;41
8B521C09;1;QCC;Crean Hill;MAIN;47|48
8B521C09;2;SKV;Crean Hill;MAIN;47
8B521C09;3;QSF;Crean Hill;MAIN;50|52
8B5A162F;1;QSF;Peuco;MAIN;79|85
8B5A162F;2;SBV;Peuco;MAIN;84
8BC8B1CD;1;QCC;Sase;MAIN;24
8BCB1F79;1;QCC;Sentinel;MAIN;31
8BCB1F79;2;QFV;Sentinel;MAIN;34
8C020B41;1;SHV;Kombat Mine;MAIN;64
8C020B41;2;EXT;Kombat Mine;MAIN;64
8C020B41;3;QCC;Kombat Mine;MAIN;64
8C020B41;4;PMV;Kombat Mine;MAIN;64
8C29196E;1;QSF;Poplar Deposit;MAIN;48
8C32276F;1;QCC;Kamoa-Kakula;MAIN;143
8C85B67E;1;QSF;Zealand Property;MAIN;16|19
8C967BE3;1;QSF;Kio;MAIN;58|62|64
8C967BE3;2;MGV;Kio;MAIN;65
8C967BE3;3;CAV;Kio;MAIN;65
8D1017CE;1;CAV;Little Eva;MAIN;112
8D35A77F;1;FLT;Quebrada Honda I & II;MAIN;41
8DA75A37;1;QCC;Kamoa;MAIN;91
8DAAA75F;1;EXT;Nonda Formation Quartzite;MAIN;23
8DB45DF8;1;QSF;Mantoverde;MAIN;58|67|70
8DB45DF8;2;QCC;Mantoverde;MAIN;63|65|66
8DEF7839;1;QFV;Haquira East;MAIN;75
8DEF7839;2;SKV;Haquira East;MAIN;75
8DEF7839;4;QSF;Haquira East;MAIN;75
8DEF7839;5;SUV;Haquira East;MAIN;75
8DEA59C0;1;QSF;Oropesa;MAIN;67|74
8DEA59C0;2;QCC;Oropesa;MAIN;72|75
8DEA59C0;3;MUL;Oropesa;MAIN;66
8DF8BAB0;1;QSF;Mt. Milligan;MAIN;66|67
8DF8BAB0;2;QCC;Mt. Milligan;MAIN;67
8E1849D0;1;PMV;Main Zone;MAIN;60
8E2ABCA4;1;QSF;Hill 1835;MAIN;33|34|40
8E535E18;1;QSF;Southeast Zone;MAIN;34
8E567A46;1;SUV;Expo Deposit;MAIN;113|114
8E6C4F35;1;ALS;Quiulacocha Tailings and Excelsior Mineral Pile;MAIN;89
8EC5A19F;1;MUL;Allard;MAIN;53|54
8EC5A19F;2;QSF;Allard;MAIN;53
8EC5A19F;3;QCC;Allard;MAIN;53|54
8EF66AF2;1;QCC;Main Mineralized Trend;MAIN;56|60
8F2CB4A2;1;QSF;MacVicar Lake;MAIN;15|16
8F14211D;1;QCC;Carpenter Lake Property;MAIN;39
8F308DC2;1;QCC;Kuriskova;MAIN;45|48|54|57
8F308DC2;2;QSF;Kuriskova;MAIN;48|57
8F5D77AB;1;SUV;Nantianmen;MAIN;22
8F8AD2D3;1;QSF;Constancia;MAIN;31
8F8AD2D3;2;SBV;Constancia;MAIN;32
8F84439E;1;QSF;San Pietro;MAIN;53|54|55
8FD8A16F;1;QSF;Rio Grande;MAIN;31
8FE073D5;1;EXT;White Pine;MAIN;51
8FF53B5A;1;AUR;Snow White;MAIN;31|35
90061087;1;MGV;Mont Sorcier;MAIN;44|45
90429412;1;QCC;Samalayuca;MAIN;26
90429412;2;EXT;Samalayuca;MAIN;29
90429412;3;AUR;Samalayuca;MAIN;26|27
905898D4;1;QSF;Hugo North Extension;MAIN;137
90AB0487;1;QSF;Bienaventurada;MAIN;65
910F3237;1;QAD;Rosario vein;MAIN;46
9190D3B4;1;AUR;Mayaniquel Project;MAIN;43
91A8F1BC;1;QSF;Whistler;MAIN;31|37
91A8F1BC;2;PMV;Whistler;MAIN;37
91B24DC3;2;SBV;Ashram;MAIN;64
91B84A82;1;QSF;Ruby Creek;MAIN;23
91AC5627;1;QSF;Mount Milligan;MAIN;79
91AC5627;2;QCC;Mount Milligan;MAIN;77
91CA8F3B;1;QCC;Miguel Vacas;MAIN;21
91BA5FEE;1;QCC;New Afton;MAIN;49
91CA0E48;1;QSF;King-king;MAIN;50|60
920AAEFC;1;QSF;Relincho;MAIN;44|46
923EBCA0;1;QFV;Main Zone;MAIN;39|49
926903F3;1;QSF;Chu;MAIN;13|15|17
9265F01A;1;QCC;A Zone;MAIN;81
9265F01A;2;EXT;A Zone;MAIN;81
9275A3E8;1;QCC;Ram;MAIN;35
9275A3E8;2;AUR;Ram;MAIN;36
9281A791;1;QSF;Ram;MAIN;35|40
92FAEF46;1;SBV;Lone Mountain;MAIN;51|52
92E514C6;1;SUV;Tamarack North Project;MAIN;76|85
93626B41;1;QSF;Ann Mason;MAIN;86|87
9371D065;1;URV;Horseshoe;MAIN;70
937C96CD;1;QSF;Iron Creek;MAIN;37
93B194B5;1;PMV;Oropesa;MAIN;28
93DD1DD0;1;QSF;Palmer Deposit;MAIN;50
942D6189;1;QSF;Magistral Deposits;MAIN;120|121
