pdf_hash;ratio_id;ratio_code;ratio_value;target_name;target_role;evidence_pages
853EBBCC;1;AG_AU;15.0;Gravel Creek;MAIN;77|223
87288A9D;1;AU_AG;0.44;Cape Ray Gold Deposits;MAIN;64
879DD034;1;CU_AU;0.03;Kışladağ;MAIN;45
8926B51F;1;AU_AG;0.083;Shahuindo;MAIN;53
8926B51F;2;AU_AG;0.029;Shahuindo;MAIN;53
8926B51F;3;AU_AG;0.02;Shahuindo;MAIN;53
8B24B9C6;1;AU_AG;0.05;Lawyers Trend;MAIN;114
8FF118DD;1;AG_AU;4.0;Hayden Hill;MAIN;39
9086B2E3;1;AU_AG;0.8;Bug Lake Trend;MAIN;27
9086B2E3;2;AU_AG;2.0;Bug Lake Trend;MAIN;27
9498BE30;1;AU_AG;0.54;San Ramon deposit;MAIN;73
94D3DF7C;1;AU_AG;1.0;Bayan Khundii;MAIN;76
9743F69A;1;AG_AU;7.0;Severance;MAIN;47
97BFF152;1;AU_AG;0.1;Las Cucharas district;MAIN;19
98243789;1;AG_AU;10.0;Salares Norte;MAIN;44
98A33EDF;1;AU_AG;1.0;South Arturo;MAIN;39
98A33EDF;2;AU_AG;0.2;South Arturo;MAIN;39
99108087;1;AU_AG;0.1;Vein 49/Nelson;MAIN;69
99A0E8D1;1;AU_AG;1.75;Martinière;MAIN;25
99A0E8D1;2;AU_AG;4.25;Martinière;MAIN;25
99A0E8D1;3;AU_AG;0.8;Martinière;MAIN;30
99A0E8D1;4;AU_AG;2.0;Martinière;MAIN;30
9A63E470;1;AU_CU;1.0;Rovina;MAIN;119
9ABE0328;1;AU_CU;24.7;Da Tambuk;MAIN;97
9B0D9737;1;AU_AG;0.1;Soledad Mountain;MAIN;66
9B0D9737;2;AU_AG;0.028;Soledad Mountain;MAIN;66
9B0D9737;3;AU_AG;1.0;Soledad Mountain;MAIN;66
9F0738E8;1;AU_AG;0.5;Géant Dormant;MAIN;38|41
A4588369;1;AU_AG;1.0;Gramalote Ridge;MAIN;70
A64BAD14;1;AG_AU;10.0;Wildcat Project;MAIN;53
A653F562;1;AU_AG;0.25;Adelaide-Crown Vein System;MAIN;62
A6A6B7B5;1;AU_AG;1.0;Bayan Khundii;MAIN;47
A7348C1D;1;AU_AG;1.0;Quartz Mountain Project;MAIN;28
A7EE216B;1;AG_AU;65.0;Rosario Vein;MAIN;41
A85D4789;1;AG_AU;0.85;Cove (Helen Zone);MAIN;53
A85D4789;2;AG_AU;2.25;Cove (CSD Zone);MAIN;53
A9D1C791;1;AU_AG;1.0;San Albino Deposit;MAIN;41
A9D2CE67;1;AU_AG;2.0;Mineral Ridge;MAIN;74|75
AA7DCD69;1;AU_AG;1.0;Gramalote Central;MAIN;37
AB272A5B;1;AU_AG;2.0;Frontenac-Bald Eagle Vein;MAIN;92
AD179E0B;1;AG_AU;90.0;La Silla Vein System;MAIN;37
AF30B0B6;1;AG_AU;0.85;Cove;MAIN;53
AF30B0B6;2;AG_AU;2.25;Cove;MAIN;53
AFDDB310;1;AU_AG;0.05;Santa Elena;MAIN;45
AFDDB310;2;AU_AG;0.01;Santa Elena;MAIN;45
B3054D0E;1;AU_AG;3.0;Brewery Creek;MAIN;44
B486BE70;1;AU_AG;1.0;Gramalote;MAIN;29
B45D0B70;1;AU_AG;0.167;Taunus;MAIN;49
B559C09F;1;AU_AG;1.0;Bayan Khundii;MAIN;82
B635F43D;1;AU_AG;0.05;AGB Zone;MAIN;67
B64BCB54;1;AU_AG;0.08333;Kupol;MAIN;47
B85D7A96;1;AU_AG;0.25;Main Zone;MAIN;41
BBBFB09F;1;AU_AG;2.0;VOK Zone;MAIN;66
BCC297E2;1;SILVER_GOLD;0.4;Los Planes;MAIN;78
BFAA847F;1;AU_AG;0.833;El Limon Mine;MAIN;42|43
BF67C208;1;AU_AG;0.1;Brucejack;MAIN;82
BF67C208;2;AU_AG;2.0;Brucejack;MAIN;82|87
C21A5759;1;AG_AU;2.7;La Libertad/Santo Domingo Veins;MAIN;44
C74E1ED6;1;AU_AG;0.1;Loma Larga;MAIN;71
C77F4C93;1;AU_AG;10.0;Golden Crown vein system;MAIN;46
C7BA46FD;1;AU_AG;0.067;El Zapote;MAIN;30
C9B94656;1;AU_AG;0.1;Easter Vein;MAIN;32
CA3D4916;1;AG_AU;8.36;San José de Gracia;MAIN;72|73
CCC61168;1;AU_AG;2.57;Zancudo;MAIN;58
CE9CA852;1;AU_AG;5.0;Monument Bay Au-W Deposit;MAIN;96
D0014B50;1;AU_AG;1.0;South Arturo Mine;MAIN;39
D0014B50;2;AU_AG;0.2;South Arturo Mine;MAIN;39
D19501FA;1;AU_AG;3.7;Savkino;MAIN;31
D2C1E0A3;1;AU_AG;0.5;Géant Dormant;MAIN;24|26
D5604739;1;AG_AU;1.3;Herbert Glacier;MAIN;21
D5ED36B8;1;AU_AG;0.036;Balabag;MAIN;38
D630A84B;1;AG_AU;3.0;Santa Rosa;MAIN;32
D67EB417;1;AU_AG;0.2;Ziggurat;MAIN;59
D6C8F623;1;AU_AG;0.25;Pridolinny;MAIN;61
D6AB9B93;1;AU_AG;0.01;San Miguel project;MAIN;39
D6AB9B93;2;AU_AG;0.05;San Miguel project;MAIN;39|54
DA9728F8;1;AU_AG;0.25;San Andrés Mine;MAIN;67
E280B622;1;AU_AG;0.4;Grassy Mountain;MAIN;41
E52BB65D;1;AU_AG;0.175;Iron Butte Property;MAIN;45
E6C29DFB;1;AU_AG;0.05;Santa Elena;MAIN;43
E6C29DFB;2;AU_AG;0.01;Santa Elena;MAIN;43
E8E18DCD;1;AU_AG;0.154;San Rafael Vein;MAIN;37|38
E8E18DCD;2;AU_AG;0.067;San Rafael Vein;MAIN;37|38
EAC2EC38;1;AU_AG;0.0154;Ixtaca Zone;MAIN;57
EAC2EC38;2;AU_AG;0.0133;Ixtaca Zone;MAIN;57
EAC2EC38;3;AU_AG;0.05;Ixtaca Zone;MAIN;57
F408E3A4;1;AU_AG;0.083;Shahuindo;MAIN;95
F408E3A4;2;AU_AG;0.029;Shahuindo;MAIN;95
F408E3A4;3;AU_AG;0.02;Shahuindo;MAIN;95
F6AD55FE;1;AU_AG;0.5;San Albino Deposit;MAIN;43
F8CED75B;1;AU_AG;0.5;Nalesbitan Hill;MAIN;16
FA12F08A;1;AU_AG;0.05;Lawyers Trend;MAIN;114
02848679;1;AU_AG;0.5;Nasedkino;MAIN;32
833C9BF8;1;AG_AU;15.0;La Bolsa;MAIN;45
F8DFAB5E;1;AG_AU;100.0;Tuscarora;MAIN;32
F8DFAB5E;2;AG_AU;15.0;Tuscarora;MAIN;32
C2AF73F9;1;AU_AG;0.125;Moss Vein;MAIN;59
BB9E4CCA;1;MG_LI;6.3;Salar de Pastos Grandes;MAIN;52
BB9E4CCA;2;MG_LI;8.0;Salar de Pastos Grandes;MAIN;61
BB9E4CCA;3;K_LI;11.0;Salar de Pastos Grandes;MAIN;61
BE27034F;1;MG_LI;4.6;Hombre Muerto North;MAIN;11
BE27034F;2;MG_LI;3.9;Hombre Muerto North;MAIN;11
BE27034F;3;MG_LI;8.2;Hombre Muerto North;MAIN;11
BE27034F;4;MG_LI;1.6;Hombre Muerto North;MAIN;11
C2A099EF;1;PT_PD;4.0;Gulçari A;MAIN;83|97
C2BD30E8;1;ZN_CU;1.0;Emerald Isle;MAIN;76
C3AEFA03;1;PT_PD;1.08;Black Thor;MAIN;32
C3F0A405;1;NI_CU;2.0;Lainejaur;MAIN;35
C3CD26B9;1;U_NI;100.0;Anne, Kianna and Colette Deposits;MAIN;74
C3CD26B9;2;U_AS;100.0;Anne, Kianna and Colette Deposits;MAIN;74
C3CD26B9;3;U_NI;10.0;Anne, Kianna and Colette Deposits;MAIN;74
C3CD26B9;4;U_AS;10.0;Anne, Kianna and Colette Deposits;MAIN;74
C3CD26B9;5;U_NI;3.0;Anne, Kianna and Colette Deposits;MAIN;74
C3CD26B9;6;U_AS;3.0;Anne, Kianna and Colette Deposits;MAIN;74
C5283361;1;CU_AU;1.25;Red-Chris;MAIN;51
C5283361;2;CU_AU;0.5;Red-Chris;MAIN;51
C5283361;3;CU_AU;0.4;Red-Chris;MAIN;51
C5283361;4;CU_AU;0.33;Red-Chris;MAIN;51
C5283361;5;CU_AU;0.25;Red-Chris;MAIN;51
C5BEF8F2;1;TA_NB;2.0;Greenbushes pegmatite;MAIN;27
C7756E56;1;PT_PD;1.0;UG2 Chromitite;MAIN;32
C7756E56;2;PT_PD;2.0;UG2 Chromitite;MAIN;32
CB40C5C5;1;CE_LA;2.0;No. 2 Showing;MAIN;28
CC19C135;1;MG_LI;2.6;Salar de Cauchari;MAIN;44
CC19C135;2;K_LI;8.5;Salar de Cauchari;MAIN;44
CC19C135;4;MG_LI;2.54;Salar de Cauchari;MAIN;45
CC19C135;5;K_LI;9.67;Salar de Cauchari;MAIN;45
CC19C135;6;SO4_LI;53.04;Salar de Cauchari;MAIN;45
CC19C135;7;SO4_MG;18.78;Salar de Cauchari;MAIN;45
CC19C135;8;CA_LI;0.382;Salar de Cauchari;MAIN;45
CC2043C6;1;NI_CU;3.9;Maniitsoq Project;MAIN;77
CC2043C6;2;NI_CU;15.2;Maniitsoq Project;MAIN;77
CC2043C6;3;NI_CO;32.1;Maniitsoq Project;MAIN;77
CC2043C6;4;NI_CO;33.2;Maniitsoq Project;MAIN;77
CD09006C;1;AU_CU;0.5;Ming Mine;MAIN;60
CD8F8661;1;LA_YB;5.0;Lansdowne House Igneous Complex (LHIC) Mineralization;MAIN;71|94
CD8F8661;2;LA_YB;11.0;Lansdowne House Igneous Complex (LHIC) Mineralization;MAIN;69|96
D0730A98;1;PT_PD;1.67;Waterberg Project;MAIN;44|45
D0730A98;2;PT_PD;1.82;Waterberg Project;MAIN;46
D0730A98;3;PT_PD;2.0;Waterberg Project;MAIN;46
D31733FD;1;PT_PD;0.59;Waterberg Project;MAIN;75|76
D3DB8733;1;PD_PT;10.0;Mine Block Intrusion;MAIN;72|82
D4336065;1;PT_PD;4.0;Gulçari A;MAIN;91|104
D4EC108A;1;V2O5_U3O8;1.7;Tony M Mine;MAIN;58
D4EC108A;2;V2O5_U3O8;1.64;Tony M Mine;MAIN;58
D4EC108A;3;V2O5_U3OG;5.0;Tony M Mine;MAIN;62
D4EC108A;4;V2O5_U3O8;3.0;Tony M Mine;MAIN;63
D4EC108A;5;V2O5_U3O8;1.66;Tony M Mine;MAIN;63
D4EBDC84;1;PT_PD;1.0;Waterberg;MAIN;48
D4EBDC84;2;PT_PD;0.59;Waterberg;MAIN;59|60
D7A589EB;1;CU_NI;8.0;Thierry Deposit;MAIN;51|54
D7A589EB;2;CU_NI;2.0;Thierry Deposit;MAIN;51
D7A589EB;3;PT_PD;0.25;Thierry Deposit;MAIN;54
D8E0EC50;1;MG_CA;0.4;Bornite;MAIN;47
D8E3F8AA;1;CU_NI;1.0;Sheep Hill;MAIN;38
D923AD9E;1;MG_LI;2.37;Cauchari-Olaroz;MAIN;116
D923AD9E;2;K_LI;8.08;Cauchari-Olaroz;MAIN;116
D923AD9E;3;SO4_LI;28.28;Cauchari-Olaroz;MAIN;116
D923AD9E;4;SO4_MG;11.96;Cauchari-Olaroz;MAIN;116
D923AD9E;5;SO4_K;3.5;Cauchari-Olaroz;MAIN;116
D8FA8BCD;1;AU_CU;0.4;Kerr Zone;MAIN;41
DBD528B7;1;PT_PD;1.21;Mareesburg;MAIN;35
DC7F02B3;1;MG_LI;3.27;HMN Project;MAIN;97
DC7F02B3;2;SO4_LI;16.62;HMN Project;MAIN;97
DD73E387;1;HREO_TREO;0.27;Philadelphia;MAIN;14
DDE71293;1;AU_CU;0.2;Groundhog;MAIN;38
E1AE2297;1;PD_PT;10.0;Mine Block Intrusion;MAIN;78|86
E30DC839;1;MG_LI;2.8;Sal de Vida;MAIN;111
E30DC839;2;MG_LI;1.84;Sal de Vida;MAIN;111
E3471FA8;1;V2O5_U3O8;7.0;Sage Plain Project;MAIN;19
E4FFD47C;1;V_U;10.0;YR Uranium Project;MAIN;48
E4FFD47C;2;V_U;1.3;YR Uranium Project;MAIN;51
E4FFD47C;3;V_U;5.0;YR Uranium Project;MAIN;66
E4FFD47C;4;V_U;1.8;YR Uranium Project;MAIN;68
E6E58F1C;1;MG_LI;1.0;Guayatayoc;MAIN;46
E7D084FB;1;U_V;0.25;AMC CO Uranium Project;MAIN;51
E7D084FB;2;U_V;0.1667;AMC CO Uranium Project;MAIN;51
E7D084FB;3;V_U;6.0;AMC CO Uranium Project;MAIN;63
E7D084FB;4;V_U;9.0;AMC CO Uranium Project;MAIN;79
E80D5AAD;1;AU_CU;5.0;Dumitru Potok;MAIN;60
E8320E84;1;HREE_TREE;96.3;Area 4;MAIN;96
E86596E6;1;CU_NI;8.0;Thierry;MAIN;41|44
E86596E6;2;CU_NI;2.0;Thierry;MAIN;41
E86596E6;5;PT_PD;0.25;Thierry;MAIN;44
E9856331;1;ZN_PB;35.0;Empire State Mines;MAIN;52
EAE84203;1;PT_PD;4.0;Gulçari A;MAIN;40
EBA9B8CC;1;PT_PD;4.0;Gulçari A (Campbell);MAIN;96
EBB9158C;1;V2O5_U3O8;5.94;Willhunt;MAIN;13
ED1F3CA0;1;MG_LI;6.3;Salar de Pastos Grandes;MAIN;65
ED1F3CA0;2;MG_LI;8.0;Salar de Pastos Grandes;MAIN;73
ED1F3CA0;3;K_LI;11.0;Salar de Pastos Grandes;MAIN;73
EE545C8A;1;U_TH;52.1;Cree East Project;MAIN;55|56
EE545C8A;2;U_TH;259.5;Cree East Project;MAIN;55|56
EE545C8A;3;U_TH;49.1;Cree East Project;MAIN;55|56
EE545C8A;4;U_TH;30.8;Cree East Project;MAIN;59
EE73BD87;1;LA_ND;0.38;Sarfartoq Carbonatite Complex;MAIN;47
EE73BD87;2;LA_ND;1.06;Sarfartoq Carbonatite Complex;MAIN;47
EE73BD87;3;LA_ND;2.31;Sarfartoq Carbonatite Complex;MAIN;47
EFA027BF;1;CU_NI;8.0;Thierry;MAIN;40|43
EFA027BF;2;CU_NI;2.0;Thierry;MAIN;40
EFA027BF;5;PT_PD;0.25;Thierry;MAIN;43
F36423EA;1;AU_CU;1.0;Kiseljak;MAIN;46
F39DC06F;1;V2O5_U3O8;5.59;Farmer Girl Mine;MAIN;9
F49BDABD;1;V2O5_U3O8;4.0;Torbyn Mine;MAIN;9
F49BDABD;2;V2O5_U3O8;3.74;Torbyn Mine;MAIN;10
F575225E;1;MG_LI;2.55;Cauchari-Olaroz Salars;MAIN;77
F575225E;2;K_LI;9.07;Cauchari-Olaroz Salars;MAIN;77
F575225E;3;SO4_LI;31.41;Cauchari-Olaroz Salars;MAIN;77
F575225E;4;SO4_MG;12.3;Cauchari-Olaroz Salars;MAIN;77
F575225E;5;SO4_K;3.46;Cauchari-Olaroz Salars;MAIN;77
F560E9E1;1;V2O5_U3O8;10.75;Wray Mesa Project;MAIN;40
F560E9E1;2;V2O5_U3O8;11.87;Wray Mesa Project;MAIN;40
F560E9E1;3;V2O5_U3O8;5.35;Wray Mesa Project;MAIN;40
F560E9E1;4;V2O5_U3O8;27.14;Wray Mesa Project;MAIN;40
F5E2015F;1;PD_PT;4.4;Ore Fault Zone;MAIN;57
F5E705F8;1;F_LI;6.5;Thompson Valley North Area;MAIN;68
F5E705F8;2;SR_LI;2.8;Thompson Valley North Area;MAIN;68
F626E0DA;1;PD_PT;3.6;J-M Reef;MAIN;34
F626E0DA;2;PT_PD;0.2857;J-M Reef;MAIN;39
F7AAA3F1;1;MG_LI;2.3;Olaroz Salar;MAIN;124
F7AAA3F1;2;SO4_LI;23.0;Olaroz Salar;MAIN;124|125
F7AAA3F1;3;K_LI;7.0;Olaroz Salar;MAIN;125
F7AAA3F1;4;MG_LI;2.46;Olaroz Salar;MAIN;125
F7AAA3F1;5;K_LI;8.77;Olaroz Salar;MAIN;125
F7AAA3F1;6;SO4_LI;26.8;Olaroz Salar;MAIN;125
F7AAA3F1;7;SO4_MG;10.93;Olaroz Salar;MAIN;125
F7AAA3F1;8;CA_LI;0.7;Olaroz Salar;MAIN;125
FCF86249;1;NI_CU;1.0;Mequillon;MAIN;26
FF50172B;1;V_U;6.66;Blue Streak Complex;MAIN;22
FF50172B;2;V_U;6.7;Blue Streak Complex;MAIN;22
FF6F50D3;1;MG_LI;2.37;Cauchari-Olaroz Salars;MAIN;103
FF6F50D3;2;K_LI;8.08;Cauchari-Olaroz Salars;MAIN;103
FF6F50D3;3;SO4_LI;28.28;Cauchari-Olaroz Salars;MAIN;103
FF6F50D3;4;SO4_MG;11.96;Cauchari-Olaroz Salars;MAIN;103
FF6F50D3;5;SO4_K;3.5;Cauchari-Olaroz Salars;MAIN;103
