pdf_hash;alteration_id;alteration_type;alteration_timing;alteration_minerals;alteration_intensity;target_name;target_role;evidence_pages;alteration_type_src;alteration_minerals_src
427B208F;4;N/A;UNK;EPD|PMP|PYX;N/A;Petrovskoye;MAIN;35;N/A;codified
427B208F;5;SKZ;UNK;PYX|AMPH|SCP;N/A;Petrovskoye;MAIN;35;codified;codified
427B208F;6;PRO;UNK;EPD|CLO|ALB;N/A;Petrovskoye;MAIN;35;source;source
427B208F;7;N/A;UNK;CAC|FSPU;N/A;Petrovskoye;MAIN;35;N/A;codified
427B208F;8;POT;UNK;BIO|FSPU;N/A;Petrovskoye;MAIN;35;codified;codified
427B208F;9;N/A;UNK;EPD|MUS|FSPU;N/A;Petrovskoye;MAIN;35;N/A;codified
428F6F09;1;SCS;UNK;SER|QTZ;N/A;El Domo;MAIN;37|38;source;source
428F6F09;2;SIL;UNK;QTZ;N/A;El Domo;MAIN;37;source;source
428F6F09;3;PRO;UNK;CLO;N/A;El Domo;MAIN;37|38;source;source
428F6F09;4;ARG;UNK;SER|ILL;3;El Domo;MAIN;37|38|40;source;codified
42A1670B;1;SKZ;SYN;GAR|PYX|MAG;N/A;Bolivar;MAIN;47|49;source;source
42A1670B;2;POT;SYN;BIO|KSP;N/A;Bolivar;MAIN;47;source;inferred_from_type
42A1670B;3;PRO;UNK;CLO|EPD|CAC;N/A;Bolivar;MAIN;50;source;inferred_from_type
42B44492;1;SKZ;SYN;GAR|DPS|WOL|QTZ|AMPH|SRP|MAG|EPD|CLO;N/A;Rosemont Deposit;MAIN;49;source;codified
42B44492;2;PHY;SYN;QTZ|SER|PYR;3;Rosemont Deposit;MAIN;49;source;source
42B44492;3;PRO;SYN;EPD|CLO|CAC|PYR;N/A;Rosemont Deposit;MAIN;49;source;source
42B44492;4;POT;UNK;QTZ|KSP;N/A;Rosemont Deposit;MAIN;46;source;source
42B44492;5;RET;UNK;CLO|SRP|MAG;3;Rosemont Deposit;MAIN;46;source;codified
42BEA23D;1;SUP;PST;MLC|AZU|CSC|CPR|TNR;N/A;Valle del Jabali;MAIN;44|50|55;codified;codified
42D14953;1;CAZ;UNK;DLM;N/A;Bleiberg;MAIN;17;source;source
42F9D074;3;SCS;UNK;QTZ|SER|PYR|ALB;N/A;Max;MAIN;19;source;source
42F01D19;1;POT;UNK;KSP;3;Taylor Deposit;MAIN;41;source;source
42F01D19;2;ARG;UNK;KAO|SER;N/A;Taylor Deposit;MAIN;41;source;source
42F01D19;3;ARG;UNK;KAO|SER;4;Taylor Deposit;MAIN;41;source;source
42F01D19;4;SIL;UNK;QTZ;3;Taylor Deposit;MAIN;41;source;source
42F01D19;5;SKZ;UNK;DPS|WOL|RDN;N/A;Taylor Deposit;MAIN;41|42;source;source
42F01D19;6;PRO;UNK;CLO;N/A;Taylor Deposit;MAIN;41;source;source
430A7298;2;ARG;PST;KAO|SME;N/A;Bandeira;MAIN;80;source;source
430A7298;3;PHY;PST;SER;N/A;Bandeira;MAIN;27|80;source;source
4339279A;1;SPT;SYN;SRP;N/A;CarLang A Zone;MAIN;77|79;codified;codified
4322F844;1;CHL;UNK;CLO;4;Neves-Corvo;MAIN;38|44;codified;source
43549FB4;1;PHY;UNK;CLO|SER|QTZ|CAC|PMP|RUT|TIT;4;Main Zone;MAIN;22|26|35;source;codified
43549FB4;2;OXI;PST;MLC|AZU|TNR|GOE|JAR|GYP|CHC;N/A;Main Zone;MAIN;22;codified;codified
43549FB4;5;ZEZ;UNK;ZEO;N/A;Main Zone;MAIN;25;source;source
4375CCE9;1;PRO;UNK;CLO|EPD;N/A;Reykjanes;MAIN;45;source;source
43A7634C;1;SPT;PRE;TRE|MAG;4;Trapiá;MAIN;119;codified;source
43A7634C;3;N/A;UNK;TRE;N/A;Trapiá;MAIN;119;N/A;source
43B2D810;1;POT;SYN;KSP;N/A;Kwun Lake Intrusive Complex;MAIN;12|14;source;source
43B2D810;2;PRO;SYN;EPD|CLO|CAC;N/A;Kwun Lake Intrusive Complex;MAIN;14;source;source
43D5F613;1;SKZ;SYN;PYX|GAR;N/A;South Mountain Skarn;MAIN;41|43;source;source
43D5F613;2;RET;SYN;ILV|AMPH;N/A;South Mountain Skarn;MAIN;41|43|44;source;codified
43E593E4;1;POT;PRE;KSP;N/A;Songwe Hill;MAIN;73|77|95;source;source
43E593E4;2;SOC;PRE;PYX|AMPH|ALB;N/A;Songwe Hill;MAIN;73|77;source;codified
43E593E4;3;N/A;SYN;ANK|BAR|FLU|STR;N/A;Songwe Hill;MAIN;74|95;N/A;codified
43E593E4;4;SUP;PST;MNO|FEO;N/A;Songwe Hill;MAIN;77|84;codified;codified
441EF796;1;SUP;PST;HEM|GOE|LIM;N/A;Putu Range;MAIN;30|31;codified;codified
44213212;1;SIL;UNK;QTZ;N/A;Tatestown / Scallanstown;MAIN;62;source;source
44213212;2;N/A;UNK;HEM|JSP;N/A;Tatestown / Scallanstown;MAIN;62;N/A;source
44213212;3;CAZ;UNK;DLM|MGN;N/A;Tatestown / Scallanstown;MAIN;62;source;codified
4457385D;1;SKZ;SYN;GAR|EPD|ACT|PYX|CAC|QTZ;N/A;Empire Mine;MAIN;34|37|38;source;codified
4457385D;2;ALZ;UNK;ALB;N/A;Empire Mine;MAIN;33;codified;inferred_from_type
44721BF7;1;PRO;UNK;SER|CLO;N/A;Arctic Deposit;MAIN;81;source;source
44721BF7;3;SFD;UNK;PYR;N/A;Arctic Deposit;MAIN;81;codified;source
44721BF7;5;ALZ;UNK;SER|ALB;N/A;Arctic Deposit;MAIN;81;source;source
447A1985;1;SPT;SYN;SRP|MAG;3;Letain;MAIN;26|27|29;codified;codified
447A1985;2;SPT;SYN;SER;4;Letain;MAIN;27;codified;source
447A1985;3;CAZ;UNK;FER;1;Letain;MAIN;26|27;source;codified
447A1985;4;CAZ;UNK;FER;3;Letain;MAIN;27;source;codified
447A1985;5;CAS;UNK;QTZ|FER;4;Letain;MAIN;27|28;source;codified
447A1985;6;SIL;UNK;QTZ;3;Letain;MAIN;26;source;inferred_from_type
44B18724;1;AAH;UNK;KAO|ALN|GYP|QTZ;N/A;Mariposa geothermal system;MAIN;15;source;codified
44B18724;2;ARG;UNK;CLY|PYR;N/A;Mariposa geothermal system;MAIN;15;source;codified
44B18724;3;ARG;UNK;QTZ|CAC|SME;1;Mariposa geothermal system;MAIN;16;inferred_from_minerals;source
44B18724;4;ARG;UNK;ILL|SME|CLO|OPL|QTZ;N/A;Mariposa geothermal system;MAIN;16;source;codified
44B18724;5;PRO;UNK;ILL|CLO|QTZ|CAC|ADS|EPD|PMP|ALB|TIT;N/A;Mariposa geothermal system;MAIN;16;source;codified
44B18724;6;RET;PST;EPD;N/A;Mariposa geothermal system;MAIN;17;source;source
44B21075;1;N/A;UNK;TAL|MAG;4;Black Creek;MAIN;33;N/A;source
44B21075;2;SPT;UNK;TAL;N/A;Black Creek;MAIN;34;codified;source
44DD9AAC;1;SIL;UNK;QTZ;N/A;Great Burnt Copper Deposit;MAIN;31;source;source
44DD9AAC;2;PHY;UNK;SER;N/A;Great Burnt Copper Deposit;MAIN;31;source;source
44DD9AAC;4;PRO;UNK;CLO;N/A;Great Burnt Copper Deposit;MAIN;31;source;source
44E11255;2;OXI;SYN;GOE|LIM;N/A;James Deposit;MAIN;70;codified;source
44E11255;3;N/A;SYN;LIM|GOE|MNO;N/A;James Deposit;MAIN;70;N/A;codified
44ECC5ED;1;OXI;UNK;HEM|GOE|LIM;N/A;Joyce Lake;MAIN;90|98;codified;source
44ECC5ED;3;DCB;UNK;N/A;N/A;Joyce Lake;MAIN;90;codified;N/A
44FA2385;1;POT;PRE;BIO|MAG|ALB|ORT;N/A;Alpala;MAIN;101|104;source;source
44FA2385;2;PRO;PRE;ACT|CLO|BIO|EPD;N/A;Alpala;MAIN;104|105;source;source
44FA2385;3;PRO;PRE;EPD|CLO;3;Alpala;MAIN;105|106;source;source
44FA2385;4;PRO;PRE;CLO|ILL|SME|ZEO;N/A;Alpala;MAIN;106;source;source
44FA2385;5;ARG;SYN;CLO|SER|CLY;N/A;Alpala;MAIN;101|106;source;codified
44FA2385;6;PHY;PST;SER|QTZ|SME;N/A;Alpala;MAIN;101|107;source;source
44FA2385;7;ARG;PST;KAO|SME;N/A;Alpala;MAIN;101|107;source;source
44FA2385;8;AAH;PST;DIC|PYF|ALN;N/A;Alpala;MAIN;101|108;source;source
44FA2385;9;POT;PRE;BIO|EPD|ACT|MAG;N/A;Alpala;MAIN;105;source;source
45195791;1;OXI;PST;USM;N/A;Daneros Mine;MAIN;28;codified;codified
451B631B;1;SOC;PRE;ALB|DPS|EPD;4;Copper Mountain Mine;MAIN;62|64|67;source;source
451B631B;2;POT;SYN;KSP|BIO;4;Copper Mountain Mine;MAIN;65|67;source;source
451B631B;3;RET;PST;CLO;N/A;Copper Mountain Mine;MAIN;65;source;source
451B631B;4;CAZ;PST;CAC;N/A;Copper Mountain Mine;MAIN;65|67;source;source
45686464;1;OXI;PST;HEM;N/A;Ntem;MAIN;32|39;codified;source
45686464;3;PHY;UNK;ILL;N/A;Ntem;MAIN;40;source;source
4569E613;1;AAH;UNK;QTZ|KAO|PYF|DIC|PYR;3;Hushamu Deposit;MAIN;47;source;source
4569E613;2;AAH;PST;ZUN;N/A;Hushamu Deposit;MAIN;47;source;codified
4569E613;4;PRO;SYN;EPD;N/A;Hushamu Deposit;MAIN;47;source;codified
4569E613;5;PHY;UNK;SER|PYR;N/A;Hushamu Deposit;MAIN;47;source;source
45921A2F;1;OXI;PST;HEM|GOE|LIM;N/A;Berlin;MAIN;58|60;codified;inferred_from_type
45BA906A;1;SKZ;SYN;WOL|DPS|GAR|SCP|ACT|TRE|AMPH|EPD|MAG|ORT|ALB|SER|BIO|QTZ|HEM;N/A;Khaldun;MAIN;27|28;source;codified
45BA906A;2;SIL;SYN;QTZ;N/A;Khaldun;MAIN;27|28;source;source
45BA906A;3;PHY;SYN;SER;N/A;Khaldun;MAIN;27|28;source;source
45BA906A;4;PRO;SYN;EPD;N/A;Khaldun;MAIN;27|28;source;source
45BA906A;5;CAZ;SYN;CAC;N/A;Khaldun;MAIN;27|28;source;source
45BA906A;6;PRO;SYN;CLO|EPD|SER|CAC|QTZ;N/A;Khaldun;MAIN;28;inferred_from_minerals;source
45C3BFFC;1;OXI;SYN;PYR|LIM|GOE|HEM;N/A;Shirley Basin Project;MAIN;39;codified;source
45C3BFFC;2;ARG;SYN;KAO|FSPU;N/A;Shirley Basin Project;MAIN;38;source;codified
45FD9620;1;PRO;UNK;CLO|EPD|CAC;N/A;Beruang Kanan Main Zone;MAIN;34;source;inferred_from_type
45FD9620;2;PHY;UNK;SER|QTZ|PYR;3;Beruang Kanan Main Zone;MAIN;34|35;source;inferred_from_type
45FD9620;3;AAH;UNK;ALN|PYF|DIC;N/A;Beruang Kanan Main Zone;MAIN;34|35;source;inferred_from_type
45FD9620;4;PRO;PST;CLO|PYR|CPY;N/A;Beruang Kanan Main Zone;MAIN;36;source;source
45FD9620;5;PHY;SYN;SER|PYR|CPY|BOR|SPH|GAL;N/A;Beruang Kanan Main Zone;MAIN;36;source;source
45FD9620;6;AAH;SYN;DIC|KAO|PYR|BOR|CPY|TEN;N/A;Beruang Kanan Main Zone;MAIN;36;source;source
45FD9620;7;AAH;PRE;ALN|PYR|BAR|ENG;N/A;Beruang Kanan Main Zone;MAIN;36;source;source
45FD9620;8;SIL;UNK;QTZ;3;Beruang Kanan Main Zone;MAIN;36;source;inferred_from_type
45FD9620;9;ARG;PST;KAO|ILL;N/A;Beruang Kanan Main Zone;MAIN;36;source;inferred_from_type
45FE5866;1;POT;UNK;BIO|KSP;N/A;Talbot deposit;MAIN;5|34;source;inferred_from_type
45FE5866;2;SKZ;UNK;GAR|DPS|WOL;N/A;Talbot deposit;MAIN;4|33;source;inferred_from_type
45FBC6BB;1;CAZ;PST;CAC;3;Saxendrift;MAIN;43|44|45|51|60|61;source;source
45FBC6BB;2;SIL;PST;QTZ;N/A;Saxendrift;MAIN;45|51;source;source
460006B8;2;ARG;UNK;CLY;N/A;Tilden Mine;MAIN;54;source;codified
460006B8;3;OXI;UNK;HEM|GOE;N/A;Tilden Mine;MAIN;52|54|56;codified;codified
463D81B8;1;POT;SYN;BIO;N/A;Warintza Central;MAIN;30|31;source;source
463D81B8;2;SCS;SYN;QTZ|SER|CLO;N/A;Warintza Central;MAIN;29|31;source;source
463D81B8;3;PRO;UNK;CLO|EPD;N/A;Warintza Central;MAIN;31;source;source
461B70C0;1;POT;UNK;BIO|KSP|MAG;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;2;PHY;UNK;CLO|MUS|ILL;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;3;ALZ;UNK;ALB;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;4;ARG;UNK;CLO|ILL|HEM|KAO;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;5;AAH;UNK;QTZ|ALN|PYF|KAO|DSP|ZUN|TOP|DIC;N/A;Hugo North Extension;MAIN;99;source;codified
461B70C0;6;PHY;UNK;SER|MUS|ILL;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;7;ARG;UNK;CLO|ILL;N/A;Hugo North Extension;MAIN;99;inferred_from_minerals;source
461B70C0;8;ARG;UNK;HEM|SID|ILL|PYF|KAO|DIC;N/A;Hugo North Extension;MAIN;99;source;source
461B70C0;9;PRO;UNK;HEM|CLO|ILL|BIO|MAG;N/A;Hugo North Extension;MAIN;99;source;source
463EB1B4;1;ARG;UNK;KAO|ILL;N/A;Soda Lake;MAIN;37;source;inferred_from_type
463EB1B4;2;SIL;UNK;QTZ;N/A;Soda Lake;MAIN;37;source;inferred_from_type
4645EEDE;2;ARG;PST;KAO|SME;N/A;Bandeira;MAIN;83;source;source
465EA7FC;1;POT;SYN;KSP|BIO|CLO|MAG;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
465EA7FC;2;PRO;SYN;ILL|CLO|EPD|SME;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
465EA7FC;3;PHY;SYN;SER|QTZ;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
465EA7FC;4;ARG;SYN;KAO|ILL;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
465EA7FC;5;AAH;SYN;ALN|KAO|PYF|DIC;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
465EA7FC;6;SIL;SYN;QTZ;N/A;Cañariaco Norte;MAIN;75|76|77;source;source
4679D2C9;1;PHY;UNK;SER;N/A;Blue Moon;MAIN;23;source;source
4679D2C9;3;SCS;UNK;SER|QTZ|PYR;N/A;Blue Moon;MAIN;31|32;source;source
46885460;1;POT;SYN;BIO|KSP;N/A;Ann Mason;MAIN;63|66;source;source
46885460;2;PRO;SYN;CLO|EPD|PYR|QTZ;N/A;Ann Mason;MAIN;63|66;source;source
46885460;3;RET;PST;CLO;N/A;Ann Mason;MAIN;63;source;source
46885460;4;ALZ;PST;ALB|CLO;2;Ann Mason;MAIN;63;source;source
46885460;5;PHY;PST;SER;N/A;Ann Mason;MAIN;63;source;source
46885460;6;ZEZ;PST;ZEO;N/A;Ann Mason;MAIN;63|64;source;source
46E7B038;1;ALZ;PRE;HEM|ALB;N/A;Moran Lake C-Zone;MAIN;186;source;source
46E7B038;2;CAZ;PRE;QTZ|ALB;N/A;Moran Lake C-Zone;MAIN;186;source;codified
46E7B038;3;FEO;SYN;HEM;N/A;Moran Lake C-Zone;MAIN;186|187;codified;source
46E7B038;4;CAZ;PST;CAC|DLM;4;Moran Lake C-Zone;MAIN;168|186;source;inferred_from_type
46E7B038;5;PRO;UNK;SER|EPD|CLO;2;Moran Lake C-Zone;MAIN;168|171;source;source
46E7B038;6;N/A;SYN;HEM|CAC;N/A;Moran Lake C-Zone;MAIN;189;N/A;codified
46D966EF;1;SIL;UNK;QTZ;N/A;REN-6 and REN-8;MAIN;25;source;inferred_from_type
46D966EF;2;FEO;UNK;HEM;N/A;REN-6 and REN-8;MAIN;25;codified;source
46D966EF;3;PHY;UNK;SER;N/A;REN-6 and REN-8;MAIN;25;source;source
46D966EF;4;PRO;UNK;EPD|CLO;N/A;REN-6 and REN-8;MAIN;25;source;source
46D966EF;5;N/A;UNK;MICU;N/A;REN-6 and REN-8;MAIN;25;N/A;codified
46F3B791;1;SOC;UNK;SCP|HBL;N/A;Buena Vista;MAIN;12|15;source;codified
46F3B791;2;ALZ;UNK;ALB|ANK|SID;N/A;Buena Vista;MAIN;12|13;source;source
46F3B791;3;PRO;PST;CLO|EPD;N/A;Buena Vista;MAIN;12|13;source;source
46F3B791;4;CAZ;UNK;ANK|SID;N/A;Buena Vista;MAIN;12|13;source;source
46F3B791;5;FEO;UNK;HEM;N/A;Buena Vista;MAIN;13;codified;source
46F3B791;6;PHY;UNK;SER;N/A;Buena Vista;MAIN;13;source;source
46F3B791;7;ARG;UNK;CLY|SER;N/A;Buena Vista;MAIN;13;source;codified
46F3B791;8;SIL;UNK;QTZ;N/A;Buena Vista;MAIN;15;source;inferred_from_type
4701241E;1;POT;UNK;BIO|KSP;N/A;Taca Taca Bajo;MAIN;71|73;source;source
4701241E;2;PHY;SYN;SER|MUS|ASI|ANH|QTZ;4;Taca Taca Bajo;MAIN;71|73|74;source;codified
4701241E;3;PHY;SYN;SER|QTZ;4;Taca Taca Bajo;MAIN;74;source;source
4701241E;4;PRO;UNK;ILL|CLO|EPD;N/A;Taca Taca Bajo;MAIN;71|74;source;source
4701241E;5;ARG;PST;KAO|ALN|CHD|CHC|HEM|JAR;N/A;Taca Taca Bajo;MAIN;71|74;source;source
4724A4F8;1;PRO;UNK;CLO;N/A;Sapeena Property;MAIN;31;source;source
4724A4F8;2;PRO;UNK;QTZ|ANK|CAC|CLO|EPD|PYR|CPY;N/A;Sapeena Property;MAIN;34;source;source
47491955;1;CAZ;UNK;DLM;N/A;Duncan Lake Project Mineralization;MAIN;28|35|48;source;source
47491955;2;SIL;UNK;QTZ;N/A;Duncan Lake Project Mineralization;MAIN;28|35|36|44|48;source;source
475A0261;1;ARG;PST;PYR|CLY;N/A;Kemess North;MAIN;60|61;source;codified
475A0261;2;PHY;SYN;QTZ|SER|CLO|PYR|GYP;4;Kemess North;MAIN;60|61|63|64;source;source
475A0261;3;POT;SYN;BIO|MAG;N/A;Kemess North;MAIN;61|63|64;source;source
475A0261;4;PRO;UNK;CLO|EPD|CAC;N/A;Kemess North;MAIN;64;source;inferred_from_type
475A0261;5;CAZ;PST;ZEO|CAC;N/A;Kemess North;MAIN;62|63;source;codified
475A0261;6;OXI;PST;HEM|LIM;N/A;Kemess North;MAIN;62;codified;source
4767A540;1;POT;SYN;BIO|KSP|MAG;3;New Afton;MAIN;60|61;source;source
4767A540;2;POT;SYN;KSP|BIO|MAG;4;New Afton;MAIN;60|62;source;source
4767A540;3;PRO;PST;EPD|MAG|ACT|APA;N/A;New Afton;MAIN;61;source;codified
4767A540;4;PHY;PST;SER|DLM|ANK|ANH|PYR|QTZ;N/A;New Afton;MAIN;61|62;source;source
4767A540;5;PRO;PST;CLO|EPD|CAC|PYR|MAG;N/A;New Afton;MAIN;61;source;source
4767A540;6;RET;PST;CLO;N/A;New Afton;MAIN;61;source;source
477C0E93;1;CAZ;UNK;CAC;N/A;Copperwood Deposit;MAIN;64;source;source
4799BFC5;1;N/A;SYN;CUM|TUR|BER|GAR;N/A;Pontax-Lithium occurrence;MAIN;35|40|41;N/A;codified
477FD0BF;1;FEN;SYN;N/A;N/A;Central Zone;MAIN;48;codified;N/A
477FD0BF;2;OXI;UNK;HEM|GOE|LIM;3;Central Zone;MAIN;53;codified;inferred_from_type
477FD0BF;3;CAZ;UNK;CAC|DLM;N/A;Central Zone;MAIN;53;source;inferred_from_type
477FD0BF;4;DCB;UNK;N/A;N/A;Central Zone;MAIN;53;codified;N/A
479C0951;1;SPT;PRE;SRP;3;Central Moa;MAIN;40;codified;codified
479C0951;2;SUP;SYN;GOE|HEM|GIB|MAG|KAO|CLO|SRP|SME|MNO|CRM|SPN|PYX|GARN;4;Central Moa;MAIN;40|41;codified;codified
47AD8277;1;FEN;UNK;CAC|AMPH|BIO|PHL;N/A;James Bay niobium deposit;MAIN;63;codified;codified
47AD8277;2;ALZ;UNK;AMPH|PHL;N/A;James Bay niobium deposit;MAIN;66;codified;codified
47AD8277;3;CAZ;UNK;SID;N/A;James Bay niobium deposit;MAIN;67|68;codified;source
47AD8277;4;CHL;UNK;CLO;N/A;James Bay niobium deposit;MAIN;67;codified;source
47AD8277;5;FEO;UNK;HEM;N/A;James Bay niobium deposit;MAIN;72;codified;source
47E9A86E;1;SKZ;UNK;CLO|BIO|GAR;1;Rail Deposit;MAIN;43;inferred_from_minerals;source
47E9A86E;2;PRO;UNK;CLO;3;Rail Deposit;MAIN;43;source;source
47E46A45;1;POT;SYN;BIO|ACT|EPD|MAG;3;Boda;MAIN;38;source;source
47E46A45;2;POT;SYN;BIO;N/A;Boda;MAIN;38;source;source
47E46A45;3;PRO;SYN;ACT|HEM|EPD|PYR|CPY;N/A;Boda;MAIN;43;source;source
47E46A45;4;PRO;SYN;CLO|CAC|ALB|PYR;N/A;Boda;MAIN;43;source;source
47E46A45;5;PHY;PST;SER|QTZ|CAC|ALB|PYR;N/A;Boda;MAIN;43;source;source
47D1677B;1;SKZ;SYN;EPD|ZOI|TRE|WOL|PHL|GAR|CLO|DPS;N/A;Yauricocha;MAIN;32;source;codified
47D1677B;2;OXI;PST;COV|CHC|DIG;N/A;Yauricocha;MAIN;38;codified;codified
47D1677B;3;SIL;SYN;QTZ;N/A;Yauricocha;MAIN;33;source;inferred_from_type
484E09EB;1;N/A;SYN;GYP|ANH;N/A;Ochoa Project;MAIN;74;N/A;source
484E09EB;2;N/A;PST;GYP;N/A;Ochoa Project;MAIN;74;N/A;source
4855B203;1;N/A;PRE;HEM;N/A;Umfreville;MAIN;15;N/A;source
4855B203;2;ARG;PRE;KAO|ILL;N/A;Umfreville;MAIN;15;source;inferred_from_type
485DF4CC;1;FEO;UNK;HEM;1;Olary;MAIN;38;codified;source
485DF4CC;2;OXI;PST;HEM|GOE;N/A;Olary;MAIN;38|41;codified;codified
485DF4CC;3;RET;PST;CLO|BIO|CAC|MUS;4;Olary;MAIN;41;source;codified
485E610C;1;ARG;UNK;KAO|ILL|SME|CLY;N/A;TT Property;MAIN;51|52|67|69;source;codified
485E610C;3;AAH;UNK;ALN|KAO|PYF;N/A;TT Property;MAIN;67;source;source
485E610C;4;PHY;UNK;SER|MUS|ILL|SME;N/A;TT Property;MAIN;69;source;source
485E610C;5;PRO;UNK;CLO|EPD;N/A;TT Property;MAIN;45|69;source;source
48B63F8B;1;FEO;UNK;HEM;N/A;Richore Occurrence;MAIN;70;codified;source
48B63F8B;2;PRO;UNK;CLO;N/A;Richore Occurrence;MAIN;71;source;codified
48B63F8B;3;POT;UNK;BIO|KSP;N/A;Richore Occurrence;MAIN;72|116;source;inferred_from_type
48C8F36D;1;ALZ;PRE;ALB;N/A;Ajax;MAIN;75|76|79;source;source
48C8F36D;2;POT;UNK;KSP;N/A;Ajax;MAIN;75|77;source;source
48C8F36D;3;PHY;UNK;SER;1;Ajax;MAIN;77;source;source
48C8F36D;4;PRO;UNK;CLO|EPD|CAC;N/A;Ajax;MAIN;77;source;codified
48C8F36D;5;CAZ;UNK;CAC|DLM;N/A;Ajax;MAIN;77;source;inferred_from_type
48C8F36D;6;POT;UNK;BIO;N/A;Ajax;MAIN;77;source;source
48C8F36D;7;FEO;UNK;HEM;N/A;Ajax;MAIN;77;codified;source
48C8F36D;8;SPT;UNK;SRP|TAL;2;Ajax;MAIN;78;codified;codified
48DF2C42;2;OXI;PST;MNO|LIM|GOE|HEM;N/A;Kami;MAIN;122|124|125;codified;source
492F77BA;1;ARG;UNK;CLY;N/A;Hook Lake Project;MAIN;46;source;codified
492F77BA;2;TUR;UNK;TUR;3;Hook Lake Project;MAIN;18;codified;inferred_from_type
492F77BA;3;FEO;PRE;HEM;N/A;Hook Lake Project;MAIN;18;codified;source
4948CD4A;1;OXI;UNK;HEM|GOE|LIM;N/A;Nyota Prospect;MAIN;33;codified;inferred_from_type
494F28DD;1;POT;UNK;QTZ|ORT|BIO|SER;N/A;Florence deposit;MAIN;77;source;source
494F28DD;2;PHY;UNK;QTZ|SER|PYR;N/A;Florence deposit;MAIN;77;source;source
494F28DD;3;PRO;UNK;CAC|CLO|EPD;N/A;Florence deposit;MAIN;77;source;source
494F28DD;4;ARG;PST;SME|KAO|ILL;N/A;Florence deposit;MAIN;77;source;codified
494F9E42;1;FEO;PRE;HEM;N/A;Mountain Lake;MAIN;47;codified;source
494F9E42;2;SIL;PRE;QTZ;N/A;Mountain Lake;MAIN;47;source;source
494F9E42;3;POT;PRE;BIO;N/A;Mountain Lake;MAIN;47;source;source
494F9E42;4;PHY;PRE;SER|CLO;N/A;Mountain Lake;MAIN;47;source;source
494F9E42;6;SUP;PST;GOE|BAR|USM|CRN|CLY|MLC|AZU|COV;N/A;Mountain Lake;MAIN;47;codified;codified
496BFDFC;1;SCS;UNK;QTZ|SER|CLO;N/A;Debarwa;MAIN;53;source;source
496BFDFC;2;N/A;UNK;CLO|SER|QTZ;N/A;Debarwa;MAIN;54;N/A;source
496BFDFC;3;PRO;UNK;CLO|SER|QTZ;N/A;Debarwa;MAIN;54;source;source
496BFDFC;4;PHY;UNK;SER|CLO|QTZ;N/A;Debarwa;MAIN;54;source;source
496BFDFC;5;PRO;UNK;CLO|EPD|CAC|QTZ;N/A;Debarwa;MAIN;54;source;codified
496BFDFC;6;SIL;UNK;QTZ;N/A;Debarwa;MAIN;54;source;source
499A5EF8;1;OXI;UNK;HEM|GOE|LIM;N/A;Blair Property;MAIN;40|44;codified;inferred_from_type
49FDBC3B;1;SPT;UNK;SRP|MAG;N/A;Samapleu Deposits;MAIN;50;codified;codified
4A00CF06;2;SUP;PST;N/A;3;Wouterspan;MAIN;43|48;codified;N/A
4A00CF06;3;OXI;PST;HEM|GOE|LIM;N/A;Wouterspan;MAIN;61;codified;inferred_from_type
4A15D2BB;1;GRS;PRE;MUS|QTZ;N/A;Panasqueira;MAIN;43;source;source
4A15D2BB;2;POT;SYN;BIO;3;Panasqueira;MAIN;49;source;source
4A15D2BB;3;CAZ;PST;MRC|SID|GAL;N/A;Panasqueira;MAIN;51;source;codified
4A15D2BB;4;CAZ;PST;DLM|CAC;N/A;Panasqueira;MAIN;51;source;source
4A2072F6;1;PRO;UNK;CLO|EPD|CAC;N/A;Mallawa;MAIN;14|15;source;inferred_from_type
4A2072F6;2;POT;PRE;KSP|BIO|HEM|GYP;N/A;Mallawa;MAIN;15;source;source
4A2072F6;3;PHY;SYN;QTZ|SER|PYR|KAO;N/A;Mallawa;MAIN;15;source;source
4A2072F6;4;SKZ;UNK;GAR|DPS|WOL;N/A;Mallawa;MAIN;18;source;inferred_from_type
4A2072F6;5;CAZ;UNK;CAC|DLM;N/A;Mallawa;MAIN;20|21;source;inferred_from_type
4A482C37;1;SUP;SYN;HEM|GOE;N/A;Macarthur Hematite Project;MAIN;31|38;codified;source
4A565C76;1;SPT;SYN;SRP|MAG;4;Nickel Project;MAIN;25|30;codified;codified
4A565C76;2;CAZ;UNK;FER;N/A;Nickel Project;MAIN;25;source;codified
4A565C76;3;CAS;UNK;QTZ;3;Nickel Project;MAIN;25;source;source
4A587965;1;SIL;UNK;QTZ;N/A;Storm Copper Prospect;MAIN;40;source;inferred_from_type
4A587965;2;FEO;UNK;HEM;4;Storm Copper Prospect;MAIN;40;codified;source
4A587965;3;CAZ;UNK;CAC|PYR;N/A;Storm Copper Prospect;MAIN;40;source;source
