pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
603CC751;1;TORO;N/A;URU;Horseshoe and Raven;MAIN;32|44|45
60905EB1;1;TORO;N/A;N/A;Quatre Milles West;MAIN;19|20|22
60B0A237;1;TORO;N/A;N/A;Driftwood Creek magnesite deposit;MAIN;22|25|28
60B3561E;1;TARC;AG|PB|CU|MO|K|AS|ZN;EPTI|PRY;Encanto Zone;MAIN;62|64|65|66
60B1F38F;1;TORO;N/A;SKN;Gunnison;MAIN;62|64|71
60C91638;1;TSED;N/A;URN;Kaycee Project;MAIN;25|32
60CD33FA;1;TARC;N/A;CBT;Wicheeda Carbonatite;MAIN;38|39
60E4191F;1;TORO;N/A;AWN;Baptiste;MAIN;93|94|98|101
60D8EE5D;1;TARC;N/A;CBT;Wicheeda Carbonatite;MAIN;63|64
60F134C7;1;TARC;CU|MO;PRY|BXH;Redonda;MAIN;34|37|39|49
61120715;1;TUNK;CU|CO|PT|PD;MNS;Horsetrail Zone;MAIN;35|43|44|45
61205525;1;TARC;N/A;VMS;Point Leamington deposit;MAIN;26|39
61218AB5;1;TORO;V|NI|AG|ZN|MO|SE;N/A;Coosa;MAIN;66|68|78|80
6141ADF2;1;TORO;N/A;N/A;Spiragu;MAIN;20|21|23
615798EC;1;TSED;N/A;URN;Slick Rock project;MAIN;21|23|31|32
6146EE50;1;TORO;N/A;COA;Elan Coal Property;MAIN;30|36
615B72C6;1;TCRA;B|CO|CR|CU|LI|MO|PB|SB|W;URU;Patterson Lake South;MAIN;26|34|59
616809BD;1;TARC;N/A;PRY;Golpu;MAIN;80|82|104|109
6175F5F9;1;TORO;N/A;N/A;Spiragu Prospects;MAIN;17|18|21|37|47
618E5023;1;TARC;AS|ZN;PRY|SKN|BXH|EPTH;La Granja;MAIN;41|44|48|49|50|51
61BD44D7;1;TRFT;N/A;N/A;Area 1;MAIN;73|76|80|81|83
61C4BDD1;1;TARC;U;EPG;Blue Jack;MAIN;8
620F68F6;1;TORO;N/A;MAN|SDX|MVT;Mel Main Zone;MAIN;39|47|48
62409C35;1;TARC;N/A;VMS|SKN;Holt Property;MAIN;30|31|32
62476046;1;TARC;CU|AG|ZN|AS|SB;EPTH|BXH|PRY;Sinchao;MAIN;31|36|37
62497404;1;TORO;N/A;SKN;Sangdong;MAIN;44|58
626A80E8;1;TSED;N/A;EVP;Rocanville;MAIN;16|18
62555355;1;TGGT;N/A;VMS;Abcourt-Barvue;MAIN;32|40
625C16EB;1;TORO;N/A;SSC;Luishia Sud;MAIN;14|27
62802DEE;1;TRFT;U|CU|NI|AS|V;URN;Duddridge Lake;MAIN;18|19|21|26
627BB023;1;TORO;N/A;MNS;Hawk Ridge Deposits;MAIN;54|59|80
6292767F;1;TARC;AS|SB;SKN|PRY|EPTH|EPTI;AntaKori;MAIN;76|79|82|91|97|99
62A0EDA1;1;TRFT;U|MG|SR;BRN;L.G. Property Lithium Brine;MAIN;25|27|36|42
62A4475D;1;TARC;N/A;IOC|SKN|BXH;Candelaria;MAIN;47
62B9A6A1;1;TBAC;N/A;VMS;Nepisiguit A;MAIN;35|44|45
62BA563E;1;TCRA;N/A;SND;Sumner Property;MAIN;35|39|42|48
63059546;1;TORO;N/A;N/A;Jubani Prospect;MAIN;19|20|23|24|44|59
630833B8;1;TBAC;N/A;MAN|EPTH;Papomono;MAIN;93|94|103|104|108
632D4144;1;TSED;N/A;URN;Duck Creek Project;MAIN;23|29
6316A2E3;1;TARC;N/A;VMS;Tower Deposit;MAIN;121|122|135
63499A00;1;TBAC;AS|SB;IOC;Lovelock Cobalt Mine;MAIN;37|43|57
633EDBC2;1;TSED;N/A;URN;Powerline Project;MAIN;35|37|62
634F8EDD;1;TORO;N/A;PLC;Swamp Point North;MAIN;29|32
635E4B60;1;TUNK;N/A;BRN;Incahuasi Salar Brine;MAIN;37|42|43
635F4B04;1;TARC;N/A;PRY|VMS;Hook Bay;MAIN;27|28|34|36|37
63602F5B;1;TORO;HG|SB;ORO;Main Zone;MAIN;43|49|50|54
6372BEDE;1;TORO;N/A;MNS;Ntaka Hill;MAIN;15|51|68|69|71
63675312;1;TSED;V|MO|SE|CU|AG;URN;Mag Uranium project;MAIN;29|53|54
638B4494;1;N/A;N/A;N/A;San Jacinto Geothermal Field;MAIN;12
63A59023;1;TARC;N/A;VMS;Ming Mine;MAIN;56|65|66
63AA55AE;1;TRFT;U|TH;REE;Blachford Veins;MAIN;25|31|33|35|40
63B18C92;1;TCRA;N/A;N/A;Sumner;MAIN;31|37|40|46
63B20C69;1;TORO;N/A;N/A;Graphite Creek;MAIN;37|40|44|45
63CEAD47;1;TUNK;N/A;N/A;Wisner South and Southwest zones;MAIN;19|22|23|28|29
63B85FB5;1;TSED;FE|SR;MVT;N-204;MAIN;40|46|54|95
63DEC675;1;TSED;N/A;IRF;Penguin Lake;MAIN;26|38|39|40
64190BD8;1;TRFT;N/A;MNS;Halfway Lake;MAIN;47|49|65|67
643C3EB3;1;TORO;N/A;MNS;Mel deposit;MAIN;51|56|64|70
645987ED;1;TCRA;N/A;EVP;Wynyard Carnallite Project;MAIN;57
646FC9B3;1;TRFT;N/A;MNS;Maturi;MAIN;93|127
6493F468;1;TARC;N/A;SKN|MAN;El Mochito;MAIN;28|31|34
6499A626;1;TRFT;N/A;MNS;Marathon deposit;MAIN;98|147|149
6499B2B9;1;TORO;N/A;SKN;South Mountain Skarn;MAIN;57|58|61
64A8E5A6;1;TARC;CU|MO|AS;PRY;Josemaría;MAIN;89|96|108|110|111
64D25266;1;TORO;N/A;URU|IOC;Chilling Project;MAIN;19|20|22
64E55CFA;1;TSED;PB|ZN|BA|CD|CU;MAN;Song Toh and Boh Yai;MAIN;55|62|69|71
64ECA01A;1;TARC;N/A;PRY|BXH;La Verde;MAIN;42|52
64F302FD;1;TRFT;N/A;FEL|BXH;Cobalt Zone - McAra Project;MAIN;7|90|98|100|120|121
6536C3E3;1;TORO;N/A;PEG;Xuxa;MAIN;51|53|54|56|57|58
6547CF29;1;TARC;CU|AG|PB|ZN|AS|SB|BI|MO;PRY|EPTH;El Chato;MAIN;22|26|27|31|32
650E44A0;1;TCRA;CR|NI|MG|TI;KIM;Aviat Kimberlites;MAIN;25|26|30|31
65347EFC;1;TRFT;N/A;IOC|SDX;Ram;MAIN;56|65|66
658FE38B;1;TRFT;N/A;VMS|SDX;Nash Creek Deposit;MAIN;39|40
656257D7;1;TARC;MN|AS|AG|PB|ZN|CU|MO;PRY|BXH;Kabba;MAIN;29|44|45|49
6595B2B6;1;TRFT;N/A;MNS;Kaukua;MAIN;30|31|32|37|40
659A4EA7;1;TARC;N/A;IRG|MAN;Pasto Bueno;MAIN;29|36|37|39
65BC4AC7;1;TRFT;N/A;EVP;Mayumba Potash;MAIN;29|45
65C4E7C7;1;TGGT;LI|CS|RB|V|GE|GA;PEG;Pakeagama Lake pegmatite;MAIN;25|27|34|39|40
65CEB7AB;1;TRFT;N/A;COA;Stradbroke;MAIN;24|25|30|34
65D52BE5;1;TARC;N/A;N/A;Los Pumas;MAIN;19|22|24|25
65E9EE1E;1;TARC;N/A;EPG;Topley Property;MAIN;25|29
65E35C17;1;TCRA;N/A;PLC;241NC zone;MAIN;17|22|28
65EBECDE;1;TORO;N/A;GRAP;Vohitsara Project;MAIN;49|57
66051765;1;TARC;N/A;CBT;Wicheeda Carbonatite;MAIN;60|61
6610EABB;1;TCRA;CU|NI|CR|CO;MNS|ORO;Stillwater West;MAIN;38|52|64
661C48C8;1;TARC;N/A;PRY;Santa Cruz Deposit;MAIN;51|52|62
6627DE01;1;TBAC;AS;VMS;Woodlawn;MAIN;61|63|65|70|73|85
6631609B;1;TCRA;N/A;PLC;Meso-terrace gravels;MAIN;39|46
664D01F6;1;TGGT;LI|CS|TA|RB|BE|SN|B|P|F;PEG;Nemaska2 Project;MAIN;30|34|37|38
66322829;1;TARC;N/A;SWM;Nithi Mountain;MAIN;20|23
6653E30E;1;TGGT;N/A;N/A;Akanvaara;MAIN;24|33
668FBE75;1;TGGT;N/A;MNS;Riverbank;MAIN;12|14
66889C36;1;TORO;N/A;N/A;Penouta;MAIN;35|39
66946CED;1;TCRA;NI|CU|CR;MNS|STRA;Stillwater West;MAIN;36|72|78|80
66CC62FB;1;TORO;N/A;CBT;Perry River Carbonatite;MAIN;27|35|38
66D6E8C9;1;TSED;BA|PB|RB|SB|U|CU|TL|ZN|AG;SDX;Cardiac Creek;MAIN;27|35|37|47|51|52|57
66ED7DB0;1;TORO;N/A;N/A;Green Point shale;MAIN;33
6705D6E0;1;TRFT;N/A;LCL;Zeus;MAIN;20|29
672BF746;1;TGGT;N/A;PEG;Pontax West;MAIN;28|30|36|37
67369140;1;TORO;N/A;URU;GMZ;MAIN;41|42|50|53|54
67376DFA;1;TORO;N/A;PHO;Bassar Project;MAIN;22|25|26
673F70BB;1;TBAC;PB|AS|CU|ZN|SB|MO|FE;VMS;Murray Brook Deposit;MAIN;42|50|52|56|61
675C8228;1;TORO;N/A;MOX;Deposit number two;MAIN;29|38
67577AE7;1;TRFT;N/A;MNS|STRA;Tamarack South;MAIN;38|42|44|58
676404F7;1;TSED;N/A;SND;Richardson Aggregate;MAIN;34|39|44|45|47
6775C27B;1;TARC;PB|ZN;PRY|EPTH;Čukaru Peki;MAIN;28|30|31|36|38|39|48
6776E66A;1;TRFT;N/A;LCL;Basin East;MAIN;42|48|51
677A09E4;1;TARC;AG|CU|PB|ZN|AS|SB;PRY;Central Zone;MAIN;131|141|149|160
679B081B;1;TSED;N/A;IRF;LabMag;MAIN;102
6789ED15;1;TORO;AG|AS|CD|CO|MO|RE|S|SE|TH|TL|V;N/A;Ivana;MAIN;38|39|47|54|55
67ADD2AA;1;TRFT;N/A;N/A;Basin East;MAIN;61|65|69
67BCDE90;1;TRFT;N/A;STRA;Kaukua;MAIN;27|32|42
67D7DCF6;1;TORO;N/A;URU|URX;Molly Trend;MAIN;15|23|24|26
67EDECCA;1;TARC;N/A;IOC;Santo Domingo Sur;MAIN;47|62|65
68056AE6;1;N/A;N/A;LCL;Thacker Pass Deposit;MAIN;42|46|51|52
680693F3;1;TORO;N/A;GRAP;Lac Guéret Graphite Zones;MAIN;58|62|66|67
68058B9F;1;TUNK;N/A;N/A;AGS Vein;MAIN;32|44
6823B104;1;TCRA;N/A;KIM;95-2;MAIN;34|43
683A1FD9;1;TRFT;N/A;VMS;Wolf;MAIN;25|30|34
682D5038;1;TCRA;B;URU;JR zone;MAIN;40|47|49|50
68439368;1;TORO;N/A;PEG;Norrabees I;MAIN;28|29|34
684A4903;1;TRFT;CS|RB|B|W;LCL;Nevada North Lithium Project;MAIN;40|49|51|52|61|63|66
68404F20;1;TARC;N/A;VMS;Back Forty Deposit;MAIN;89|110|111
6854627B;1;TORO;N/A;N/A;Oropesa;MAIN;31|33|67|69
68596A6F;1;TARC;ZN;VMS;Coronation Trend;MAIN;22|29|30|33
686715A2;1;TORO;N/A;MNS;Selebi;MAIN;40|52
68640A74;1;TBAC;N/A;N/A;Bornite;MAIN;38|53
688D99A1;1;TARC;AS|CU|SB|AG;PRY;Main Trenched Area;MAIN;20|21|22|25|28
6881BDF4;1;TCRA;B;URU;Gryphon;MAIN;71|87|89|90
68EE0D8A;1;TSED;N/A;PHO;Tilemsi Project;MAIN;13|14
6916662A;1;TCRA;N/A;MOX;Bégin-Lamarche Phosphate Deposit;MAIN;86|88
691AB887;1;TORO;N/A;N/A;Adi Rassi;MAIN;27|40|47
690F8AD3;1;TRFT;N/A;MNS;Mesaba;MAIN;42|54
68EF9909;1;TRFT;CR|NI;STRA;Luanga;MAIN;87|91|92|93|105|106|109
6944575A;1;TSED;N/A;N/A;Section 32;MAIN;12|13
6972813C;1;TORO;N/A;COA;Upper Freeport;MAIN;22|24
69B0D199;1;TORO;N/A;COA;Palisades Coal Property;MAIN;37|39|44|48
69DA68FB;1;TRFT;N/A;URX;Anderson Project;MAIN;36|39|46
69F2C1A5;1;TCRA;N/A;MNS;Broken Hammer;MAIN;53|70|71
69F336B7;1;TORO;N/A;MAN|SKN;Taylor Deposit;MAIN;55|56|65|68
69F5A8EC;1;TCRA;N/A;IRF;Jideh Mountain;MAIN;22|25
69FFA58D;1;TSED;N/A;COA;Menzhinsky Mine;MAIN;45|51
6A041264;1;TORO;N/A;GRAP;Tony Block Graphite Mineralization;MAIN;62|63|71
6A1921F6;1;TRFT;N/A;URU;Yath Project;MAIN;23|24|33
6A239756;1;TARC;CU|MO|AG|PB|ZN;PRY;Adriana Hill;MAIN;11|22|24|29
6A6CE8BA;1;TARC;N/A;PRY|BXH;American Eagle/Keel;MAIN;34|38
6A6CE6A5;1;TARC;N/A;PRY;Red Dog Zone;MAIN;20|25|26
6A854654;1;TARC;N/A;PRY|SKN|EPTH|EPTI|EPTL;Jasperoide;MAIN;76|78|83|88|99|100|101
6AC563EB;1;TORO;SB|AS;ORO;Bald Hill;MAIN;30|36|37|49|51|53
6B04057C;1;TUNK;N/A;N/A;Broken Hammer Zone;MAIN;17|18|22|23
6B053595;1;TGGT;N/A;MNS;Ferguson Lake;MAIN;43|44|59
6B2796C0;1;TGGT;N/A;MNS;Alexo-Dundonald Project;MAIN;49|54
6B43A1BB;1;TCRA;N/A;URU;Thorburn Lake;MAIN;33|37
6B4A3D20;1;TORO;CO|CR;AWN;Nickel Project;MAIN;18|21|24|26
6B8F380A;1;TCRA;N/A;KIM;AK6;MAIN;44
6BC22AC7;1;TORO;BI|SB|TE|MO;IRG|PRY|ORO;Kopsa;MAIN;40|43
6BDC02DB;1;TARC;N/A;SKN;Bolívar;MAIN;30|37|38|39|42
6BF481D4;1;TARC;N/A;BRN;Salinas Grandes;MAIN;109|129|138|139
6C2F0883;1;TARC;N/A;COA;Bengkulu Coal Project;MAIN;38|45
6C31E84E;1;TBAC;N/A;VMS;Kona;MAIN;36|37|38|46
6C480A9D;1;TORO;N/A;GRAP;Graphite Creek;MAIN;72|78
6C479DE7;1;TRFT;N/A;CBT;Elk Creek Carbonatite;MAIN;74|85
6C73CC7F;1;TGGT;N/A;PRY;Devlin;MAIN;35|36
6C7EA58B;1;TSED;N/A;IRF;KéMag;MAIN;98|99
6C4D4B94;1;TORO;N/A;AWN;Baptiste Deposit;MAIN;16|17|23|24
6C756DAB;1;TARC;N/A;BRN;Salar Salinas Grandes;MAIN;108|128|137|138
6C8EF2FC;1;TARC;ZN|AG|SN|CU;BXH;Main Zone;MAIN;45|51|54
6C958093;1;TBAC;ZN|GE;SSC;Bornite;MAIN;63|77|78|82
6CA86521;1;TARC;PB|ZN;EPTH|PRY;Čukaru Peki;MAIN;32|35|40|42|43|46|48|52
6CC2A8E3;1;TGGT;N/A;PEG;Kaskamikaw Property;MAIN;25|30
6CBFC128;1;TBAC;CU|CO|NI|MO|AS|SB|ZN|CD|PB|HG|BA;SDX;Tom deposit;MAIN;55|70
6CCAC3D6;1;TRFT;N/A;CBT;REE Zone;MAIN;30|33|46|56
6CDA2B5F;1;TARC;CU|MO|BI|SE|TE|AS|MN|ZN;PRY;Alpala;MAIN;79|97|102
6CEDAB90;1;TORO;N/A;IRF;James Deposit;MAIN;75|78|83|84
6D00C1F4;1;TORO;N/A;COA;Gooden Creek Mine;MAIN;30|31|34
6CEE450B;1;TRFT;F|U|PB|TH;REE|CBT|PRY;Abitibi Properties;MAIN;19|20|24|25
6D1BAFCA;1;TORO;N/A;GRAP;Lac Guéret;MAIN;93|99|106|108
6D315EAB;1;TGGT;N/A;CHR;Big Daddy;MAIN;18|20|21
6D57B6E6;1;TUNK;N/A;BRN;Salar de Tolillar;MAIN;94|100
6D3768EC;1;TCRA;N/A;MOX;Bégin-Lamarche;MAIN;75|88|90
6D5F4FE4;1;TRFT;N/A;PRY|BXH;Jogran Porphyry;MAIN;57|62|67|69|70|72
6D88E5BF;1;TCRA;N/A;URN;Anfield Leases;MAIN;22|35
6D60AD77;1;TORO;RN|HE;URU;Middle Lake;MAIN;25|32|37|41|43
6DACF892;1;TARC;V|CU;EPTL|PRY;Valk Property;MAIN;29|40|41|42|43
6D9305F0;1;TRFT;CU|V|MO|AG|TL|S;URU;Dieter Lake;MAIN;12|16|17|21|22|23|24|35
6DB69E64;1;TARC;N/A;PRY;Eaglehead;MAIN;48|54|79
6DDE94F9;1;TRFT;N/A;EVP;Picadilly;MAIN;33
6DE3A9AD;1;TSED;N/A;N/A;Holbrook Basin Potash;MAIN;47|49|50
6DEEC621;1;TORO;N/A;COA;New Elk Mine Coal Seams;MAIN;38|41|58
6DF35E04;1;TBAC;N/A;VMS;ABM;MAIN;52|53|55|75
6E06C0C2;1;TRFT;N/A;PRY|BXH;Coppercorp Mine;MAIN;38|43|49|50|51|53
6E138384;1;TORO;ZN|IN|BI|AG;SKN;RC Zone;MAIN;17|24|27
6E44F514;1;TRFT;U|MO|RE;N/A;TLC Project;MAIN;19|20|23
6E6E081C;1;TORO;N/A;LAT;Araguaia Nickel Project;MAIN;67|85
6E883315;1;TRFT;N/A;EVP;Mengo Potash Deposit;MAIN;41|67|68
6EBDA3E9;1;TORO;N/A;N/A;Grande-Vallée;MAIN;104|109|110|123|127
6EBA4C46;1;TRFT;N/A;STRA;River Valley;MAIN;31|44
6F09BF70;1;TCRA;N/A;N/A;Lanigan;MAIN;23|24|28
6F0D104E;1;TARC;MO;PRY;Hobbes Zone;MAIN;15|24
6F28F62E;1;TGGT;N/A;MNS;Zara;MAIN;11|13|29
6F302956;1;TUNK;N/A;N/A;Trill Showing;MAIN;22|35|39
6F56E2D6;1;TARC;CU|ZN|PB;PRY;CuMo;MAIN;49|50|60|63
6F5DEFAD;1;N/A;N/A;URN;Section One;MAIN;15|16
6F60A301;1;TSED;N/A;COA;Kestrel Mine;MAIN;35
6FDCF564;1;TSED;N/A;BRN;Kindersley Lithium Project;MAIN;80|87|88
6F9E8B78;1;TARC;CU|AG|MO;PRY;Galaxy deposit;MAIN;15|22|25
6FEFA0C0;1;TORO;N/A;CBT;CAP Property;MAIN;18|23
6FF30AA9;1;TORO;N/A;N/A;Good Spring Property;MAIN;20|27
6FFD10AB;1;TUNK;N/A;KIM;AK6 kimberlite;MAIN;102|125
7010C112;1;TORO;SB|AG|AS;ORO;West Gore Deposit;MAIN;13|14|15|16|23
7048D460;1;TSED;N/A;SND;Blair Property;MAIN;45|52|54|55|56
70558475;1;TSED;N/A;BRN|EVP;Green Energy Project;MAIN;25|26|36
706A4EAF;1;TGGT;N/A;N/A;Ularring Hematite Project;MAIN;72|74|80
706D7B7B;1;TCRA;U|TH|PB|B;URU;Key Lake South;MAIN;25|32
7071EB28;1;TUNK;N/A;N/A;Bromley Vale Tephra;MAIN;12|13|17|18
70882C0F;1;TCRA;N/A;N/A;North Range Project;MAIN;20|21
7085C5A1;1;TSED;N/A;URN;Lost Creek Deposit;MAIN;28|36
708C65C4;1;TARC;N/A;PRY|SKN;Constancia;MAIN;80|84|90
709CF09E;1;TGGT;N/A;PEG;Rose;MAIN;68|79|80
70AAEFFF;1;TARC;N/A;PRY;Poplar Deposit;MAIN;34|42
70C93420;1;TCRA;N/A;EVP;Allan;MAIN;22|24
70D82FDD;1;TGGT;N/A;PEG;Whabouchi;MAIN;77|82
70D8EE6A;1;TRFT;N/A;LCL;Zeus claims;MAIN;18|19|28
70E4095E;1;TRFT;N/A;SSC;Cuatro Cienegas project;MAIN;35|36|20
70DDB54D;1;TUNK;MN;LAT;Syerston;MAIN;69|78
71044288;1;TPAB;N/A;BRN;Salar de Pastos Grandes;MAIN;55|64|65
71051547;1;TARC;N/A;IOC;Marimaca;MAIN;78|79|80|84|87|88
7110A45C;1;TBAC;N/A;PRY;Davidson deposit;MAIN;73
711ED7B7;1;TORO;N/A;MNS;Iron Lake Complex;MAIN;12|13
71199862;1;TORO;N/A;N/A;Cominex Project;MAIN;23|30
712D6DAF;1;TTRN;N/A;BRN|LCL;Clayton Valley Lithium Project;MAIN;19|24
7146439B;1;TARC;N/A;VMS;Little Deer;MAIN;24|25|29
7152D1AF;1;TRFT;N/A;LCL;TLC Property;MAIN;48|54
71663D15;1;TARC;CU|AS|PB|ZN|AG|SB|MN|MO;PRY|SKN|BXH;Sunnyside Porphyry;MAIN;29|33|35|41|47|48
71936E85;1;TSED;N/A;EVP;Rocanville;MAIN;23|24|26
717A8CD2;1;TGGT;N/A;MNS|CHR;Puddy-Chrome;MAIN;44|53|54|55
719895B0;1;TGGT;N/A;MNS;Dumont;MAIN;72|102
71C8B766;1;TSED;ZN|NI|PB|CO|AS|MN|SB|AG|BA|CU;VMS|SDX;Tell Gossan Corridor;MAIN;10|13|17|18|19
71D9BEA3;1;TORO;N/A;N/A;Hibbing Taconite Deposit;MAIN;46|58
71DA8C30;1;TARC;AS|BA|CU|HG|PB|SB|SN|ZN;VMS;La Romanera;MAIN;30|41|43
71C9C6C8;1;TBAC;N/A;VMS;Aripuanã;MAIN;46|51
71D00ADB;1;TGGT;N/A;MOX;Baie Magnetite;MAIN;30|34
71DF8369;1;TUNK;N/A;N/A;Kansanshi;MAIN;52|59
71E47A99;1;N/A;N/A;N/A;Trill Showing;MAIN;28|40|44
71E6AC39;1;TSED;PB|ZN|AG|BA|FE|CD|SN|TL|HG|S|IN|GA|PD;SDX;Cardiac Creek;MAIN;26|33|34|35|44|45
71F58259;1;TSED;N/A;IRF;Parallel Canyon;MAIN;30|33|40
71EA9A8C;1;TCRA;PB|MO|NI|CU|CO|CR|BA|AS;URU|URX;Black Bay Project;MAIN;33|44|47|48|50
71FD9257;1;TGGT;BE|SN|RB|CS|TA|NB;PEG;Mt Cattlin;MAIN;109|121|124
720255FA;1;TORO;N/A;N/A;Carmacks Copper;MAIN;26|29|34
7215A62F;1;TARC;ZN|CU|PB|BA;VMS;Lemarchant Deposit;MAIN;36|46|48|51
7203A993;1;TRFT;N/A;MNS;Marathon Deposit;MAIN;85|143
722A880F;1;TRFT;N/A;SDX;Monroe;MAIN;16|17|22
72415060;1;TSED;N/A;URN;Nine Mile Lake;MAIN;21|24
7233C1F8;1;TORO;N/A;STRA;Pedra Branca;MAIN;50|58|60
724525EE;1;TGGT;N/A;MNS;Dumont;MAIN;69|91
72782BB0;1;TARC;CU|MO|AG;PRY;Lorna Stock;MAIN;23|33|34|35
726558CE;1;TBAC;N/A;VMS;Key Anacon;MAIN;44|51|62
72C11ED5;1;TORO;N/A;MNS;Samapleu and Grata;MAIN;71|80
72CF8B5F;1;TARC;N/A;SKN|IOC;Pumpkin Hollow;MAIN;68|71|73
72E05970;1;TCRA;U|NI|AS|CO|B|CU|MO|PB|ZN|V;URU;Geiger Project;MAIN;26|28|29
72E4C885;1;TORO;N/A;SIS;Langis;MAIN;26|29|34
72FFE2C9;1;TARC;TH|U;REE;Peak REE Project;MAIN;50|59
72F81930;1;TARC;N/A;PRY;Huckleberry;MAIN;36|40|42
7300A856;1;TARC;N/A;VMS;McIlvenna Bay;MAIN;83|91|96
73122EE2;1;TRFT;N/A;MNS;East Bull Palladium Deposit;MAIN;44|54
7330FD25;1;TRFT;N/A;MNS;Serpentine Deposit;MAIN;42|45|53|56
7332EFDA;1;TCRA;N/A;PLC;Minastyc;MAIN;19|20|22|40
7336FA0A;1;TBAC;N/A;PRY;Davidson deposit;MAIN;36|40|43
73639479;1;TSED;ZN|PB;MAN;Lone Mountain;MAIN;33|42|43
735B5019;1;TORO;CO|CR;AWN;Grid Nickel Project;MAIN;21|23|24|27|28|29
73645790;1;TGGT;N/A;SKN;Skarn Zone;MAIN;14|35|45|48
7369A74E;1;TARC;F|PB|ZN|AS|U|BE;REE;Round Top Peak;MAIN;37|49|52
736D17B9;1;TORO;N/A;SKN|PRY;Sullipek;MAIN;29|31|34
73908915;1;TSED;ZN|PB|CU|AS|BA|AG|CD|HG|GE;MVT;Kilbricken;MAIN;41|42|44|45|48|50
739E1E25;1;TSED;N/A;N/A;Daneros;MAIN;13|14|18
73D1324E;1;TORO;TH|U;PEG;B & A Property;MAIN;12|13|19
73B08540;1;TBAC;N/A;VMS|IRG;Porcupine Property;MAIN;17|21|23|24|35
73E65BF2;1;TCRA;N/A;KIM;Diavik Kimberlite Pipes;MAIN;28|31|32|36
73EB463E;1;N/A;N/A;PRY|BXH|EPTI;Kharmagtai;MAIN;12
73E6ECCA;1;N/A;N/A;N/A;NORI Polymetallic Nodules;MAIN;47|49|51
741417D1;1;TORO;LI|CS|TA|RB|NB;PEG;White Willow;MAIN;36
73EFF913;1;TORO;N/A;COA;Gordon Creek area;MAIN;23|26|33
74043B70;1;TRFT;CU|MO|AS|SB;SDX;Buckton Mineralized Zone;MAIN;57|58|60|61|62|64
743B957D;1;TSED;N/A;URN;Dewey-Burdock Project;MAIN;46|57
743E3106;1;TRFT;N/A;BRN;Sevier Lake;MAIN;37|40
7458997D;1;TORO;N/A;SIS;Langis;MAIN;27|35
7458F7D2;1;TCRA;N/A;MNS|STRA;Platreef;MAIN;121|143|158|159
74A423AA;1;TGGT;N/A;MOX;BlackRock Project;MAIN;132|133|135|171
74AC0B66;1;TCRA;N/A;KIM;Kahuna kimberlite;MAIN;28|36|42
74AE9878;1;TUNK;NI|CU;MNS;Uitloop II;MAIN;67|82|88|89|93
74BFFD4C;1;TGGT;NI|CU|CO|PGE;MNS;Angliers Project;MAIN;29|38|39
74B3AAF0;1;TARC;N/A;PRY;Yerington Deposit;MAIN;94|95|97|105
75052BB2;1;TSED;N/A;BRN;Duperow Aquifer;MAIN;31|36
74CAA269;1;TGGT;N/A;MNS;Ultramafic Sill complex;MAIN;24|51|52|53
75188515;1;TORO;CU|AS|U;IOC;Kitumba;MAIN;47|51|54|63|64|70|76
75314B31;1;TARC;N/A;PRY;Poplar Deposit;MAIN;34|43
7523E0D6;1;TARC;N/A;SKN|IOC;Pumpkin Hollow;MAIN;74|77|78|80
75336171;1;TARC;CU|AG|MO|AS|BI|W|CO|U;SKN|EPTH;Mabilo;MAIN;25|29|34|36
753CA283;1;TARC;N/A;PRY;Yerington Copper Deposit;MAIN;87|88|96
75517B16;1;TORO;N/A;GRAP;Molo;MAIN;63|67|69|77
75520CA6;1;TARC;CO|FE|MO|NI|V|BI|S|U|ZN|TE;IOC;Chirsposo Zone;MAIN;77|81|83|89|95|96|97|100
75973F64;1;TGGT;N/A;MNS;Reid Deposit;MAIN;63|69|71
75A0E7AE;1;TARC;CU|MO|AS|SB|SE|BI|W;PRY|BXH;Elsiar Porphyry System;MAIN;12|15|17|18|19|21
75D9726B;1;TRFT;AS|ZN;SSC;Kamoa;MAIN;125|171|172|173
75E37186;1;TORO;N/A;IOC;Neil;MAIN;35|45|46
75DE50E1;1;TARC;MO;PRY|SKN|EPTH;Donje Nevlje;MAIN;15|16|20|23|26
761F33D3;1;TBAC;PB|AS|CU|ZN|SB|MO;VMS;Murray Brook;MAIN;22|28|32
765E8AA8;1;TCRA;U|NI|CO|CU|AS|B;URU;Murphy Lake;MAIN;45|48|52|53
7606CB22;1;TORO;RE;SKN;Moland deposit;MAIN;25|26|31|32
767E0AF9;1;TRFT;N/A;SDX;Soap Gulch;MAIN;22|23
76C86774;1;TSED;N/A;PHO;Farim;MAIN;40|112|121
76CBA8F6;1;TSED;N/A;SND;Nonda;MAIN;43|47
76FC70C4;1;TRFT;N/A;BRN;Clayton Valley South;MAIN;30|37
7728478B;1;TCRA;N/A;SND;Blair Property;MAIN;39|40|45|48|49
7701D950;1;TORO;N/A;SWM;East Kemptville;MAIN;66|67|68|77
77089CB9;1;TCRA;N/A;URU;Mitchell Lake Property;MAIN;15|17|20|21
773AEDA8;1;TORO;N/A;REE;Kipawa deposit;MAIN;41|54
77A281A3;1;TCRA;N/A;EVP;Cory;MAIN;15|16
