pdf_hash;survey_id;survey_class;geophysics_type;target_name;target_role;evidence_pages
603CC751;4;GPH;IP;Horseshoe and Raven;MAIN;50
603CC751;5;GPH;RAD;Horseshoe and Raven;MAIN;50
60905EB1;1;GPH;EM;Quatre Milles West;MAIN;19
60B1F38F;3;GPH;SES;Gunnison;MAIN;72
60B1F38F;4;GPH;WLOG;Gunnison;MAIN;72
60E4191F;1;GPH;AMAG;Baptiste;MAIN;106
60E4191F;4;GPH;IP;Baptiste;MAIN;108|111|112
60E4191F;5;GPH;RES;Baptiste;MAIN;108|110|111|112
60E4191F;6;GPH;GMAG;Baptiste;MAIN;109|110|111|113
60E4191F;9;GPH;RAD;Baptiste;MAIN;110|111
60E4191F;11;GPH;EM;Baptiste;MAIN;111
60E4191F;12;GPH;GRV;Baptiste;MAIN;110|112
60E4191F;13;GPH;WLOG;Baptiste;MAIN;110|112
60D8EE5D;1;GPH;GMAG;Wicheeda Carbonatite;MAIN;66
60D8EE5D;2;GPH;RAD;Wicheeda Carbonatite;MAIN;66
60D8EE5D;3;GPH;AMAG;Wicheeda Carbonatite;MAIN;71
60F134C7;1;GPH;GMAG;Redonda;MAIN;46
60F134C7;2;GPH;RAD;Redonda;MAIN;46
61120715;1;GPH;EM;Horsetrail Zone;MAIN;45|46
61120715;2;GPH;AMAG;Horsetrail Zone;MAIN;45
61120715;3;GPH;GMAG;Horsetrail Zone;MAIN;46
61120715;5;GPH;VLF;Horsetrail Zone;MAIN;46
61120715;6;GPH;SES;Horsetrail Zone;MAIN;47
61205525;1;GPH;AMAG;Point Leamington deposit;MAIN;29
61218AB5;1;GPH;EM;Coosa;MAIN;87
61218AB5;2;GPH;AMAG;Coosa;MAIN;87|89
61218AB5;3;GPH;RAD;Coosa;MAIN;87
6141ADF2;1;GPH;SES;Spiragu;MAIN;20|21|26
615B72C6;1;GPH;EM;Patterson Lake South;MAIN;44|45|52|59
615B72C6;2;GPH;AMAG;Patterson Lake South;MAIN;44|45|59
615B72C6;3;GPH;RAD;Patterson Lake South;MAIN;44|59
615B72C6;4;GPH;SP;Patterson Lake South;MAIN;44
615B72C6;5;GPH;RES;Patterson Lake South;MAIN;45|48|59
616809BD;1;GPH;IP;Golpu;MAIN;112
616809BD;2;GPH;EM;Golpu;MAIN;112
616809BD;3;GPH;AMAG;Golpu;MAIN;112
616809BD;4;GPH;GMAG;Golpu;MAIN;112
616809BD;5;GPH;SP;Golpu;MAIN;112
616809BD;6;GPH;MT;Golpu;MAIN;112
6175F5F9;1;GPH;SES;Spiragu Prospects;MAIN;28|52
618E5023;2;GPH;AMAG;La Granja;MAIN;53
618E5023;3;GPH;IP;La Granja;MAIN;53
618E5023;4;GPH;RAD;La Granja;MAIN;53
618E5023;5;GPH;SWIR;La Granja;MAIN;53
61C4BDD1;1;GPH;RAD;Blue Jack;MAIN;8
62409C35;1;GPH;AMAG;Holt Property;MAIN;32|33|34|41
62497404;1;GPH;AMAG;Sangdong;MAIN;60
626A80E8;1;GPH;SES;Rocanville;MAIN;18|19
62555355;1;GPH;EM;Abcourt-Barvue;MAIN;33|34
62555355;2;GPH;UNS;Abcourt-Barvue;MAIN;34
62555355;3;GPH;GRV;Abcourt-Barvue;MAIN;34
625C16EB;1;GPH;EM;Luishia Sud;MAIN;19
62802DEE;1;GPH;EM;Duddridge Lake;MAIN;17|26|33
62802DEE;2;GPH;AMAG;Duddridge Lake;MAIN;26
627BB023;1;GPH;EM;Hawk Ridge Deposits;MAIN;83|85
627BB023;3;GPH;GMAG;Hawk Ridge Deposits;MAIN;85
627BB023;4;GPH;VLF;Hawk Ridge Deposits;MAIN;88
6292767F;2;GPH;IP;AntaKori;MAIN;101
6292767F;3;GPH;RES;AntaKori;MAIN;101
6292767F;4;GPH;GMAG;AntaKori;MAIN;101
6292767F;5;GPH;SP;AntaKori;MAIN;101
6292767F;6;GPH;SWIR;AntaKori;MAIN;102|103
62A0EDA1;1;GPH;RES;L.G. Property Lithium Brine;MAIN;52
62A0EDA1;2;GPH;GRV;L.G. Property Lithium Brine;MAIN;27
62A0EDA1;3;GPH;SES;L.G. Property Lithium Brine;MAIN;27
62A4475D;1;GPH;IP;Candelaria;MAIN;54
62A4475D;2;GPH;GRV;Candelaria;MAIN;54
62A4475D;3;GPH;EM;Candelaria;MAIN;54
62BA563E;1;GPH;RAD;Sumner Property;MAIN;52|53
62BA563E;2;GPH;EM;Sumner Property;MAIN;52|53
62BA563E;3;GPH;RES;Sumner Property;MAIN;52|53
63059546;1;GPH;SES;Jubani Prospect;MAIN;31|32|33|58
630833B8;1;GPH;IP;Papomono;MAIN;110
630833B8;2;GPH;AMAG;Papomono;MAIN;90|91|110
632D4144;1;GPH;UNS;Duck Creek Project;MAIN;31
6316A2E3;1;GPH;EM;Tower Deposit;MAIN;140
63499A00;1;GPH;AMAG;Lovelock Cobalt Mine;MAIN;52|53
63499A00;2;GPH;IP;Lovelock Cobalt Mine;MAIN;53|62
633EDBC2;1;GPH;SES;Powerline Project;MAIN;66|67
633EDBC2;2;GPH;WLOG;Powerline Project;MAIN;57|58|60|70|74
633EDBC2;4;GPH;RES;Powerline Project;MAIN;60|71
633EDBC2;5;GPH;SP;Powerline Project;MAIN;60
634F8EDD;1;GPH;SES;Swamp Point North;MAIN;33|34|35
635E4B60;1;GPH;EM;Incahuasi Salar Brine;MAIN;47|49|50|51|52
635E4B60;2;GPH;MT;Incahuasi Salar Brine;MAIN;52|53|54|55|56|57
635F4B04;1;GPH;AMAG;Hook Bay;MAIN;29|30
6372BEDE;1;GPH;AMAG;Ntaka Hill;MAIN;72|73|77
6372BEDE;2;GPH;RAD;Ntaka Hill;MAIN;72|73|77
6372BEDE;3;GPH;EM;Ntaka Hill;MAIN;72|73|74
638B4494;1;GPH;MT;San Jacinto Geothermal Field;MAIN;25
63A59023;1;GPH;EM;Ming Mine;MAIN;69
63A59023;2;GPH;IP;Ming Mine;MAIN;71
63A59023;3;GPH;RES;Ming Mine;MAIN;71
63A59023;4;GPH;MT;Ming Mine;MAIN;71
63AA55AE;1;GPH;AMAG;Blachford Veins;MAIN;35|43
63AA55AE;2;GPH;RAD;Blachford Veins;MAIN;40|44
63B18C92;1;GPH;RAD;Sumner;MAIN;50|51
63B18C92;2;GPH;EM;Sumner;MAIN;50|51
63B18C92;3;GPH;RES;Sumner;MAIN;50|51
63B20C69;1;GPH;EM;Graphite Creek;MAIN;42|55|57|58
63B20C69;2;GPH;AMAG;Graphite Creek;MAIN;42|55|59
63CEAD47;1;GPH;IP;Wisner South and Southwest zones;MAIN;22|34|35
63CEAD47;2;GPH;EM;Wisner South and Southwest zones;MAIN;23|34|35
63CEAD47;3;GPH;GMAG;Wisner South and Southwest zones;MAIN;34
63B85FB5;1;GPH;IP;N-204;MAIN;90|92|93
63B85FB5;2;GPH;SES;N-204;MAIN;90|93
63B85FB5;3;GPH;GRV;N-204;MAIN;90|93
63B85FB5;4;GPH;EM;N-204;MAIN;91|94
63B85FB5;5;GPH;AMAG;N-204;MAIN;91|94
63DEC675;1;GPH;AMAG;Penguin Lake;MAIN;33|34
64190BD8;1;GPH;AMAG;Halfway Lake;MAIN;69|74
64190BD8;2;GPH;EM;Halfway Lake;MAIN;74
643C3EB3;1;GPH;EM;Mel deposit;MAIN;72
643C3EB3;2;GPH;AMAG;Mel deposit;MAIN;72
645987ED;1;GPH;SES;Wynyard Carnallite Project;MAIN;70|71|88
646FC9B3;1;GPH;EM;Maturi;MAIN;129
646FC9B3;2;GPH;GMAG;Maturi;MAIN;129
646FC9B3;3;GPH;IP;Maturi;MAIN;129
646FC9B3;4;GPH;SP;Maturi;MAIN;129
646FC9B3;5;GPH;GRV;Maturi;MAIN;129
646FC9B3;6;GPH;MT;Maturi;MAIN;129
6499A626;1;GPH;SES;Marathon deposit;MAIN;99|151
6499A626;2;GPH;AMAG;Marathon deposit;MAIN;101
6499A626;3;GPH;MT;Marathon deposit;MAIN;152
6499A626;4;GPH;EM;Marathon deposit;MAIN;151|152
64A8E5A6;2;GPH;IP;Josemaría;MAIN;111
64A8E5A6;3;GPH;MT;Josemaría;MAIN;111
64D25266;1;GPH;RAD;Chilling Project;MAIN;22
64E55CFA;2;GPH;AMAG;Song Toh and Boh Yai;MAIN;63|65
64E55CFA;3;GPH;RAD;Song Toh and Boh Yai;MAIN;63|67
64E55CFA;4;GPH;IP;Song Toh and Boh Yai;MAIN;63|72
64ECA01A;1;GPH;AMAG;La Verde;MAIN;46
64ECA01A;2;GPH;EM;La Verde;MAIN;46
64ECA01A;3;GPH;GMAG;La Verde;MAIN;46
64ECA01A;4;GPH;IP;La Verde;MAIN;46|54
64F302FD;1;GPH;AMAG;Cobalt Zone - McAra Project;MAIN;123|132
64F302FD;2;GPH;RAD;Cobalt Zone - McAra Project;MAIN;123|132|136|137
64F302FD;4;GPH;EM;Cobalt Zone - McAra Project;MAIN;132|134
64F302FD;5;GPH;GMAG;Cobalt Zone - McAra Project;MAIN;132|136|137|138|139
64F302FD;6;GPH;IP;Cobalt Zone - McAra Project;MAIN;132|134|135|136|138
64F302FD;7;GPH;VLF;Cobalt Zone - McAra Project;MAIN;132|138
6547CF29;1;GPH;IP;El Chato;MAIN;30|45
6547CF29;4;GPH;SWIR;El Chato;MAIN;30|39
650E44A0;1;GPH;AMAG;Aviat Kimberlites;MAIN;25|31|32|37
650E44A0;2;GPH;GMAG;Aviat Kimberlites;MAIN;25|31|32|37
650E44A0;3;GPH;EM;Aviat Kimberlites;MAIN;25|31|32|37
658FE38B;1;GPH;EM;Nash Creek Deposit;MAIN;37
658FE38B;2;GPH;GRV;Nash Creek Deposit;MAIN;37
656257D7;1;GPH;AMAG;Kabba;MAIN;47
656257D7;2;GPH;IP;Kabba;MAIN;47|48
656257D7;3;GPH;GRV;Kabba;MAIN;47|48
656257D7;4;GPH;MT;Kabba;MAIN;47|48
656257D7;5;GPH;SES;Kabba;MAIN;47|48
65BC4AC7;1;GPH;SES;Mayumba Potash;MAIN;46
65C4E7C7;1;GPH;VLF;Pakeagama Lake pegmatite;MAIN;38
65C4E7C7;2;GPH;GMAG;Pakeagama Lake pegmatite;MAIN;38
65CEB7AB;1;GPH;RAD;Stradbroke;MAIN;34|36
65E9EE1E;1;GPH;IP;Topley Property;MAIN;30
65E9EE1E;2;GPH;UNS;Topley Property;MAIN;28
65E35C17;1;GPH;AMAG;241NC zone;MAIN;17
65EBECDE;1;GPH;GMAG;Vohitsara Project;MAIN;63
65EBECDE;2;GPH;EM;Vohitsara Project;MAIN;63
6610EABB;1;GPH;IP;Stillwater West;MAIN;63|67|70
6610EABB;2;GPH;EM;Stillwater West;MAIN;67|68
6610EABB;3;GPH;GMAG;Stillwater West;MAIN;67|73
6610EABB;4;GPH;AMAG;Stillwater West;MAIN;68|73
661C48C8;1;GPH;GRV;Santa Cruz Deposit;MAIN;65|67
661C48C8;2;GPH;GMAG;Santa Cruz Deposit;MAIN;65|69
661C48C8;3;GPH;SES;Santa Cruz Deposit;MAIN;65|72
661C48C8;4;GPH;IP;Santa Cruz Deposit;MAIN;65|70
661C48C8;5;GPH;MT;Santa Cruz Deposit;MAIN;67
6627DE01;1;GPH;EM;Woodlawn;MAIN;74|79
664D01F6;1;GPH;AMAG;Nemaska2 Project;MAIN;34|36
66322829;1;GPH;AMAG;Nithi Mountain;MAIN;22|25
66322829;2;GPH;EM;Nithi Mountain;MAIN;25
66322829;3;GPH;RAD;Nithi Mountain;MAIN;25
6653E30E;1;GPH;AMAG;Akanvaara;MAIN;29|30
668FBE75;1;GPH;GRV;Riverbank;MAIN;15
668FBE75;2;GPH;AMAG;Riverbank;MAIN;15
668FBE75;3;GPH;EM;Riverbank;MAIN;15
66889C36;1;GPH;IP;Penouta;MAIN;41
66946CED;1;GPH;EM;Stillwater West;MAIN;81
66946CED;2;GPH;AMAG;Stillwater West;MAIN;81
66946CED;3;GPH;GMAG;Stillwater West;MAIN;81|86
66946CED;4;GPH;IP;Stillwater West;MAIN;81|84
66946CED;5;GPH;GRV;Stillwater West;MAIN;78
66946CED;6;GPH;SWIR;Stillwater West;MAIN;81
66CC62FB;1;GPH;VLF;Perry River Carbonatite;MAIN;41|51
66CC62FB;2;GPH;GMAG;Perry River Carbonatite;MAIN;51
66D6E8C9;1;GPH;EM;Cardiac Creek;MAIN;58
66D6E8C9;2;GPH;AMAG;Cardiac Creek;MAIN;58
66D6E8C9;3;GPH;GRV;Cardiac Creek;MAIN;59
67369140;1;GPH;EM;GMZ;MAIN;53|60|62|65|67|68
67369140;2;GPH;AMAG;GMZ;MAIN;53|60|62|63|64
67369140;3;GPH;GMAG;GMZ;MAIN;62|63
67369140;7;GPH;RAD;GMZ;MAIN;71
67376DFA;1;GPH;RAD;Bassar Project;MAIN;26
673F70BB;1;GPH;GRV;Murray Brook Deposit;MAIN;54
673F70BB;2;GPH;EM;Murray Brook Deposit;MAIN;54
673F70BB;3;GPH;AMAG;Murray Brook Deposit;MAIN;54
675C8228;1;GPH;UNS;Deposit number two;MAIN;33|34
67577AE7;1;GPH;AMAG;Tamarack South;MAIN;59
67577AE7;2;GPH;EM;Tamarack South;MAIN;59|60|61
67577AE7;3;GPH;IP;Tamarack South;MAIN;59
67577AE7;4;GPH;GRV;Tamarack South;MAIN;59|61
67577AE7;5;GPH;SES;Tamarack South;MAIN;59|61
67577AE7;6;GPH;MT;Tamarack South;MAIN;59|61
676404F7;1;GPH;AMAG;Richardson Aggregate;MAIN;34
676404F7;2;GPH;GPR;Richardson Aggregate;MAIN;47|49
676404F7;3;GPH;EM;Richardson Aggregate;MAIN;47|50
676404F7;4;GPH;GMAG;Richardson Aggregate;MAIN;47|50
6775C27B;1;GPH;GMAG;Čukaru Peki;MAIN;44
6775C27B;2;GPH;GRV;Čukaru Peki;MAIN;44
6775C27B;3;GPH;MT;Čukaru Peki;MAIN;44
6775C27B;4;GPH;SES;Čukaru Peki;MAIN;45
6776E66A;1;GPH;SES;Basin East;MAIN;52|54
6776E66A;2;GPH;GPR;Basin East;MAIN;52|57
677A09E4;2;GPH;IP;Central Zone;MAIN;173
677A09E4;3;GPH;GMAG;Central Zone;MAIN;177
679B081B;1;GPH;AMAG;LabMag;MAIN;103
679B081B;2;GPH;VLF;LabMag;MAIN;103
679B081B;3;GPH;GMAG;LabMag;MAIN;103
679B081B;4;GPH;GRV;LabMag;MAIN;103
679B081B;5;GPH;EM;LabMag;MAIN;103
6789ED15;1;GPH;RES;Ivana;MAIN;63|64
6789ED15;2;GPH;IP;Ivana;MAIN;63|64|66
6789ED15;3;GPH;RAD;Ivana;MAIN;64
67ADD2AA;1;GPH;SES;Basin East;MAIN;66|72|73|74
67ADD2AA;2;GPH;EM;Basin East;MAIN;74|75|76|77|78
67ADD2AA;3;GPH;GRV;Basin East;MAIN;79|80
67D7DCF6;1;GPH;EM;Molly Trend;MAIN;20
67EDECCA;1;GPH;IP;Santo Domingo Sur;MAIN;69|71
67EDECCA;2;GPH;GRV;Santo Domingo Sur;MAIN;70|71
67EDECCA;3;GPH;AMAG;Santo Domingo Sur;MAIN;70|71
68056AE6;1;GPH;RAD;Thacker Pass Deposit;MAIN;53
68056AE6;4;GPH;SES;Thacker Pass Deposit;MAIN;53|54|55
680693F3;1;GPH;EM;Lac Guéret Graphite Zones;MAIN;58
680693F3;2;GPH;AMAG;Lac Guéret Graphite Zones;MAIN;58
68058B9F;1;GPH;GMAG;AGS Vein;MAIN;49|53
68058B9F;2;GPH;EM;AGS Vein;MAIN;49|59
6823B104;1;GPH;AMAG;95-2;MAIN;50
6823B104;2;GPH;EM;95-2;MAIN;50
683A1FD9;1;GPH;AMAG;Wolf;MAIN;35|36
683A1FD9;2;GPH;EM;Wolf;MAIN;35|36
682D5038;1;GPH;EM;JR zone;MAIN;52|53
682D5038;2;GPH;RES;JR zone;MAIN;52|53
682D5038;4;GPH;MT;JR zone;MAIN;52|53
682D5038;5;GPH;AMAG;JR zone;MAIN;52|53
684A4903;1;GPH;RES;Nevada North Lithium Project;MAIN;69
684A4903;2;GPH;EM;Nevada North Lithium Project;MAIN;69
68404F20;1;GPH;EM;Back Forty Deposit;MAIN;112|114|116
68404F20;2;GPH;AMAG;Back Forty Deposit;MAIN;112|114
68404F20;3;GPH;GMAG;Back Forty Deposit;MAIN;112|114|116
68404F20;4;GPH;GRV;Back Forty Deposit;MAIN;112|114|116
6854627B;1;GPH;IP;Oropesa;MAIN;69
6854627B;2;GPH;GMAG;Oropesa;MAIN;69
6854627B;3;GPH;EM;Oropesa;MAIN;70
6854627B;4;GPH;AMAG;Oropesa;MAIN;70
686715A2;1;GPH;EM;Selebi;MAIN;54|55|56
68640A74;1;GPH;AMAG;Bornite;MAIN;54
68640A74;2;GPH;EM;Bornite;MAIN;54
68640A74;3;GPH;RAD;Bornite;MAIN;54
68640A74;4;GPH;IP;Bornite;MAIN;57|58
68640A74;5;GPH;MT;Bornite;MAIN;57
68640A74;6;GPH;GRV;Bornite;MAIN;61
688D99A1;1;GPH;AMAG;Main Trenched Area;MAIN;21
6881BDF4;1;GPH;IP;Gryphon;MAIN;93|94
6881BDF4;2;GPH;EM;Gryphon;MAIN;93
6881BDF4;3;GPH;GRV;Gryphon;MAIN;93|94
6881BDF4;4;GPH;UNS;Gryphon;MAIN;94
6881BDF4;5;GPH;AMAG;Gryphon;MAIN;94
6881BDF4;6;GPH;RAD;Gryphon;MAIN;94
68EE0D8A;3;GPH;SWIR;Tilemsi Project;MAIN;15
6916662A;1;GPH;AMAG;Bégin-Lamarche Phosphate Deposit;MAIN;96
691AB887;1;GPH;EM;Adi Rassi;MAIN;42|43
691AB887;2;GPH;AMAG;Adi Rassi;MAIN;42|43
691AB887;3;GPH;GRV;Adi Rassi;MAIN;42|44
691AB887;4;GPH;IP;Adi Rassi;MAIN;42|44
691AB887;5;GPH;MT;Adi Rassi;MAIN;42|45
690F8AD3;2;GPH;EM;Mesaba;MAIN;56
690F8AD3;3;GPH;GMAG;Mesaba;MAIN;56
690F8AD3;4;GPH;SP;Mesaba;MAIN;56
690F8AD3;5;GPH;RES;Mesaba;MAIN;56
690F8AD3;6;GPH;RAD;Mesaba;MAIN;56
690F8AD3;7;GPH;IP;Mesaba;MAIN;56
690F8AD3;9;GPH;WLOG;Mesaba;MAIN;56
68EF9909;1;GPH;AMAG;Luanga;MAIN;85|115
68EF9909;2;GPH;RAD;Luanga;MAIN;85|87
68EF9909;3;GPH;EM;Luanga;MAIN;85|86|113|114|115
68EF9909;4;GPH;IP;Luanga;MAIN;113
68EF9909;6;GPH;GMAG;Luanga;MAIN;114
68EF9909;7;GPH;GRV;Luanga;MAIN;114
6972813C;1;GPH;WLOG;Upper Freeport;MAIN;26
69B0D199;1;GPH;UNS;Palisades Coal Property;MAIN;52
69F2C1A5;1;GPH;EM;Broken Hammer;MAIN;91
69F2C1A5;2;GPH;IP;Broken Hammer;MAIN;91
69F5A8EC;1;GPH;AMAG;Jideh Mountain;MAIN;27
69FFA58D;1;GPH;UNS;Menzhinsky Mine;MAIN;58
6A041264;1;GPH;EM;Tony Block Graphite Mineralization;MAIN;73|74|75|77|78
6A041264;2;GPH;AMAG;Tony Block Graphite Mineralization;MAIN;73|77
6A1921F6;1;GPH;MT;Yath Project;MAIN;34
6A1921F6;2;GPH;VLF;Yath Project;MAIN;34
6A1921F6;3;GPH;AMAG;Yath Project;MAIN;34
6A239756;1;GPH;IP;Adriana Hill;MAIN;10|35
6A239756;2;GPH;AMAG;Adriana Hill;MAIN;35
6A239756;3;GPH;EM;Adriana Hill;MAIN;35
6A6CE6A5;1;GPH;SWIR;Red Dog Zone;MAIN;18
6A854654;1;GPH;GMAG;Jasperoide;MAIN;104|105
6A854654;2;GPH;IP;Jasperoide;MAIN;104|105|113
6A854654;4;GPH;AMAG;Jasperoide;MAIN;104|110
6A854654;5;GPH;RAD;Jasperoide;MAIN;104|110
6A854654;6;GPH;MT;Jasperoide;MAIN;105|115
6AC563EB;1;GPH;AMAG;Bald Hill;MAIN;43
6AC563EB;2;GPH;EM;Bald Hill;MAIN;43
6AC563EB;3;GPH;VLF;Bald Hill;MAIN;47|52|55
6AC563EB;4;GPH;IP;Bald Hill;MAIN;41|60
6B04057C;1;GPH;EM;Broken Hammer Zone;MAIN;24
6B04057C;2;GPH;IP;Broken Hammer Zone;MAIN;25
6B053595;1;GPH;GMAG;Ferguson Lake;MAIN;61
6B053595;2;GPH;VLF;Ferguson Lake;MAIN;61
6B053595;3;GPH;EM;Ferguson Lake;MAIN;65|66
6B2796C0;1;GPH;GMAG;Alexo-Dundonald Project;MAIN;55
6B2796C0;2;GPH;EM;Alexo-Dundonald Project;MAIN;56
6B43A1BB;1;GPH;RES;Thorburn Lake;MAIN;39
6B43A1BB;2;GPH;EM;Thorburn Lake;MAIN;41
6B43A1BB;3;GPH;RAD;Thorburn Lake;MAIN;41
6B4A3D20;1;GPH;AMAG;Nickel Project;MAIN;23
6B4A3D20;2;GPH;EM;Nickel Project;MAIN;23
6B4A3D20;3;GPH;GRV;Nickel Project;MAIN;23
6B8F380A;1;GPH;AMAG;AK6;MAIN;47
6B8F380A;2;GPH;GMAG;AK6;MAIN;48
6B8F380A;3;GPH;GRV;AK6;MAIN;48
6B8F380A;4;GPH;EM;AK6;MAIN;48
6B8F380A;5;GPH;MT;AK6;MAIN;48
6BC22AC7;1;GPH;IP;Kopsa;MAIN;44
6BDC02DB;1;GPH;IP;Bolívar;MAIN;44
6BF481D4;1;GPH;SES;Salinas Grandes;MAIN;132
6BF481D4;2;GPH;AMAG;Salinas Grandes;MAIN;132
6BF481D4;3;GPH;GRV;Salinas Grandes;MAIN;133
6BF481D4;4;GPH;MT;Salinas Grandes;MAIN;133
6C31E84E;1;GPH;GMAG;Kona;MAIN;47
6C31E84E;2;GPH;EM;Kona;MAIN;47
6C480A9D;1;GPH;EM;Graphite Creek;MAIN;74|79
6C480A9D;2;GPH;AMAG;Graphite Creek;MAIN;74|79
6C479DE7;1;GPH;AMAG;Elk Creek Carbonatite;MAIN;86|87
6C479DE7;2;GPH;GRV;Elk Creek Carbonatite;MAIN;86|88
6C479DE7;3;GPH;WLOG;Elk Creek Carbonatite;MAIN;82
6C73CC7F;1;GPH;GMAG;Devlin;MAIN;33
6C7EA58B;1;GPH;GMAG;KéMag;MAIN;100
6C7EA58B;2;GPH;AMAG;KéMag;MAIN;100
6C7EA58B;3;GPH;EM;KéMag;MAIN;100
6C4D4B94;1;GPH;VLF;Baptiste Deposit;MAIN;16
6C4D4B94;2;GPH;AMAG;Baptiste Deposit;MAIN;16|27|28
6C4D4B94;4;GPH;IP;Baptiste Deposit;MAIN;27|29|30
6C4D4B94;5;GPH;GMAG;Baptiste Deposit;MAIN;27|30
6C4D4B94;7;GPH;RES;Baptiste Deposit;MAIN;27|31
6C4D4B94;8;GPH;RAD;Baptiste Deposit;MAIN;27|32
6C4D4B94;10;GPH;EM;Baptiste Deposit;MAIN;27|32
6C4D4B94;12;GPH;WLOG;Baptiste Deposit;MAIN;27|32
6C756DAB;1;GPH;SES;Salar Salinas Grandes;MAIN;131
6C756DAB;2;GPH;AMAG;Salar Salinas Grandes;MAIN;131
6C756DAB;3;GPH;GRV;Salar Salinas Grandes;MAIN;132
6C756DAB;4;GPH;MT;Salar Salinas Grandes;MAIN;132
6C8EF2FC;1;GPH;IP;Main Zone;MAIN;51
6C958093;1;GPH;EM;Bornite;MAIN;83|93
6C958093;2;GPH;AMAG;Bornite;MAIN;83|93
6C958093;3;GPH;RAD;Bornite;MAIN;83
6C958093;4;GPH;IP;Bornite;MAIN;86|88
6C958093;5;GPH;MT;Bornite;MAIN;86|93
6C958093;6;GPH;GRV;Bornite;MAIN;90
6C958093;7;GPH;SES;Bornite;MAIN;91
6CA86521;1;GPH;GMAG;Čukaru Peki;MAIN;48
6CA86521;2;GPH;GRV;Čukaru Peki;MAIN;48
6CA86521;3;GPH;MT;Čukaru Peki;MAIN;48
6CA86521;4;GPH;SES;Čukaru Peki;MAIN;49
6CC2A8E3;1;GPH;AMAG;Kaskamikaw Property;MAIN;29
6CBFC128;1;GPH;EM;Tom deposit;MAIN;73
6CBFC128;2;GPH;AMAG;Tom deposit;MAIN;73
6CCAC3D6;1;GPH;GMAG;REE Zone;MAIN;53
6CCAC3D6;2;GPH;GRV;REE Zone;MAIN;53
6CDA2B5F;1;GPH;AMAG;Alpala;MAIN;101
6CDA2B5F;2;GPH;RAD;Alpala;MAIN;101
6CDA2B5F;5;GPH;GMAG;Alpala;MAIN;103
6CEDAB90;1;GPH;AMAG;James Deposit;MAIN;89|105|107
6CEDAB90;2;GPH;GRV;James Deposit;MAIN;90|105|106|107|108|109
6CEDAB90;3;GPH;GMAG;James Deposit;MAIN;108
6CEDAB90;4;GPH;VLF;James Deposit;MAIN;99
6CEE450B;1;GPH;GMAG;Abitibi Properties;MAIN;17
6D1BAFCA;1;GPH;EM;Lac Guéret;MAIN;93
6D1BAFCA;2;GPH;AMAG;Lac Guéret;MAIN;93|94
6D315EAB;1;GPH;EM;Big Daddy;MAIN;22
6D315EAB;2;GPH;AMAG;Big Daddy;MAIN;22
6D315EAB;3;GPH;VLF;Big Daddy;MAIN;22
6D315EAB;4;GPH;GMAG;Big Daddy;MAIN;22
6D315EAB;5;GPH;GRV;Big Daddy;MAIN;22
6D57B6E6;1;GPH;RES;Salar de Tolillar;MAIN;102|111|114
6D3768EC;1;GPH;AMAG;Bégin-Lamarche;MAIN;98
6D60AD77;1;GPH;EM;Middle Lake;MAIN;37
6D60AD77;2;GPH;AMAG;Middle Lake;MAIN;37
6D60AD77;3;GPH;RAD;Middle Lake;MAIN;37
6DACF892;1;GPH;AMAG;Valk Property;MAIN;49
6D9305F0;1;GPH;EM;Dieter Lake;MAIN;29
6D9305F0;2;GPH;AMAG;Dieter Lake;MAIN;29|31
6D9305F0;3;GPH;RAD;Dieter Lake;MAIN;25|26|31|34
6D9305F0;5;GPH;GMAG;Dieter Lake;MAIN;35
6D9305F0;6;GPH;VLF;Dieter Lake;MAIN;35
6DB69E64;1;GPH;IP;Eaglehead;MAIN;57|61|64|65|69
6DDE94F9;1;GPH;SES;Picadilly;MAIN;34|35|36|40|41
6DDE94F9;2;GPH;EM;Picadilly;MAIN;40|41
6DE3A9AD;1;GPH;SES;Holbrook Basin Potash;MAIN;51|53
6DE3A9AD;2;GPH;RES;Holbrook Basin Potash;MAIN;52
6DE3A9AD;3;GPH;RAD;Holbrook Basin Potash;MAIN;52
6DE3A9AD;5;GPH;WLOG;Holbrook Basin Potash;MAIN;52
6DE3A9AD;7;GPH;EM;Holbrook Basin Potash;MAIN;52
6DF35E04;1;GPH;EM;ABM;MAIN;77|78
6DF35E04;2;GPH;GRV;ABM;MAIN;77|78
6DF35E04;3;GPH;GMAG;ABM;MAIN;77
6E06C0C2;1;GPH;AMAG;Coppercorp Mine;MAIN;38
6E06C0C2;2;GPH;GRV;Coppercorp Mine;MAIN;38
6E06C0C2;3;GPH;IP;Coppercorp Mine;MAIN;38
6E138384;1;GPH;IP;RC Zone;MAIN;27|29|30
6E138384;2;GPH;GMAG;RC Zone;MAIN;30
6E138384;4;GPH;AMAG;RC Zone;MAIN;28|29|30
6E138384;5;GPH;RAD;RC Zone;MAIN;28|29|30
6E44F514;1;GPH;RAD;TLC Project;MAIN;20
6E6E081C;1;GPH;AMAG;Araguaia Nickel Project;MAIN;88
6E6E081C;2;GPH;RAD;Araguaia Nickel Project;MAIN;88
6E6E081C;3;GPH;GMAG;Araguaia Nickel Project;MAIN;88
6E6E081C;4;GPH;EM;Araguaia Nickel Project;MAIN;88
6E883315;1;GPH;SES;Mengo Potash Deposit;MAIN;69
6EBA4C46;1;GPH;IP;River Valley;MAIN;46|47
